,y_train,y_pred_train
snf11_ada2,0.4026413732233111,0.4058370801846661
nut2_mig1,0.2301208230591384,0.23994683951849713
hmt2_snf11,0.7226158182124467,0.7245970155667935
empty_sus1,0.43943587873757,0.41671783552672376
sir2_ldb7,0.4314826450084988,0.4416774712207871
bre2_ies5,0.2558057565157339,0.24955892496303228
vps71_empty,0.2746523071395002,0.2941629214273718
vp16_hhf2,0.2997533791105639,0.30869698174328214
eaf5_hos1,0.3924418992269455,0.3711323684940254
sus1_ies5,0.2441968923999135,0.24224928514133295
rpd3_gapdh,0.2530624564849478,0.24353410202559725
nhp6a_rtt102,0.3176545429920122,0.343658977479709
ldb7_med4,0.517014824696471,0.5150614632042952
pyk2_srb7,0.3574830161860182,0.3362287522052354
bre2_snf11,0.7837255810178033,0.7735547838785197
swc5_hhf2,0.2466355435791421,0.27932287229988306
sus1_nhp6a,0.4362812387268959,0.4143366209434111
spp1_ada2,0.3995035900180556,0.38874103265170545
arp6_nut2,0.3185339677478179,0.31813781476659253
nhp6a_rpd3,0.2161058822801672,0.2500263526913372
nhp6a_gcn5,0.3843260966470205,0.3737186410083539
med4_med4,0.5820163423155517,0.5588358214788793
rtt102_hmt2,0.2571454495101803,0.2757946234801214
eaf5_spp1,0.3841135195453583,0.3663660542821684
swc5_ada2,0.4382308881291338,0.4193191297691674
rtt102_gcn5,0.4541617931697826,0.4530350089641834
nhp10_rtt102,0.4172174580712046,0.383768515790689
ies5_htl1,0.4770699033834446,0.47668032558486884
htl1_esa1,0.3761923075465883,0.3472750701993349
empty_snf11,0.7885035051518594,0.7532280367569701
empty_rtt102,0.3300297144495046,0.3625993842487673
hos1_swc5,0.2813961832040008,0.2816646099452529
hst2_hat2,0.2364737918877771,0.2719884978460965
vp16_gapdh,0.326283133700923,0.31119750563444565
ldb7_vp16,0.7583680532440341,0.720453447093275
ada2_empty,0.3151004056592991,0.3091338531097174
med7_ldb7,0.5033320523092016,0.4900740756902384
eaf5_arp9,0.2892531012156357,0.3220602777932594
swc5_eaf3,0.3198516597917555,0.31220451960628137
lge1_htl1,0.4999703304110791,0.45948299447335295
hos1_srb7,0.2937223297369031,0.29696078102604984
snf11_rpd3,0.314670956066374,0.2919281054242292
btt1_hat2,0.2645756627700097,0.30019934199769904
vps71_hat2,0.2669750462717745,0.299898440424393
swc5_pyk1,0.2875771415264372,0.2856343628514991
arp9_pyk2,0.2320370395287604,0.2632519518170735
dpd4_nhp6a,0.3467774521577689,0.36262474207568274
med7_rtt102,0.3401239393186558,0.3658756835132699
snf11_empty,0.333753569943133,0.30487454401476927
cac2_hos1,0.3300430738370491,0.2968489797279882
snf11_pyk1,0.29561371514156,0.2650704006854925
sfh1_eaf3,0.3188766704545408,0.3209373708610066
arp9_bre2,0.3509315210459835,0.3057280359759999
hos1_hos2,0.2929867945210257,0.3162354909273853
rpd3_dpd4,0.2326192796447679,0.24151368715111501
sir2_empty,0.2850426750813689,0.29708469601212584
srb7_hat2,0.2863169130094251,0.28503299279281696
gapdh_spp1,0.2605000851863621,0.30103857910910337
nut2_spp1,0.3455735701440456,0.3516227353166764
hat1_pyk2,0.2956016219852587,0.27308451740701245
srb7_DAM,0.3477492530401245,0.33969253279705103
srb7_rtt102,0.4125438816005411,0.4064938022359889
mig1_ies5,0.2976392956164607,0.28634562637798733
htl1_hos1,0.2898070678080477,0.2930126532095192
swc5_DAM,0.3564284166008914,0.3432365554342548
hos1_rpd3,0.3142696863071862,0.3135662119880663
gapdh_htl1,0.4342193656725977,0.4622510262899121
dpd4_nhp10,0.3870401463343395,0.3203000980482124
lge1_srb7,0.2643775720732495,0.3045316399219632
med4_esa1,0.3385652372201516,0.32579441648632845
tdh3_mig1,0.2112920346799858,0.21557807736050844
vps71_sfh1,0.418283297503661,0.4390168801072017
hhf2_hos1,0.3331807288829773,0.318360701932279
sus1_sus1,0.3524050119537248,0.40275487332967813
htl1_mig1,0.1975651948672372,0.2178856356101702
bre2_med7,0.4274667042258081,0.4373769782586306
eaf3_sfh1,0.5422712646976127,0.4773737989978304
nut2_pyk2,0.2261945683386539,0.2659628670122299
vp16_DAM,0.3845431744172711,0.36563433338339607
arp9_hos1,0.3607480223866401,0.3247824600507807
eaf5_hhf2,0.4093192867351621,0.33358108688397226
hat1_DAM,0.3206320245793903,0.33396247128858286
med4_DAM,0.4521804391577521,0.3778909699491305
bre2_arp9,0.3486287446329707,0.3101467927205709
ies5_gapdh,0.3239468772169722,0.30142417766369306
esa1_rpd3,0.30297509214908,0.3023594916840066
med4_empty,0.3278280416719361,0.31574460401059024
swc5_sus1,0.4546059769774126,0.42874104397540175
hos1_pyk1,0.3603466364455125,0.27511414296202363
med4_nhp6a,0.4174869289007817,0.39837549529277283
vps71_htl1,0.4890757886157539,0.4645432457599719
hos1_ies5,0.2269309796790791,0.25147839241690045
vps71_nhp10,0.2144340975263266,0.23726527108232837
srb7_gcn5,0.4634190604722053,0.4691930806439849
hat2_dpd4,0.2614443526274046,0.24304298605100205
snf11_nhp10,0.2069451423944101,0.23372804535253924
tdh3_cac2,0.2519412574366374,0.28385359515543046
hat2_vp16,0.6823686241058615,0.6599764152057265
btt1_pyk1,0.2596630255572175,0.2618477363628385
arp9_snf11,0.7828681763592336,0.7686089122468829
lge1_tdh3,0.1778109794102246,0.22487014074735984
ldb7_pyk1,0.1835362793433986,0.21648279119747077
med4_hos2,0.2868244188352161,0.2936461407959808
hst2_rpd3,0.257520826937918,0.2674912507071816
spp1_pyk1,0.3018314273740823,0.25537271781185455
dpd4_dpd4,0.2524117789319849,0.251678101200372
ada2_nhp10,0.2019332320017496,0.239154923416221
sus1_spp1,0.3307816488173073,0.34088658278378153
sfh1_sfh1,0.3599161261264366,0.40907502892085196
bre2_srb7,0.3096846058679825,0.315868434084914
eaf5_lge1,0.438796031398807,0.36269601252533734
nhp6a_cdc36,0.2969016134403666,0.3374400866137902
vp16_hmt2,0.3308061139356101,0.3268682741196929
bre2_ldb7,0.4453668703755208,0.4568432005197655
pyk1_pyk1,0.2238249807247146,0.27188501097472445
empty_hmt2,0.3210525812902228,0.3111425454958785
cac2_gcn5,0.4628099791676423,0.45777516846661465
snf11_swc5,0.2212422757351001,0.2805271245517903
arp6_med4,0.4295448309430033,0.4628626948465983
hmt2_eaf5,0.5195575095647549,0.48599573884488284
pyk1_tdh3,0.3155536056081626,0.29816493977056585
bre2_empty,0.2680249651544529,0.287299812495326
arp6_eaf3,0.3790098578017701,0.31699259260093265
bre2_mig1,0.2271784828312064,0.23650819478802468
cac2_sir2,0.2407500755293299,0.2677692004788866
bre2_sir2,0.3604404582702557,0.3021744515498936
dpd4_rtt102,0.418824842074494,0.39594303971415895
gapdh_ada2,0.4548019909887721,0.4414326828216303
hhf2_hat2,0.2641697209039128,0.3021428356741584
mig1_dpd4,0.2257750800108801,0.23658205558064688
rtt102_cac2,0.3000181658800848,0.30155014321687623
nut2_cdc36,0.4405723327956421,0.4703542753529092
dpd4_nut2,0.3229611028878565,0.32809235686548205
nut2_htl1,0.4926565519069359,0.47039369287280003
ada2_med4,0.6280344745904174,0.5860806352882411
med7_sir2,0.292645764580938,0.2828137215123256
srb7_med4,0.6755134308677538,0.6407881824406502
mig1_hat1,0.2504794277431509,0.2475118268314649
swc5_tdh3,0.3021934686761537,0.2893376312817256
arp9_med4,0.5317653393153223,0.5220275667649223
snf11_spp1,0.3293795281733997,0.32673360423826026
rpd3_bre2,0.252861141924787,0.2682066277622443
empty_dpd4,0.249020592065848,0.26467323396790077
vp16_vps71,0.3487111197699988,0.3451416220351489
ldb7_hat1,0.3449551173037468,0.3065924858969012
cac2_tdh3,0.2583830080906324,0.2535897210568825
nhp10_arp9,0.2987621463888939,0.3044142946757893
eaf3_eaf5,0.4198699263793404,0.4547155885805112
nhp10_cdc36,0.4419523987004848,0.45418284611583004
empty_swd3,0.3557308688935281,0.3357175984940459
arp9_hat2,0.3839017641123911,0.31472378544055224
btt1_gapdh,0.2537847193124578,0.2648412417359523
ldb7_srb7,0.4125395163788122,0.35768545359609516
hst2_snf11,0.7254385368294256,0.7179235296360282
med4_rpd3,0.2741973382460844,0.2800709877487352
rtt102_swd3,0.2721821118054272,0.30342501363562774
sus1_DAM,0.3699960772039993,0.3513585900236846
sir2_esa1,0.2845767588180055,0.30955826039816203
nhp6a_DAM,0.3660847148539239,0.3225395746702224
esa1_hmt2,0.2712542651797164,0.30137843143796333
rtt102_ldb7,0.4642707358319074,0.45913633898835293
sir2_nhp6a,0.3368062181159545,0.340551184420871
eaf3_hat1,0.3338265355839372,0.30329360118083654
btt1_nut2,0.3516926560059968,0.33350167805079617
eaf3_vp16,0.5601034226811337,0.5798081708766097
htl1_spp1,0.3019486746813597,0.31429102824632943
nhp10_ada2,0.3582587889736267,0.38027602110827885
pyk2_vp16,0.7364434925200979,0.7000515739215288
lge1_dpd4,0.2561734591601894,0.23830367096920027
hda1_med7,0.3874505215032107,0.3986202144367201
nut2_nhp6a,0.3587365686036826,0.37251599111779704
pyk1_rtt102,0.4412350022740505,0.4250600044831331
hda1_gapdh,0.2554556495972818,0.24042464781808728
vp16_eaf3,0.3062458638263878,0.33085006653215515
hat1_lge1,0.3445627231624043,0.31295771408985507
mig1_rpd3,0.2007926479107572,0.22417245369824937
ies5_rpd3,0.2931322483158349,0.30184985352983257
mig1_swc5,0.2496557017422238,0.2710506318053657
eaf5_snf11,0.7550664005876468,0.7555899421882031
pyk1_hat1,0.3137444493461687,0.29873853397634825
hst2_gcn5,0.4288551960720104,0.4189636790919112
btt1_gcn5,0.4604415031277021,0.4605024426306019
ldb7_nut2,0.3166536443754035,0.3397306293159133
pyk2_cdc36,0.540202303201876,0.4944149207301566
rpd3_hmt2,0.2110915188560311,0.24315178634326118
med4_hat2,0.2565104635944826,0.2919708589557307
hos2_sfh1,0.4320957327795528,0.4439280107351077
srb7_vps71,0.2044696032135636,0.23806400670579805
dpd4_vp16,0.7744774653178125,0.7324112711879439
lge1_cdc36,0.4491286493677253,0.4579864311506826
med4_eaf3,0.3054311054669912,0.31558759656163327
srb7_cac2,0.2647118027398382,0.2909585659556473
med4_ldb7,0.4675615620791728,0.47163721120722996
btt1_DAM,0.4014389539892219,0.3438248093392613
hos2_arp9,0.3970518304885509,0.3102009338403782
htl1_tdh3,0.2452113696970204,0.2494527210156863
nut2_rtt102,0.3987117837360412,0.4106726808898929
eaf5_btt1,0.3916013532128662,0.3842389672236733
htl1_med7,0.3867824975317451,0.4253922824268245
rtt102_btt1,0.3204886243303793,0.31582610731397176
hhf2_eaf3,0.2387160758467793,0.2772934207448974
hhf2_gapdh,0.2365354951138543,0.2619423092957198
htl1_swc5,0.4416776999402489,0.34791565772458305
rtt102_eaf3,0.2766201097112781,0.28788872891808615
spp1_nhp6a,0.4041883727205589,0.3927610038277517
vps71_hhf2,0.3104629907143228,0.2881538934207629
pyk1_pyk2,0.3250223424947879,0.2975531436433693
ies5_rtt102,0.4279525059832839,0.42087546442543755
esa1_lge1,0.2884926401600609,0.29587216447350617
pyk2_ies5,0.255665764572232,0.25598515996067833
hat1_empty,0.2995494488304972,0.29263069225375565
snf11_nhp6a,0.3732372363049091,0.3735659391243983
swd3_gcn5,0.4272241461296519,0.43524793300525305
ada2_med7,0.4303173479696482,0.44425875724383074
esa1_nhp6a,0.3871284679653471,0.3828428241771352
pyk2_mig1,0.1768588339751577,0.21373551068973565
empty_srb7,0.3104816576430704,0.32909338442623565
dpd4_sus1,0.4430457157493197,0.4231563004455214
tdh3_hst2,0.2696446587269979,0.26548456612457927
cac2_rtt102,0.3303348740030588,0.36287072643687934
vps71_sus1,0.3875829153519079,0.3969021358146735
vp16_ldb7,0.4513684850096446,0.44649993928827086
empty_vps71,0.2974905898160402,0.29736991326836093
sfh1_dpd4,0.4358213141243688,0.3590175764461088
tdh3_nhp6a,0.3428561431771966,0.35532228110867625
btt1_cac2,0.2997932893901072,0.3087110408969631
btt1_eaf3,0.3856910023543008,0.33380875834690543
sus1_gcn5,0.4654111499640746,0.47152523966245546
arp9_cdc36,0.4076873624023229,0.43521757351801166
rtt102_nhp10,0.3112603027447956,0.2862142520548572
srb7_gapdh,0.2935052938820902,0.2575895429950846
hat1_sus1,0.4311916895408302,0.4157998426010844
tdh3_hhf2,0.2331095703237519,0.2409058749514103
rtt102_esa1,0.2985301056408865,0.30272393705999845
srb7_nhp10,0.2707124865995677,0.2519334486136021
vps71_nhp6a,0.3667338692591606,0.37006442170830056
swc5_ies5,0.3580135635129721,0.3259260051859967
med7_tdh3,0.2270016936319255,0.2687898590656972
pyk2_snf11,0.7342751996312663,0.7320424620225816
hhf2_dpd4,0.2915965408645949,0.27707134887843726
eaf3_hos2,0.2262878399938008,0.2897026475616275
htl1_hmt2,0.2525047867151805,0.27345068973472636
tdh3_btt1,0.3224561879522429,0.31404781979163576
rtt102_hos2,0.2852106275102719,0.29441421927462325
vp16_hat1,0.3204329720894069,0.3322606082160081
esa1_hos2,0.2951610968490876,0.31895155261367614
dpd4_pyk1,0.199667765955565,0.23882543440582527
snf11_esa1,0.3343326337266249,0.3255604459469009
hmt2_pyk1,0.3104423929506311,0.26240318445904154
hda1_swc5,0.2400048375812916,0.2808281255201874
spp1_cac2,0.3646193884873056,0.33822872513589736
ldb7_rpd3,0.2574341436856531,0.28071028620798766
hhf2_hat1,0.3591031136999115,0.31458508334535096
vps71_rpd3,0.2796756424869953,0.2896303400743365
ada2_btt1,0.3389274495947445,0.3372762227817799
eaf5_hat2,0.3351459207127656,0.3343281356902651
spp1_vp16,0.6605001750950732,0.6634847418852843
nhp6a_lge1,0.2512412610771561,0.26322678805714766
empty_tdh3,0.2280378353937464,0.25598235638830685
gapdh_med4,0.5561250263588764,0.534929318134232
med4_snf11,0.7997445985460435,0.7665160853680913
sir2_vp16,0.4351547517405784,0.5105245341260991
vp16_tdh3,0.2812454511315268,0.31045946913191086
mig1_gapdh,0.2145490736066663,0.23574476611182899
nhp10_htl1,0.4605008677502914,0.45672353068565497
nhp10_hat2,0.289478319388245,0.30645050020852943
hos2_srb7,0.2825541976837822,0.2951119138363941
med4_srb7,0.3034591735513526,0.3268266036293155
lge1_sfh1,0.4348579185800362,0.4489273234211088
lge1_snf11,0.7413449483049108,0.7277380743052336
vp16_hos1,0.4295003320520986,0.3803119588284993
nhp10_ldb7,0.4586791862239138,0.4660632310437378
spp1_med7,0.4183589283082039,0.4309994393323858
rtt102_cdc36,0.4746696781470237,0.4609644477051292
nhp6a_snf11,0.5952946811654956,0.6353517020927848
bre2_eaf3,0.2702660571342824,0.28288766838432045
med7_btt1,0.2833762377274611,0.3165332542631986
ada2_hst2,0.3154137486670563,0.2800341645421047
hst2_hmt2,0.288244018329843,0.2613211663117434
med4_pyk2,0.251104429623305,0.24827117137242333
gapdh_ies5,0.4313475415679365,0.344797816307582
pyk2_pyk2,0.2976940861865387,0.26713938545667376
nut2_ies5,0.2492924517935142,0.24946822146176678
gcn5_hat2,0.3353795656771328,0.3140882149154236
sir2_med7,0.3218250932116469,0.3635237492067197
swc5_nhp6a,0.3881481778390984,0.38623392375145316
eaf5_sus1,0.4330119834913529,0.432854979030078
bre2_pyk2,0.2719578055091337,0.2654073053839503
dpd4_swc5,0.2689841855079905,0.30482200199208836
hmt2_ada2,0.4266252767907943,0.4195180737553768
pyk1_hat2,0.2608023347997647,0.2782573012496309
arp9_hmt2,0.2172678316252116,0.2752228769762218
med7_nut2,0.516537110609067,0.4704278920079542
pyk2_pyk1,0.2150151033840173,0.24441093048240053
srb7_eaf5,0.4786452456655489,0.46925274884510093
sir2_nhp10,0.3287188666342722,0.3054646043566018
esa1_nhp10,0.2853883832005741,0.28771054365597937
sfh1_pyk2,0.3147819009262497,0.314664840204072
sfh1_hat1,0.2696405889850055,0.3103420217437874
gapdh_cdc36,0.4880783730643615,0.47061032266295805
dpd4_hos2,0.2198371647767574,0.29145425398718844
srb7_vp16,0.7018227732617071,0.700343349515007
eaf3_rpd3,0.3489921100654718,0.30063263934501594
pyk2_arp9,0.2441130894663311,0.27851488228999616
hmt2_med7,0.4836837866585387,0.4775351386946528
swc5_rpd3,0.2677986472818291,0.28182149930945927
empty_ldb7,0.4689343018797233,0.44089593787005316
nhp6a_med7,0.3859411566571084,0.373939331142407
hst2_sfh1,0.4085078166091013,0.4135853726215849
bre2_eaf5,0.4566811712712906,0.44243766294570386
nhp6a_pyk2,0.1693093883621154,0.2164997263942249
hda1_rpd3,0.2570475930116218,0.26848329220224465
nut2_hos2,0.3215509093918459,0.3226570055799862
hda1_sus1,0.3384437780918492,0.3737426886495298
spp1_arp9,0.2783296240473685,0.30208134375696777
mig1_vp16,0.5650643136080846,0.5751599964993472
sir2_med4,0.3298285387753218,0.401902104583498
ldb7_spp1,0.3738314405961294,0.3429571229266222
nhp10_sir2,0.2418041570129153,0.2869769510805168
dpd4_esa1,0.3184445266535586,0.3218465413323874
nhp10_gcn5,0.4142565119072737,0.43693055572284023
lge1_eaf3,0.398853596580351,0.3779080589018042
med7_eaf5,0.4893551990210226,0.45349127462949873
hat1_srb7,0.3374232667900949,0.33088340331780136
pyk1_srb7,0.3136424195512378,0.32934131199853134
hos2_empty,0.29627996275671,0.2898823269494326
eaf3_hat2,0.2799523887371096,0.2985347516607239
spp1_sfh1,0.4346511762319916,0.43305301360611526
ada2_ada2,0.2709002679394979,0.3287888923283708
nut2_pyk1,0.218920207590432,0.2562949847770717
nhp6a_arp9,0.2192513097621792,0.2551173400462766
tdh3_hos1,0.2716704645886426,0.29809393874423024
vp16_hst2,0.3263526937187501,0.32513593852491934
pyk2_gcn5,0.4893971266279661,0.4752509248188445
lge1_med4,0.488201757357701,0.4878353024722455
hos1_empty,0.231143538506934,0.2745884195134921
hat2_hat2,0.2398091336714481,0.3072329708784684
vps71_rtt102,0.3608246506422771,0.3670824962018658
swc5_lge1,0.2962480388635021,0.29269901894536854
med7_bre2,0.2651091527013928,0.29201323471140556
hos1_arp9,0.3549149757886281,0.3227660200376081
