,feature_importance
embed1_1,0.004580020004266424
embed1_2,0.006372677118345919
embed1_3,0.00496683316957067
embed1_4,0.0037958725949758325
embed1_5,0.007118698697140309
embed1_6,0.018278118347114777
embed1_7,0.007602883333908267
embed1_8,0.0024492985385848
embed1_9,0.0027495809424141725
embed1_10,0.0033166364933754776
embed1_11,0.0019588259589014816
embed1_12,0.0013566001968736714
embed1_13,0.01615411809785982
embed1_14,0.0025679381684452687
embed1_15,0.05072969723048621
embed1_16,0.01308875118826536
embed1_17,0.0032064980406967102
embed1_18,0.003456752399163927
embed1_19,0.004642497250465294
embed1_20,0.008382072755775682
embed1_21,0.0069564706876982605
embed1_22,0.005095699481057434
embed1_23,0.3680915175643649
embed1_24,0.03682556064369453
embed1_25,0.00413718309244198
embed1_26,0.002198556331271321
embed1_27,0.08551937514950879
embed1_28,0.002206293433979878
embed1_29,0.0015501743893791915
embed1_30,0.016388670807376084
embed1_31,0.0033337067871880214
embed1_32,0.02356869922292655
embed1_33,0.032929321681406415
embed1_34,0.006755513030267148
embed1_35,0.0036415127077729344
embed1_36,0.005719361344010122
embed1_37,0.0021378333039088386
embed1_38,0.002678282292333044
embed1_39,0.0033084080982417963
embed1_40,0.0023696834246582097
embed1_41,0.008003123162524583
embed1_42,0.08250816863051649
embed1_43,0.004214096902914052
embed1_44,0.00465134096239928
embed1_45,0.009507256695114196
embed1_46,0.0030962113476875872
embed1_47,0.007717190049641233
embed1_48,0.0019265823012813376
embed1_49,0.0015804490739894416
embed1_50,0.001773200466707845
embed1_51,0.006803098806109184
embed1_52,0.010055947741473538
embed1_53,0.016919106606206977
embed1_54,0.003793085195521047
embed1_55,0.003840965206034527
embed1_56,0.0036598405449645
embed1_57,0.015984198839950226
embed1_58,0.06600314034817978
embed1_59,0.0020708186897818275
embed1_60,0.003503552973495783
embed1_61,0.003127735642324881
embed1_62,0.03905732548193284
embed1_63,0.0025164328471595455
embed1_64,0.002497991288417575
embed2_1,0.005084321520863851
embed2_2,0.001831147399248469
embed2_3,0.0072002859058683324
embed2_4,0.0037145795162322063
embed2_5,0.003371330944619125
embed2_6,0.0036992357786732044
embed2_7,0.005450843520723713
embed2_8,0.007036462386117975
embed2_9,0.0019489460132076373
embed2_10,0.0034788823599806017
embed2_11,0.0031731269936535527
embed2_12,0.002160131022972637
embed2_13,0.005047712728236817
embed2_14,0.005261029802222728
embed2_15,0.0027024326524553986
embed2_16,0.004014018921607651
embed2_17,0.004465916618570256
embed2_18,0.08779953195681837
embed2_19,0.001870896554605604
embed2_20,0.0030772671690330313
embed2_21,0.002694274028532062
embed2_22,0.003663164799220236
embed2_23,0.038346272297015066
embed2_24,0.005090655655126499
embed2_25,0.0012761990813086833
embed2_26,0.002364988739533936
embed2_27,0.005818063531226986
embed2_28,0.004815665743408322
embed2_29,0.0018294892740391888
embed2_30,0.00483703868838028
embed2_31,0.001843156581200979
embed2_32,0.0443259555905018
embed2_33,0.0030383859832938892
embed2_34,0.003412866276918386
embed2_35,0.002495552310007007
embed2_36,0.004372809639574626
embed2_37,0.009432566664113965
embed2_38,0.0022591008405443693
embed2_39,0.0067876632826100024
embed2_40,0.002339387692890593
embed2_41,0.0026816429449528405
embed2_42,0.00533557982969752
embed2_43,0.001926302976080225
embed2_44,0.005958967889788733
embed2_45,0.0017895247927145414
embed2_46,0.002107144966333384
embed2_47,0.001973673894261856
embed2_48,0.005308269180605816
embed2_49,0.00307483290708427
embed2_50,0.00829421095333592
embed2_51,0.0022706863267315325
embed2_52,0.004208633802646172
embed2_53,0.002530988612224041
embed2_54,0.005349541348551621
embed2_55,0.0038152608353281643
embed2_56,0.0017674257091146927
embed2_57,0.0017223702624606526
embed2_58,0.007252988586813312
embed2_59,0.011858949281643924
embed2_60,0.0027215955573771655
embed2_61,0.0024288536458061376
embed2_62,0.006210179604596822
embed2_63,0.0024465252698484654
embed2_64,0.008964798255596651
context_1,0.041827946020767684
context_2,0.1385566626055023
context_3,0.09894499681530947
context_4,0.21824303685522423
