,feature_importance
embed1_1,0.018188454314295787
embed1_2,0.014095609465242041
embed1_3,0.021334354080579872
embed1_4,0.014382972917385314
embed1_5,0.012556920019298107
embed1_6,0.10125553509279211
embed1_7,0.012542034888400763
embed1_8,0.017021704425896365
embed1_9,0.010600586303479285
embed1_10,0.020918678394301463
embed1_11,0.021908311958879913
embed1_12,0.009511803962865516
embed1_13,0.06120451109551936
embed1_14,0.0417350723534412
embed1_15,0.07307182366416297
embed1_16,0.013835264233768305
embed1_17,0.017684055582175034
embed1_18,0.15292585638491332
embed1_19,0.009888134171183189
embed1_20,0.010597178538725181
embed1_21,0.01215463598884007
embed1_22,0.036884085669327014
embed1_23,0.5494191603056626
embed1_24,0.14411237004125024
embed1_25,0.006380051742161556
embed1_26,0.011788650804782133
embed1_27,0.026753029731103998
embed1_28,0.024582520238520734
embed1_29,0.007555078015618756
embed1_30,0.015988009422770046
embed1_31,0.015424273695517196
embed1_32,0.1753794909727732
embed1_33,0.03670075889989955
embed1_34,0.018907168690238167
embed1_35,0.01732894317030487
embed1_36,0.017808304657040138
embed1_37,0.008969768941528896
embed1_38,0.011193494484190498
embed1_39,0.08031308302751067
embed1_40,0.010284469318213607
embed1_41,0.01394107330557281
embed1_42,0.10853055096312442
embed1_43,0.009188106906918757
embed1_44,0.040298287920062376
embed1_45,0.008783776175009009
embed1_46,0.011295004999964794
embed1_47,0.02052554564508178
embed1_48,0.01067681633189145
embed1_49,0.03192897392576276
embed1_50,0.06948095367511617
embed1_51,0.022864958025765558
embed1_52,0.02074317251073423
embed1_53,0.03728307465332437
embed1_54,0.11421229309395001
embed1_55,0.025451949474606002
embed1_56,0.00898824901636574
embed1_57,0.04147728652945993
embed1_58,0.1242083799288632
embed1_59,0.18637549311341237
embed1_60,0.008391424557169621
embed1_61,0.045673739108679445
embed1_62,0.01852030117688699
embed1_63,0.011625768179369923
embed1_64,0.013495487694081426
embed2_1,0.0391150305840175
embed2_2,0.0114201030316265
embed2_3,0.017886349332394927
embed2_4,0.016114525965455775
embed2_5,0.0247956237899438
embed2_6,0.014125624797437421
embed2_7,0.055835709100444546
embed2_8,0.10993395224119296
embed2_9,0.01205103516948696
embed2_10,0.02023269261728755
embed2_11,0.01704581127703858
embed2_12,0.014311239275664219
embed2_13,0.012795311733225902
embed2_14,0.023843160209361995
embed2_15,0.012438119261551873
embed2_16,0.016816721071065445
embed2_17,0.0178835178193493
embed2_18,0.4790768137497406
embed2_19,0.008736667026302224
embed2_20,0.027036639819875752
embed2_21,0.011923167635764134
embed2_22,0.020176058418768267
embed2_23,0.2644295965975049
embed2_24,0.023750926242671645
embed2_25,0.011605149727622948
embed2_26,0.01152973734867705
embed2_27,0.02126259234981411
embed2_28,0.022070626533610208
embed2_29,0.014188483652843201
embed2_30,0.03482990410143329
embed2_31,0.011761154687157487
embed2_32,0.04900221559032944
embed2_33,0.01264002617696376
embed2_34,0.015794191918869542
embed2_35,0.009444950168603366
embed2_36,0.023198740638865425
embed2_37,0.023245880534630156
embed2_38,0.012185536112981017
embed2_39,0.019939770290835997
embed2_40,0.013922489783445
embed2_41,0.01395560325591021
embed2_42,0.014003796752797528
embed2_43,0.009260529369995434
embed2_44,0.03140068659889264
embed2_45,0.008863075296778737
embed2_46,0.009885711980316663
embed2_47,0.010397621812546436
embed2_48,0.020157361704017895
embed2_49,0.01833521096101956
embed2_50,0.027304070386073492
embed2_51,0.011559789260703954
embed2_52,0.02427882452653425
embed2_53,0.015514657540374694
embed2_54,0.04000064634031123
embed2_55,0.015440902023340104
embed2_56,0.008521557160361405
embed2_57,0.009556521447425291
embed2_58,0.06111220130107481
embed2_59,0.07455003895685808
embed2_60,0.012279564996861555
embed2_61,0.013413885096964943
embed2_62,0.0343108281205542
embed2_63,0.010054024387463171
embed2_64,0.04030016776323695
context_1,0.0
context_2,0.0
context_3,0.0
context_4,0.0
