,lasso_model_stats,RF_model_stats,NN_model_stats,DT_model_stats,SVM_model_stats
0,3.8895318337748005e-18,1.183699811176014e-11,1.0363005404695937e-11,1.5635332477554116e-14,0.0010666272331936583
