,y_train,y_pred_train
med4_sus1,0.8003008790742363,0.5447647098956097
sir2_htl1,0.2844706115833941,0.36577579569308494
nhp10_hmt2,0.2680541335738864,0.25292435991746187
lge1_med4,0.5894958082665598,0.46298242284025404
gapdh_pyk2,0.2072402706126724,0.269920888065342
hst2_cdc36,0.1680850572240272,0.3291681910789679
hda1_cac2,0.2161546911795217,0.37157175680882887
med4_bre2,0.7819552897231209,0.4870601401938242
eaf5_spp1,0.6316078201188855,0.37945390444092925
hhf2_hat2,0.250921754529475,0.38130029988961217
hos2_vp16,0.7179560713402497,0.43490377981144834
swd3_rpd3,0.5926046153401847,0.3620233776492774
hmt2_med7,0.2238883191366606,0.24777832309555659
ada2_tdh3,0.6254881239954445,0.40288759127289475
htl1_sus1,0.5528220353139106,0.4986275413014169
htl1_swd3,0.3611211493882155,0.3855918572729761
arp6_empty,0.3645549598712427,0.35540860429375476
nhp6a_DAM,0.3809336189397617,0.38127698186253145
snf11_bre2,0.6744899939059571,0.47680552622495864
btt1_ies5,0.219888643310266,0.39174719210877385
hat1_rtt102,0.3034682271658717,0.4304721512084024
swc5_gcn5,0.379414190141274,0.4073928410078579
vps71_ies5,0.2125498952832359,0.4097388098624472
rtt102_snf11,0.6333710874763956,0.45381184334084074
gapdh_nhp10,0.2154939114881537,0.31720839866726624
sfh1_esa1,0.8285958394123453,0.5317180590015637
srb7_eaf5,0.5838388299392914,0.4873793317828809
tdh3_sir2,0.2573336502349894,0.3249416870678212
srb7_pyk1,0.3093614130963685,0.3590786941381161
gapdh_med4,0.2155219224562249,0.3400261471327293
hat1_eaf3,0.3016867669166833,0.41119222189254967
sus1_mig1,0.4509998960641532,0.29993986146833884
swd3_htl1,0.5932017884731859,0.3836890250541183
pyk2_btt1,0.2393130358316491,0.3122108519541036
snf11_med4,0.7593916959052346,0.5447566447595285
hmt2_spp1,0.2780847421428389,0.22246001962775297
srb7_snf11,0.6543373006340504,0.5576099944641442
tdh3_rpd3,0.2103080740867425,0.29328660126582506
nut2_mig1,0.3123399754706639,0.32924980190628483
nhp6a_nut2,0.3489997039134636,0.39149793882897915
sus1_tdh3,0.6096738074616623,0.34281769015121943
swc5_cac2,0.2335227291269055,0.37465440086482654
hos1_btt1,0.3481152607708674,0.4189520630506937
tdh3_pyk2,0.2135914787693209,0.2893926066409567
arp9_pyk1,0.2237532983643184,0.30941251754577026
eaf3_hat1,0.2566009142072124,0.43774964537556044
nut2_ies5,0.3929694202084387,0.4864314425227784
hos1_bre2,0.3079825538728427,0.4297107332277211
hos2_cac2,0.3128997107631923,0.3870556505588167
nhp6a_esa1,0.1827396156977489,0.41886060932539326
sir2_cac2,0.2219290376179035,0.3468020268953622
sir2_ies5,0.2232634914723091,0.35983546657874804
esa1_cdc36,0.4934416688376324,0.475161675782798
med7_nut2,0.6862627073585656,0.5042377105153422
hda1_spp1,0.3148960986252139,0.35585713688059156
tdh3_tdh3,0.1974327322230599,0.25702046135795154
sir2_arp9,0.1680599745767053,0.3557638138455662
cac2_arp9,0.2519604652606054,0.37434948598962725
med4_arp9,0.7820041224094826,0.4637045754098003
bre2_hat1,0.282473616617383,0.42447943696849216
nhp10_hos2,0.2727397746795251,0.4047529928324442
btt1_arp6,0.2778287871146114,0.36501646785204683
swd3_ldb7,0.6714348398447565,0.37049896430887413
gapdh_eaf3,0.2333479961900952,0.30219011936376117
btt1_dpd4,0.2153142798016777,0.369375334608802
ldb7_med4,0.7077815595885639,0.46246284273138233
hda1_DAM,0.3075256389415421,0.39587536753758906
esa1_pyk2,0.3441739573357668,0.3834589913699776
arp6_sfh1,0.4720163933160627,0.4848532705252679
esa1_eaf3,0.4299470741517019,0.4257307029200023
vp16_eaf3,0.8634815460113694,0.5345038286016486
esa1_swc5,0.4202325132656183,0.42356399178808884
snf11_ldb7,0.7399769700847791,0.484331194825362
cac2_hhf2,0.2143566823757222,0.34903364496291633
nut2_lge1,0.5837135506744651,0.43992822572282964
hat2_mig1,0.183124672187504,0.3394765129274907
nut2_bre2,0.581008278108553,0.4553711057789006
hat1_hat2,0.2278116703310285,0.41987248244401304
bre2_pyk2,0.2874541037168601,0.3556973628582217
hat2_eaf3,0.2755043721959483,0.4130249379799865
nhp10_swd3,0.2748702464691291,0.36595444240097674
btt1_hos2,0.2793874092100856,0.3743535923844674
hos1_med4,0.5358990118292482,0.4621142401612792
spp1_med4,0.3095614921349361,0.42713481843798223
srb7_nut2,0.6535763441201456,0.5427750479164124
esa1_hos2,0.4317702132992903,0.4177153378504089
btt1_nhp10,0.1895554129479446,0.42575022959678605
swd3_hmt2,0.4024963930693495,0.2632998848309619
bre2_mig1,0.1922268604600946,0.337598037507549
htl1_med7,0.5108109992551729,0.4716636903564621
sfh1_vp16,0.8366625344234168,0.6147803108107929
hmt2_pyk2,0.2088613491927612,0.22732013780094296
hda1_esa1,0.3823888579341089,0.404053951465822
swc5_hat2,0.2318619845392645,0.39653140151671856
nhp10_ies5,0.2500614989729787,0.4323806590045096
swd3_empty,0.5492874015979219,0.32500943777292324
pyk1_htl1,0.2418458013793436,0.28732215918411563
mig1_snf11,0.4484393244319359,0.3410627247392283
hos1_empty,0.3723482172559681,0.4134905695012179
pyk1_hat2,0.2557411152616936,0.31295982336899475
nhp10_gapdh,0.2719095440497079,0.34903683593087165
btt1_rpd3,0.2820079007340281,0.3416306056318522
rtt102_DAM,0.4425287852975218,0.4399739753516397
esa1_med7,0.5410298073663473,0.46402337553700385
hmt2_eaf5,0.3076284266214525,0.25615986468456853
vps71_sfh1,0.39239123602701,0.5029899432053972
empty_hst2,0.2105887354189753,0.254203571797162
htl1_rpd3,0.4270299893090198,0.36891614143775264
