,y_train,y_pred_train
swc5_tdh3,0.3609461963554123,0.3938077925469523
med7_spp1,0.412456241777232,0.4028635541978334
med4_gcn5,0.8020990068658127,0.40533323513046887
hhf2_med7,0.2672399093681132,0.40224366067533424
arp6_gcn5,0.5219069174692109,0.3828033657789055
htl1_hos1,0.4059340014085484,0.4259428447199505
arp6_sfh1,0.4720163933160627,0.39834586483581985
med7_tdh3,0.3598147439686124,0.3857879581280564
empty_nhp10,0.2324773827862264,0.4187988356935739
gcn5_med7,0.4128901979658795,0.40905253105300965
eaf5_vp16,0.750023942733831,0.3988314469262303
spp1_htl1,0.3102412321640166,0.41590183644667866
cac2_eaf5,0.4958899818806322,0.3889463358105279
gcn5_dpd4,0.3047239189584333,0.4126107109682483
eaf5_mig1,0.4625441143496767,0.39301244124018375
ada2_esa1,0.6853900756412702,0.41101263825810813
hos1_gapdh,0.2813439157814125,0.3877916098279487
swc5_rpd3,0.2549831600218349,0.40412337684974525
vp16_tdh3,0.8479970740075398,0.36928916250377347
hat1_sfh1,0.3385929332934267,0.4055568241009877
gapdh_rpd3,0.2088762596449504,0.36793192813197695
rpd3_hat1,0.4699777602319162,0.384330416115107
rpd3_cdc36,0.6284062201747913,0.36859347042371715
snf11_spp1,0.7278481589985819,0.4227462570788325
empty_DAM,0.1973327976452581,0.38767736777798945
med4_empty,0.7830563701254825,0.41022030210732935
nut2_med7,0.7014009725370844,0.41609422533770674
rtt102_hos1,0.448891803258948,0.3980911588066453
srb7_swc5,0.3832120964476209,0.4140448741713244
empty_hst2,0.2105887354189753,0.39258531182777207
ies5_ldb7,0.4457988496453621,0.41170793081016294
nhp10_pyk1,0.2893704705676491,0.39693918074134654
swc5_spp1,0.2633261135024972,0.41886720926419735
srb7_cac2,0.3836516235267228,0.3838054859582943
snf11_med4,0.7593916959052346,0.428442534674457
gcn5_pyk2,0.3431279497941418,0.39963804306020184
nut2_hmt2,0.54922940229508,0.39562010229005584
rtt102_rpd3,0.4811237487120889,0.3817036844823118
med4_mig1,0.6930375464311926,0.3822598321041777
sus1_btt1,0.6909986729730033,0.4046669660539791
snf11_mig1,0.4436362955322381,0.3849572674092028
pyk1_empty,0.2238728157706629,0.3596788261703713
hat2_pyk2,0.3706524283149275,0.3982536085352024
nhp6a_gcn5,0.2818997739962521,0.4139935789164993
lge1_med7,0.5934937333729853,0.3761341638701283
cac2_ldb7,0.3803956683592725,0.39585901673395174
med7_gcn5,0.4754282911922562,0.40699900080407364
eaf3_tdh3,0.2358663883648968,0.37230249987113356
htl1_esa1,0.4407919981499406,0.4227546561102846
spp1_hhf2,0.2237391256751293,0.3892462414516731
mig1_pyk2,0.2302915358823731,0.39777121643418106
swc5_sfh1,0.3181959465126598,0.4286585846291095
cac2_pyk1,0.2219046846690096,0.35947244543464946
nhp10_ies5,0.2500614989729787,0.41239770800366654
hda1_lge1,0.218445958752069,0.38230115172921353
nhp10_gcn5,0.2829599978967052,0.42205357445362973
rpd3_gcn5,0.6069304877967244,0.40072653634516264
hmt2_DAM,0.1950965249516384,0.3954217120414466
hat1_tdh3,0.232755456487186,0.39195275265736645
hat1_hos2,0.2198622403239813,0.4161550384927921
med7_pyk2,0.3575870958638822,0.3849993704564194
hos2_mig1,0.3474169546412766,0.3830363403393711
nhp10_nhp6a,0.2518191686055524,0.4033928644369394
hst2_swc5,0.2588762157184371,0.39896342543680485
hmt2_ies5,0.2177610536097449,0.40648545669605957
hst2_dpd4,0.2080352306671413,0.3830766441736439
eaf5_pyk2,0.5357235165315939,0.39515273895245157
ada2_eaf3,0.6590605591965099,0.41472033521781404
esa1_DAM,0.4657649946835686,0.4045878278942535
eaf5_gcn5,0.5457303878912124,0.4197102736868626
pyk1_arp9,0.2457400937324155,0.38486768024067575
cac2_ada2,0.4001224518383043,0.3843598797800036
med7_eaf5,0.5466325407659791,0.41240442643737724
DAM_hat2,0.2253620128871084,0.3958617187775536
swd3_empty,0.5492874015979219,0.3558905820286927
lge1_DAM,0.3795655849851524,0.4042248776664369
srb7_mig1,0.1783074088256321,0.37000716227993463
ies5_vp16,0.6712030939478791,0.5482766497596872
eaf3_snf11,0.651319815159433,0.4134986636686556
hmt2_med4,0.2314925908973992,0.4051253959198379
vp16_hmt2,0.8328310741057869,0.39430815623292764
btt1_hos1,0.315681416401903,0.4015508227669986
arp6_pyk1,0.2929407372361106,0.35844589288643686
mig1_swd3,0.1714542146426063,0.38309565000001483
nhp10_hhf2,0.2675978941851887,0.4183813537934085
empty_mig1,0.178102876259777,0.3702617765905104
DAM_med4,0.5255185899057384,0.39495155101680735
tdh3_hmt2,0.2074551332247277,0.3617915500468783
hmt2_mig1,0.2042206527193804,0.392537933686395
ies5_btt1,0.4339683236654932,0.40809792504585934
rpd3_bre2,0.4873097565871446,0.385522194670019
empty_ldb7,0.3134601239641519,0.38639127440503607
bre2_nut2,0.3093986959462408,0.4112720416969441
nhp10_arp9,0.2823588735061036,0.41537432902385857
srb7_hat1,0.3869069385840591,0.42262792582379305
nhp10_med7,0.2749211692918195,0.41317010087120154
pyk2_nut2,0.307703473008836,0.4165213802211395
nhp10_hat2,0.2764667908422809,0.4014415257143541
eaf5_med4,0.6801061674592449,0.4253015238633637
mig1_hmt2,0.1551030874078683,0.38590165289835765
srb7_sir2,0.2232281267678722,0.39415074377065
hos2_arp9,0.4946673488137459,0.3991266587495076
nhp10_hos2,0.2727397746795251,0.3969170602921042
ada2_cac2,0.6809182142348951,0.40329157218939893
cac2_hst2,0.2322447502030045,0.37980815465734585
rtt102_swc5,0.4479305713665842,0.40587960466947276
hhf2_gcn5,0.2777722649820071,0.40871724416786687
gcn5_sfh1,0.3701176346149426,0.4266629837329582
hat2_srb7,0.1988483120115882,0.41058547395861106
hos1_spp1,0.3177917326862258,0.4051601869660898
nut2_swd3,0.4838793290137325,0.3752721879314692
med4_srb7,0.8259431748696959,0.4069175111840669
rtt102_dpd4,0.3388495196589762,0.3960306170217441
arp6_vp16,0.6187600342109965,0.3704237130496493
btt1_lge1,0.2606447155168291,0.38135480385596426
hst2_med7,0.22087542349597,0.3766177812225673
swc5_hat2,0.2318619845392645,0.4158783738713362
htl1_snf11,0.7109616082673241,0.43681512497381025
bre2_cdc36,0.4482239078739848,0.40854606040932556
sir2_pyk2,0.2318855432727893,0.38345110581543496
swd3_rpd3,0.5926046153401847,0.37485808897519596
pyk2_empty,0.23712409899468,0.40423468950403096
hhf2_mig1,0.2694730954646713,0.375221131938519
arp9_gapdh,0.2146579720228845,0.35838069169418285
cac2_swc5,0.2527110524791096,0.4017020949513968
swc5_ies5,0.2269065183028054,0.40636349554065077
esa1_gapdh,0.352773611584479,0.4067860429521608
sir2_hmt2,0.2233014242187058,0.3682880411482157
nut2_tdh3,0.5432069263709164,0.3762402309858048
rpd3_hos1,0.5270743373936573,0.39137756443667343
