,param_fs__threshold,param_clf__alpha,mean_test_score
48,4.849000000000001,0.0001,0.7828049401578813
49,4.950000000000001,0.0001,0.7859095153212801
50,5.051000000000001,0.0001,0.7855827179356591
51,5.152000000000001,0.0001,0.7777427637721755
52,5.253000000000001,0.0001,0.7795443935149817
53,5.354000000000001,0.0001,0.7707304133774722
54,5.455000000000001,0.0001,0.7458938120702827
55,5.556000000000001,0.0001,0.7317110177404296
56,5.657000000000001,0.0001,0.7117763772175538
57,5.758000000000001,0.0001,0.6934757236227824
58,5.859000000000001,0.0001,0.6747124607418726
59,5.960000000000001,0.0001,0.6722699685934981
60,6.061000000000001,0.0001,0.6490811476105594
61,6.162000000000001,0.0001,0.6442025294966471
62,6.263000000000001,0.0001,0.6378299804770393
63,6.364000000000001,0.0001,0.6324378236142942
64,6.465000000000001,0.0001,0.6245946863593923
65,6.566000000000001,0.0001,0.6242678889737714
66,6.667000000000001,0.0001,0.6265554706731178
67,6.768000000000001,0.0001,0.6265554706731178
68,6.869000000000001,0.0001,0.6265554706731178
69,6.970000000000001,0.0001,0.6226339020456668
70,7.071000000000001,0.0001,0.6170921398862574
71,7.172000000000001,0.0001,0.6118633817163228
72,7.273000000000001,0.0001,0.6131705712588065
73,7.3740000000000006,0.0001,0.6120267804091334
74,7.4750000000000005,0.0001,0.6090856039385452
75,7.5760000000000005,0.0001,0.6082686104744928
76,7.6770000000000005,0.0001,0.6063078261607673
77,7.7780000000000005,0.0001,0.5987914862914863
78,7.8790000000000004,0.0001,0.5991182836771072
79,7.98,0.0001,0.5894777608012902
80,8.081,0.0001,0.5837662337662337
81,8.182,0.0001,0.5703675409557762
82,8.283,0.0001,0.561707410236822
83,8.384,0.0001,0.551445123503947
84,8.485,0.0001,0.543928783634666
85,8.586,0.0001,0.5419679993209405
86,8.687,0.0001,0.5293894830659537
87,8.788,0.0001,0.5290626856803328
88,8.889,0.0001,0.5168077837195485
89,8.99,0.0001,0.5127493421611069
90,9.091,0.0001,0.5117689500042442
91,9.192,0.0001,0.5117689500042442
92,9.293,0.0001,0.5098081656905187
93,9.394,0.0001,0.5098081656905187
94,9.495,0.0001,0.5055597996774467
95,9.596,0.0001,0.5055597996774467
96,9.697000000000001,0.0001,0.5055597996774467
97,9.798,0.0001,0.5055597996774467
98,9.899000000000001,0.0001,0.5055597996774467
99,10.0,0.0001,0.4983702571937866
100,0.001,0.01,0.7571990917579152
101,0.10200000000000001,0.01,0.7580171462524403
102,0.203,0.01,0.7583407605466429
103,0.30400000000000005,0.01,0.7560531788472965
104,0.405,0.01,0.7570335710041592
105,0.506,0.01,0.7563799762329173
106,0.6070000000000001,0.01,0.7573571852983618
107,0.7080000000000001,0.01,0.754906204906205
108,0.809,0.01,0.7555619217383923
109,0.91,0.01,0.7508254817078346
110,1.011,0.01,0.752455224514048
111,1.1119999999999999,0.01,0.7527894491129785
112,1.213,0.01,0.7503384687208217
113,1.314,0.01,0.7477240896358543
114,1.415,0.01,0.747233893557423
115,1.516,0.01,0.7513199219081572
116,1.617,0.01,0.7553995840760546
117,1.718,0.01,0.7542568542568542
118,1.819,0.01,0.7542568542568542
119,1.92,0.01,0.7585030982089804
120,2.021,0.01,0.7573582463288345
121,2.122,0.01,0.7584946099651982
122,2.223,0.01,0.759475002122061
123,2.324,0.01,0.7593147865206689
124,2.4250000000000003,0.01,0.7591492657669129
125,2.5260000000000002,0.01,0.7598028605381547
126,2.6270000000000002,0.01,0.7594781852134794
127,2.728,0.01,0.7599683812919107
128,2.829,0.01,0.7591513878278584
129,2.93,0.01,0.7555714710126475
130,3.031,0.01,0.7555714710126475
131,3.132,0.01,0.7529570919276802
132,3.233,0.01,0.750015915457092
133,3.334,0.01,0.7488721246074187
134,3.435,0.01,0.7472381376793141
135,3.536,0.01,0.746421144215262
136,3.637,0.01,0.7429897716662422
137,3.738,0.01,0.7434799677446736
138,3.839,0.01,0.7410289873525168
139,3.94,0.01,0.7359625668449198
140,4.041,0.01,0.7348187759952466
141,4.142,0.01,0.7335115864527628
142,4.243,0.01,0.729434046345811
143,4.344,0.01,0.7246986673457261
144,4.445,0.01,0.7242042271454036
145,4.546,0.01,0.7260016127663186
146,4.647,0.01,0.7256748153806977
147,4.748,0.01,0.7268249724132078
148,4.849000000000001,0.01,0.7261713776419659
149,4.950000000000001,0.01,0.7278053645700705
150,5.051000000000001,0.01,0.7271517697988287
151,5.152000000000001,0.01,0.7278053645700705
152,5.253000000000001,0.01,0.7214296324590442
153,5.354000000000001,0.01,0.7235665478312537
154,5.455000000000001,0.01,0.7155600118835412
155,5.556000000000001,0.01,0.7093667770138359
156,5.657000000000001,0.01,0.7070791953144895
157,5.758000000000001,0.01,0.7000530515236397
158,5.859000000000001,0.01,0.6980752907223495
159,5.960000000000001,0.01,0.7013220439691027
160,6.061000000000001,0.01,0.6944635429929548
161,6.162000000000001,0.01,0.6944741532976828
162,6.263000000000001,0.01,0.6921865715983364
163,6.364000000000001,0.01,0.6925133689839573
164,6.465000000000001,0.01,0.6908793820558528
165,6.566000000000001,0.01,0.6910427807486632
166,6.667000000000001,0.01,0.6969251336898397
167,6.768000000000001,0.01,0.6969251336898397
168,6.869000000000001,0.01,0.6969251336898397
169,6.970000000000001,0.01,0.695617944147356
170,7.071000000000001,0.01,0.6954598506069095
171,7.172000000000001,0.01,0.6954598506069095
172,7.273000000000001,0.01,0.6941526610644259
173,7.3740000000000006,0.01,0.6917016806722689
174,7.4750000000000005,0.01,0.6897408963585434
175,7.5760000000000005,0.01,0.6894162210338681
176,7.6770000000000005,0.01,0.685821449792038
177,7.7780000000000005,0.01,0.6799390968508615
178,7.8790000000000004,0.01,0.6755273321449792
179,7.98,0.01,0.674383541295306
180,8.081,0.01,0.6750456243103302
181,8.182,0.01,0.6737384347678465
182,8.283,0.01,0.6675292844410491
183,8.384,0.01,0.6619875222816398
184,8.485,0.01,0.6543077837195485
185,8.586,0.01,0.6539809863339275
186,8.687,0.01,0.6476084373143196
187,8.788,0.01,0.6464646464646465
188,8.889,0.01,0.6368241235888294
189,8.99,0.01,0.6352007469654528
190,9.091,0.01,0.6338935574229692
191,9.192,0.01,0.6338935574229692
192,9.293,0.01,0.6332399626517273
193,9.394,0.01,0.6332399626517273
194,9.495,0.01,0.63062558356676
195,9.596,0.01,0.63062558356676
196,9.697000000000001,0.01,0.63062558356676
197,9.798,0.01,0.63062558356676
198,9.899000000000001,0.01,0.63062558356676
199,10.0,0.01,0.6219654528478058
