,param_fs__threshold,param_clf__alpha,mean_test_score
0,0.001,0.0001,0.6780104712041884
1,0.10200000000000001,0.0001,0.68782722513089
2,0.203,0.0001,0.6858638743455497
3,0.30400000000000005,0.0001,0.6924083769633508
4,0.405,0.0001,0.6773560209424084
5,0.506,0.0001,0.6825916230366492
6,0.6070000000000001,0.0001,0.681282722513089
7,0.7080000000000001,0.0001,0.6714659685863874
8,0.809,0.0001,0.6760471204188482
9,0.91,0.0001,0.6832460732984293
10,1.011,0.0001,0.6845549738219895
11,1.1119999999999999,0.0001,0.680628272251309
12,1.213,0.0001,0.6721204188481675
13,1.314,0.0001,0.6852094240837696
14,1.415,0.0001,0.6910994764397905
15,1.516,0.0001,0.6858638743455497
16,1.617,0.0001,0.6969895287958116
17,1.718,0.0001,0.706151832460733
18,1.819,0.0001,0.6989528795811518
19,1.92,0.0001,0.7002617801047121
20,2.021,0.0001,0.706151832460733
21,2.122,0.0001,0.7198952879581152
22,2.223,0.0001,0.7362565445026178
23,2.324,0.0001,0.7205497382198953
24,2.4250000000000003,0.0001,0.7212041884816754
25,2.5260000000000002,0.0001,0.7238219895287958
26,2.6270000000000002,0.0001,0.731675392670157
27,2.728,0.0001,0.7369109947643979
28,2.829,0.0001,0.7428010471204188
29,2.93,0.0001,0.7571989528795812
30,3.031,0.0001,0.7591623036649214
31,3.132,0.0001,0.7513089005235603
32,3.233,0.0001,0.7519633507853403
33,3.334,0.0001,0.7591623036649214
34,3.435,0.0001,0.7676701570680629
35,3.536,0.0001,0.7663612565445026
36,3.637,0.0001,0.7670157068062827
37,3.738,0.0001,0.7552356020942408
38,3.839,0.0001,0.7506544502617801
39,3.94,0.0001,0.7506544502617801
40,4.041,0.0001,0.7480366492146597
41,4.142,0.0001,0.7467277486910995
42,4.243,0.0001,0.7447643979057592
43,4.344,0.0001,0.7270942408376964
44,4.445,0.0001,0.7336387434554974
45,4.546,0.0001,0.7264397905759162
46,4.647,0.0001,0.7113874345549738
47,4.748,0.0001,0.7048429319371727
48,4.849000000000001,0.0001,0.6976439790575916
49,4.950000000000001,0.0001,0.6904450261780105
50,5.051000000000001,0.0001,0.6865183246073299
51,5.152000000000001,0.0001,0.6747382198952879
52,5.253000000000001,0.0001,0.6839005235602095
53,5.354000000000001,0.0001,0.6884816753926701
54,5.455000000000001,0.0001,0.6865183246073299
55,5.556000000000001,0.0001,0.6721204188481675
56,5.657000000000001,0.0001,0.6590314136125655
57,5.758000000000001,0.0001,0.6537958115183246
58,5.859000000000001,0.0001,0.6518324607329843
59,5.960000000000001,0.0001,0.6590314136125655
60,6.061000000000001,0.0001,0.6590314136125655
61,6.162000000000001,0.0001,0.6518324607329843
62,6.263000000000001,0.0001,0.6524869109947644
63,6.364000000000001,0.0001,0.6551047120418848
64,6.465000000000001,0.0001,0.6524869109947644
65,6.566000000000001,0.0001,0.6537958115183246
66,6.667000000000001,0.0001,0.6407068062827225
67,6.768000000000001,0.0001,0.6354712041884817
68,6.869000000000001,0.0001,0.6328534031413613
69,6.970000000000001,0.0001,0.6302356020942408
70,7.071000000000001,0.0001,0.6158376963350786
71,7.172000000000001,0.0001,0.6210732984293194
72,7.273000000000001,0.0001,0.6191099476439791
73,7.3740000000000006,0.0001,0.606020942408377
74,7.4750000000000005,0.0001,0.6007853403141361
75,7.5760000000000005,0.0001,0.5975130890052356
76,7.6770000000000005,0.0001,0.5975130890052356
77,7.7780000000000005,0.0001,0.6053664921465969
78,7.8790000000000004,0.0001,0.6040575916230366
79,7.98,0.0001,0.6040575916230366
80,8.081,0.0001,0.6014397905759162
81,8.182,0.0001,0.6007853403141361
82,8.283,0.0001,0.5870418848167539
83,8.384,0.0001,0.5870418848167539
84,8.485,0.0001,0.5903141361256544
85,8.586,0.0001,0.5935863874345549
86,8.687,0.0001,0.5719895287958116
87,8.788,0.0001,0.5667539267015707
88,8.889,0.0001,0.5484293193717278
89,8.99,0.0001,0.5451570680628273
