,flow_seq_score,flow_seq_score_pred,context
nhp6a_arp9_4,0.2192513097621792,0.28517390505177614,4
cac2_lge1_4,0.2769090283560168,0.34116138859175615,4
nut2_dpd4_4,0.2877608491568248,0.4237315261571721,4
btt1_DAM_4,0.4014389539892219,0.32088415213152977,4
hda1_hat1_4,0.3135975381754835,0.3379573151504718,4
ada2_ies5_4,0.2313217509759254,0.38081725835704017,4
hat2_hos2_4,0.379367104095195,0.3673018315539799,4
nut2_eaf3_4,0.3475908883368631,0.4274553164933435,4
gapdh_hmt2_4,0.2248993892797664,0.20636303610147833,4
vp16_eaf3_4,0.3062458638263878,0.5614576510327933,4
pyk2_eaf3_4,0.3307178056025751,0.3069814263074754,4
srb7_htl1_4,0.4706199909220738,0.4497163691076932,4
hat1_sus1_4,0.4311916895408302,0.4011384890365285,4
srb7_rpd3_4,0.2905460434221518,0.3953770659215321,4
hhf2_lge1_4,0.2962123553048136,0.28718132678150776,4
spp1_vp16_4,0.6605001750950732,0.32585711574375514,4
htl1_hst2_4,0.2440249203340413,0.4017282112642441,4
hos1_sus1_4,0.4042011667197613,0.38908450192233046,4
swc5_DAM_4,0.3564284166008914,0.3234779781465818,4
pyk2_gcn5_4,0.4893971266279661,0.30049687117699136,4
nhp10_bre2_4,0.288981890432305,0.37745786855730135,4
hos1_rpd3_4,0.3142696863071862,0.34684848085781067,4
btt1_srb7_4,0.3026000022587383,0.35002813463988103,4
gapdh_hat2_4,0.2154316356335234,0.23827654934276182,4
eaf3_empty_4,0.3117590556951472,0.33962172081825126,4
rtt102_hat1_4,0.2806842469159312,0.3681380377949186,4
nhp10_pyk1_4,0.3001216573231526,0.3366505376814933,4
vps71_nhp6a_4,0.3667338692591606,0.3769695881046165,4
pyk1_sir2_4,0.4554149786334069,0.26333756292810284,4
nhp6a_rtt102_4,0.3176545429920122,0.29788337253779,4
vp16_cac2_4,0.4215562998055064,0.5368582989764354,4
med4_snf11_4,0.7997445985460435,0.44108327948169535,4
med7_sfh1_4,0.4528141476509954,0.42208215738777544,4
med4_vp16_4,0.6148125055118734,0.4290749121034226,4
hmt2_empty_4,0.3139053002349371,0.2343779034416458,4
pyk1_med4_4,0.5470324636112744,0.28635080976902505,4
mig1_ies5_4,0.2976392956164607,0.2952218759634082,4
sir2_gcn5_4,0.3704840759721824,0.3345426967303055,4
hos1_hos2_4,0.2929867945210257,0.3698828985226384,4
rpd3_med7_4,0.4060118133632436,0.31102134861075625,4
hos2_hat1_4,0.3029875836521332,0.35238785466029965,4
mig1_cdc36_4,0.2783597988111326,0.3005180121294402,4
dpd4_gcn5_4,0.4774523994587979,0.3350629475522149,4
sfh1_gcn5_4,0.4484739793080167,0.4929961286391187,4
htl1_rpd3_4,0.277071316335408,0.39779150433710336,4
hat1_DAM_4,0.3206320245793903,0.3821204105482733,4
hst2_spp1_4,0.3361891008262821,0.25893507619161227,4
bre2_tdh3_4,0.2484421370840464,0.3251671632505213,4
dpd4_bre2_4,0.2674633091634184,0.3361439833853694,4
gapdh_hat1_4,0.2645935693054688,0.25083751648659247,4
sir2_rpd3_4,0.2647130472644866,0.2978381362580824,4
rpd3_vp16_4,0.557931294790891,0.31562845428088504,4
gcn5_nut2_4,0.3871581060641976,0.3583714569890067,4
hat1_dpd4_4,0.2601767854324782,0.3983677932385443,4
btt1_nhp10_4,0.2717968491937532,0.34840932903712546,4
ada2_med7_4,0.4303173479696482,0.39189631680558346,4
dpd4_ldb7_4,0.4794334536997647,0.32479721325198024,4
nhp10_hat1_4,0.3066979330811581,0.3781339415878158,4
arp9_mig1_4,0.3277481302437358,0.3442671756731156,4
eaf3_ada2_4,0.4133536158348486,0.3565189918948825,4
dpd4_sus1_4,0.4430457157493197,0.3405944081445116,4
nhp6a_sfh1_4,0.3295021600536991,0.3150380185200177,4
hst2_rtt102_4,0.3268882072438078,0.26769413429773836,4
