,flow_seq_score,flow_seq_score_pred,context
gapdh_lge1_2,0.1694455230097405,0.17923546683305247,2
empty_snf11_2,0.3510572238647252,0.33529323635511554,2
htl1_tdh3_2,0.5260705441496278,0.6070917545562375,2
btt1_hat2_2,0.4593049988505934,0.38296131380932774,2
nut2_hat1_2,0.7207321051323565,0.6248968843361427,2
srb7_med7_2,0.5850365690210697,0.68369843826724,2
snf11_nhp6a_2,0.7343384036698029,0.7247762615563769,2
sus1_med4_2,0.7435764428157317,0.6394352517223529,2
nut2_tdh3_2,0.6962365346274619,0.6110834967101573,2
rpd3_dpd4_2,0.6464643971083803,0.3306001794176785,2
ies5_hhf2_2,0.4876010402142845,0.531815697165376,2
nhp10_spp1_2,0.2021627414022826,0.484148322734975,2
ies5_lge1_2,0.4801294027875031,0.5211251241450183,2
btt1_med7_2,0.466229551177705,0.3935745268585533,2
gapdh_dpd4_2,0.1616149290134581,0.17952444373581145,2
lge1_sfh1_2,0.6236430788947229,0.5585054445435125,2
arp6_nut2_2,0.5780897869936306,0.41458584995524284,2
ldb7_ldb7_2,0.6668760681723478,0.4745121187576702,2
vp16_med7_2,0.8978514373355083,0.9689159910838026,2
spp1_htl1_2,0.3295584112438888,0.3746444942148903,2
pyk1_hhf2_2,0.2217329504576782,0.2514235853059663,2
hst2_arp6_2,0.1998709488498078,0.2712299384491752,2
pyk2_rtt102_2,0.2024866811647543,0.34606249005190737,2
hhf2_DAM_2,0.177373925667621,0.25198600016754025,2
hos2_ldb7_2,0.6521624284166954,0.4805475962135022,2
ada2_mig1_2,0.6589775095765402,0.5011680528801428,2
cac2_pyk2_2,0.3925511242426067,0.4967762188556213,2
hos2_lge1_2,0.6988849846316562,0.4652605405659527,2
gcn5_eaf5_2,0.4864035360356586,0.4170757709148223,2
tdh3_arp6_2,0.1925228489099446,0.25488377478763447,2
btt1_DAM_2,0.4302067235986366,0.38415598285028807,2
arp9_nhp10_2,0.2918924197256952,0.46531549927143523,2
arp6_ldb7_2,0.5536052405403455,0.4165844102128098,2
gcn5_sfh1_2,0.4491445512247576,0.39532581597301064,2
hhf2_gapdh_2,0.1765828758243091,0.24879138348504792,2
empty_swd3_2,0.3199891603290492,0.3570435022020326,2
swd3_ldb7_2,0.6842776152565113,0.5871050725109281,2
htl1_swc5_2,0.5447509504454966,0.6436107881838646,2
med7_srb7_2,0.6262404825160734,0.5832590585114561,2
empty_eaf3_2,0.3054018684833294,0.30976816219095143,2
nhp10_swd3_2,0.1946131348274901,0.4971546609160713,2
sus1_gapdh_2,0.7279755186743175,0.5775554445483584,2
hos1_dpd4_2,0.5510259937723448,0.5523601487160761,2
sus1_empty_2,0.6783667029711862,0.5728884426684382,2
arp6_med4_2,0.5851645635070221,0.4364486091808226,2
snf11_pyk2_2,0.7384607276111486,0.7168083197082469,2
lge1_dpd4_2,0.6497935843333165,0.5560432861305173,2
arp9_spp1_2,0.3174293540125817,0.4441816270189136,2
rtt102_sfh1_2,0.5144394951054442,0.4491333380309941,2
swd3_lge1_2,0.7143845641250475,0.5453401545743564,2
btt1_mig1_2,0.3890761742780827,0.2857676963266309,2
bre2_arp6_2,0.4914771897778288,0.4619960924892057,2
empty_btt1_2,0.2836754185838041,0.32653481955197794,2
esa1_eaf5_2,0.602822922617932,0.5616001425156938,2
sir2_mig1_2,0.150757341150077,0.3317001822960872,2
eaf5_vps71_2,0.7162860443534824,0.5740610399011334,2
swc5_hmt2_2,0.437313061014045,0.3224233635723772,2
nut2_hmt2_2,0.7271870345373015,0.5973063962414686,2
tdh3_sir2_2,0.1517361401212203,0.246413956094087,2
vps71_nut2_2,0.4918948027247219,0.5110553267036284,2
mig1_ada2_2,0.2799059975705227,0.2058888118646438,2
pyk1_pyk1_2,0.1442932415261464,0.24537936540626237,2
sfh1_gapdh_2,0.8241059762376071,0.8493831700987453,2
med7_hos2_2,0.5437729276049263,0.6007086012462155,2
rtt102_esa1_2,0.5577734722390573,0.45566708463965977,2
nhp6a_hhf2_2,0.2754056735448182,0.25898901030673205,2
hhf2_rtt102_2,0.1826109478908234,0.21644772349780705,2
med7_lge1_2,0.525711509853291,0.585472703813311,2
mig1_cac2_2,0.1029064262097314,0.21094231671290498,2
htl1_ldb7_2,0.4826673387006872,0.6273652883439906,2
hos2_eaf5_2,0.6859762514731121,0.4934888075455701,2
eaf3_btt1_2,0.4970086946686335,0.4007986403287731,2
swc5_arp9_2,0.4375259670349035,0.31979664331732405,2
hat1_pyk2_2,0.3532591639947629,0.49596282346668286,2
empty_swc5_2,0.2947150355699678,0.30432691364399395,2
nhp10_pyk1_2,0.2015665875511213,0.47039674642571416,2
nhp6a_hst2_2,0.2354137554930387,0.26769401743891663,2
vp16_rpd3_2,0.8897930023072069,0.9421824952864579,2
hst2_med7_2,0.1801820700880066,0.26502750546700593,2
arp9_dpd4_2,0.2841377244819929,0.4380258944783666,2
gcn5_esa1_2,0.5163862766037687,0.4093858536497432,2
gcn5_pyk2_2,0.4131069127736983,0.4026765744481251,2
med4_nhp10_2,0.8410759674253858,0.6331455695610559,2
eaf5_pyk1_2,0.6689402818430699,0.5479900444785644,2
spp1_hat1_2,0.3317574475212094,0.3801082815201404,2
dpd4_cac2_2,0.1840197713321353,0.38997056707064637,2
nut2_sfh1_2,0.7137974796627493,0.6131533381262502,2
mig1_mig1_2,0.1136422600482352,0.09682509289167118,2
snf11_btt1_2,0.736910422096904,0.7473520178821511,2
dpd4_dpd4_2,0.1833848167771075,0.37559369076065874,2
swc5_ada2_2,0.397324625929926,0.3156930162026095,2
sir2_hat1_2,0.1629641351864362,0.4269403897780224,2
pyk1_DAM_2,0.193322724952595,0.25755243453384224,2
dpd4_hst2_2,0.1803083339096002,0.3932513514269411,2
