,bin1_rep1,bin2_rep1,bin3_rep1,bin4_rep1,bin5_rep1,bin6_rep1,bin1_rep2,bin2_rep2,bin3_rep2,bin4_rep2,bin5_rep2,bin6_rep2
swc5_rtt102,1325.0,650.0,1222.0,696.0,1115.0,106.0,114.0,107.0,155.0,171.0,173.0,170.0
vp16_hmt2,1304.0,1567.0,1951.0,1183.0,1095.0,333.0,986.0,632.0,758.0,677.0,1163.0,759.0
rpd3_btt1,1300.0,521.0,496.0,341.0,370.0,63.0,186.0,102.0,133.0,215.0,294.0,94.0
bre2_srb7,1300.0,1630.0,2292.0,1687.0,1965.0,311.0,846.0,985.0,1506.0,1514.0,2137.0,542.0
nut2_srb7,1299.0,1442.0,1591.0,1181.0,1102.0,1175.0,1750.0,1693.0,2251.0,1762.0,2136.0,649.0
med4_cdc36,1295.0,1393.0,1811.0,1943.0,2052.0,1011.0,921.0,634.0,972.0,1362.0,1428.0,657.0
snf11_pyk1,1295.0,1114.0,1063.0,664.0,596.0,222.0,3416.0,2020.0,1468.0,1160.0,1240.0,375.0
nhp10_srb7,1289.0,999.0,2053.0,2791.0,3557.0,450.0,471.0,382.0,1102.0,1828.0,2316.0,592.0
btt1_hat2,1287.0,1633.0,2026.0,1706.0,1748.0,804.0,4257.0,3121.0,4132.0,3883.0,4492.0,858.0
med7_vp16,1284.0,1273.0,2011.0,1145.0,1386.0,487.0,1334.0,1387.0,1706.0,2002.0,5086.0,782.0
btt1_btt1,1280.0,1053.0,1767.0,1132.0,1116.0,465.0,857.0,810.0,1201.0,1002.0,1299.0,2283.0
med4_nut2,1264.0,1565.0,1842.0,1549.0,1495.0,617.0,2945.0,3375.0,3556.0,5266.0,5682.0,23341.0
dpd4_arp9,1262.0,1232.0,1842.0,1426.0,1729.0,3824.0,3132.0,996.0,1942.0,1707.0,1277.0,583.0
htl1_lge1,1257.0,1117.0,1561.0,1265.0,1223.0,1182.0,1942.0,1546.0,1785.0,1866.0,1694.0,10824.0
pyk1_empty,1251.0,1846.0,2254.0,2169.0,1764.0,251.0,832.0,555.0,1326.0,1124.0,1157.0,384.0
swc5_hat2,1248.0,1470.0,2289.0,1333.0,1452.0,1229.0,987.0,751.0,837.0,763.0,864.0,2135.0
sir2_eaf3,1247.0,1135.0,1236.0,879.0,783.0,470.0,456.0,481.0,595.0,430.0,532.0,388.0
srb7_eaf3,1242.0,1501.0,2091.0,1338.0,1767.0,385.0,1777.0,1458.0,2224.0,1877.0,2050.0,649.0
med4_btt1,1234.0,1328.0,1399.0,803.0,1224.0,804.0,388.0,468.0,618.0,748.0,2654.0,245.0
empty_lge1,1232.0,1543.0,2333.0,1450.0,1430.0,846.0,2543.0,1536.0,1984.0,1850.0,1985.0,556.0
nut2_tdh3,1226.0,2129.0,1994.0,1110.0,1010.0,140.0,219.0,260.0,204.0,165.0,213.0,171.0
pyk1_snf11,1220.0,1167.0,1691.0,1482.0,1353.0,867.0,1423.0,1376.0,2950.0,1930.0,2008.0,766.0
ada2_med7,1209.0,1277.0,1413.0,723.0,712.0,191.0,767.0,465.0,627.0,652.0,584.0,293.0
empty_vp16,1208.0,1204.0,1598.0,886.0,1343.0,417.0,1655.0,1040.0,1257.0,1142.0,1274.0,619.0
htl1_gapdh,1201.0,1080.0,1778.0,1193.0,1493.0,719.0,9534.0,4351.0,5569.0,4469.0,5790.0,4023.0
med7_snf11,1200.0,2085.0,2962.0,1438.0,1348.0,923.0,1303.0,1419.0,1614.0,1443.0,1753.0,1193.0
med4_empty,1199.0,1061.0,1350.0,961.0,1116.0,535.0,10143.0,3813.0,4559.0,4978.0,5639.0,1074.0
htl1_vp16,1197.0,1565.0,2300.0,1484.0,1540.0,481.0,1755.0,1059.0,1621.0,1455.0,1844.0,692.0
nut2_eaf3,1196.0,2401.0,2275.0,1764.0,1760.0,1020.0,1369.0,1222.0,1375.0,921.0,1201.0,473.0
vp16_sus1,1194.0,1468.0,1964.0,984.0,1100.0,400.0,1170.0,1565.0,1386.0,1558.0,1670.0,979.0
btt1_sfh1,1193.0,1552.0,2369.0,2273.0,2629.0,2122.0,1343.0,1419.0,2623.0,2829.0,5462.0,8443.0
esa1_ies5,1189.0,1048.0,1331.0,1022.0,817.0,151.0,874.0,708.0,934.0,740.0,536.0,260.0
med7_lge1,1177.0,1534.0,2097.0,1261.0,1422.0,687.0,1812.0,1482.0,1436.0,1657.0,1853.0,612.0
gapdh_sfh1,1164.0,1431.0,1747.0,1836.0,2023.0,689.0,1957.0,2101.0,5394.0,3857.0,5231.0,1349.0
med4_med7,1160.0,1656.0,1767.0,1399.0,1318.0,359.0,1066.0,1056.0,1293.0,1560.0,1764.0,829.0
rtt102_arp9,1147.0,1174.0,1352.0,1115.0,1432.0,229.0,1952.0,1483.0,2641.0,2205.0,1850.0,381.0
snf11_ies5,1141.0,1459.0,1009.0,483.0,337.0,141.0,989.0,214.0,299.0,249.0,234.0,215.0
dpd4_mig1,1141.0,1484.0,2663.0,2060.0,2123.0,2884.0,1207.0,409.0,881.0,891.0,1148.0,646.0
sir2_sus1,1130.0,893.0,1425.0,1156.0,936.0,188.0,1016.0,1030.0,932.0,805.0,684.0,250.0
srb7_hos2,1122.0,1183.0,1862.0,1105.0,1278.0,1170.0,959.0,739.0,1205.0,1146.0,1187.0,359.0
sus1_lge1,1109.0,1361.0,1666.0,871.0,1117.0,596.0,823.0,607.0,886.0,705.0,916.0,2341.0
vp16_eaf3,1091.0,1344.0,1498.0,890.0,816.0,407.0,2053.0,1925.0,1724.0,1674.0,1983.0,585.0
empty_gapdh,1088.0,1217.0,2134.0,1156.0,1160.0,240.0,1623.0,1221.0,1365.0,1695.0,1669.0,556.0
hos2_srb7,1085.0,1344.0,1255.0,975.0,789.0,181.0,394.0,319.0,562.0,491.0,621.0,167.0
spp1_snf11,1084.0,2059.0,2812.0,1438.0,1332.0,1351.0,590.0,676.0,770.0,661.0,794.0,768.0
ada2_srb7,1082.0,1285.0,1262.0,646.0,598.0,167.0,864.0,556.0,507.0,489.0,510.0,299.0
snf11_swd3,1076.0,951.0,854.0,517.0,377.0,141.0,747.0,1321.0,1091.0,978.0,832.0,186.0
bre2_snf11,1069.0,1646.0,2699.0,1257.0,1264.0,645.0,971.0,1007.0,1043.0,1178.0,1296.0,2252.0
empty_eaf3,1056.0,472.0,605.0,391.0,526.0,599.0,657.0,508.0,600.0,852.0,737.0,170.0
snf11_bre2,1053.0,924.0,961.0,510.0,367.0,130.0,934.0,317.0,364.0,519.0,601.0,217.0
sir2_snf11,1051.0,1944.0,2873.0,1333.0,1372.0,704.0,1062.0,1096.0,1460.0,1137.0,1337.0,992.0
dpd4_ada2,1044.0,1067.0,1456.0,723.0,632.0,109.0,201.0,116.0,189.0,157.0,234.0,175.0
med7_mig1,1042.0,521.0,898.0,627.0,810.0,294.0,484.0,486.0,800.0,1299.0,3750.0,20456.0
htl1_rpd3,1042.0,734.0,1105.0,887.0,1076.0,431.0,1034.0,1308.0,1989.0,2237.0,2926.0,384.0
gapdh_bre2,1035.0,861.0,1336.0,798.0,838.0,86.0,119.0,55.0,80.0,89.0,98.0,145.0
snf11_hos1,1032.0,933.0,1061.0,636.0,500.0,203.0,3210.0,1745.0,1719.0,1052.0,1099.0,293.0
ldb7_dpd4,1031.0,906.0,1659.0,1355.0,1636.0,2883.0,923.0,773.0,1742.0,1776.0,2526.0,7421.0
tdh3_nhp6a,1028.0,1268.0,967.0,954.0,726.0,364.0,307.0,241.0,309.0,359.0,325.0,422.0
sir2_hat1,1026.0,1273.0,1527.0,1085.0,894.0,271.0,1856.0,1393.0,2165.0,1515.0,1529.0,465.0
hos1_vp16,1024.0,1214.0,1505.0,1084.0,1202.0,926.0,1231.0,1041.0,1552.0,1735.0,1620.0,1544.0
dpd4_pyk1,1024.0,944.0,1412.0,777.0,676.0,97.0,151.0,100.0,143.0,92.0,156.0,136.0
htl1_med4,1022.0,857.0,1178.0,990.0,1112.0,302.0,574.0,679.0,998.0,908.0,1075.0,2970.0
med7_empty,1014.0,953.0,1486.0,1093.0,1647.0,706.0,1040.0,754.0,1033.0,803.0,1058.0,465.0
med7_hmt2,1007.0,542.0,914.0,489.0,584.0,305.0,1313.0,1145.0,1430.0,1349.0,1436.0,2373.0
swc5_srb7,1005.0,970.0,1462.0,1082.0,1036.0,225.0,1842.0,1385.0,1362.0,1575.0,1868.0,941.0
sir2_gapdh,1002.0,1006.0,1183.0,737.0,888.0,242.0,830.0,516.0,1139.0,656.0,744.0,435.0
srb7_hhf2,1000.0,694.0,1121.0,699.0,659.0,254.0,458.0,482.0,896.0,934.0,949.0,5063.0
med7_med7,998.0,1063.0,1725.0,902.0,1153.0,217.0,844.0,640.0,806.0,916.0,1135.0,340.0
nhp10_vp16,993.0,766.0,1284.0,1450.0,1812.0,654.0,1285.0,1077.0,3521.0,3365.0,4491.0,2098.0
sus1_vp16,989.0,1129.0,1309.0,913.0,947.0,652.0,1822.0,1229.0,1521.0,1340.0,1523.0,1100.0
cac2_gapdh,986.0,880.0,1279.0,758.0,882.0,207.0,1045.0,862.0,1080.0,842.0,1010.0,317.0
tdh3_ada2,982.0,1181.0,1551.0,1282.0,1284.0,511.0,1137.0,870.0,1840.0,1411.0,1200.0,2384.0
snf11_spp1,980.0,1185.0,1263.0,704.0,580.0,1112.0,1764.0,1107.0,1061.0,811.0,1036.0,292.0
gapdh_gapdh,978.0,1024.0,1079.0,1106.0,732.0,383.0,1508.0,1051.0,2054.0,1723.0,1345.0,4776.0
vp16_swc5,974.0,1052.0,1386.0,868.0,890.0,407.0,1049.0,629.0,786.0,738.0,882.0,607.0
hos2_empty,971.0,933.0,1173.0,748.0,633.0,154.0,693.0,1432.0,634.0,605.0,819.0,302.0
srb7_pyk1,970.0,921.0,1361.0,1063.0,756.0,229.0,462.0,883.0,787.0,696.0,673.0,265.0
tdh3_swc5,970.0,658.0,1067.0,701.0,827.0,678.0,5344.0,4156.0,7040.0,6510.0,6229.0,1209.0
spp1_vp16,966.0,1192.0,1499.0,961.0,801.0,324.0,1142.0,931.0,1025.0,976.0,1319.0,571.0
htl1_pyk2,954.0,1246.0,1562.0,1617.0,1401.0,221.0,1305.0,1013.0,1463.0,1640.0,1785.0,479.0
snf11_nhp6a,953.0,998.0,1459.0,475.0,517.0,199.0,1122.0,889.0,527.0,495.0,553.0,3430.0
vp16_ada2,952.0,542.0,725.0,343.0,373.0,150.0,710.0,388.0,643.0,649.0,597.0,199.0
sir2_pyk2,951.0,908.0,1042.0,660.0,690.0,253.0,685.0,591.0,839.0,774.0,710.0,360.0
nut2_arp9,950.0,1324.0,2157.0,4383.0,7216.0,8517.0,1123.0,916.0,1044.0,1077.0,1033.0,1951.0
hos1_med4,947.0,213.0,372.0,148.0,227.0,114.0,247.0,441.0,378.0,537.0,931.0,241.0
ada2_mig1,946.0,793.0,1178.0,734.0,456.0,318.0,359.0,244.0,447.0,224.0,304.0,192.0
hhf2_snf11,935.0,1041.0,1376.0,1304.0,2005.0,7609.0,1176.0,1219.0,1687.0,1310.0,1286.0,615.0
med4_gapdh,931.0,972.0,1779.0,1381.0,1821.0,484.0,1753.0,1511.0,1996.0,2528.0,3445.0,618.0
hmt2_hat2,922.0,844.0,744.0,438.0,495.0,103.0,348.0,216.0,213.0,354.0,245.0,300.0
eaf5_hhf2,915.0,533.0,961.0,1229.0,2394.0,4377.0,306.0,212.0,266.0,276.0,308.0,340.0
sus1_hat1,913.0,944.0,1278.0,598.0,772.0,104.0,328.0,626.0,566.0,474.0,582.0,189.0
empty_htl1,909.0,377.0,191.0,118.0,534.0,46.0,67.0,63.0,112.0,143.0,198.0,71.0
swc5_hmt2,902.0,603.0,858.0,695.0,531.0,95.0,327.0,257.0,457.0,429.0,400.0,149.0
spp1_srb7,901.0,1188.0,1903.0,1525.0,1646.0,705.0,1270.0,1015.0,1360.0,1361.0,1484.0,1128.0
bre2_med4,900.0,1111.0,1646.0,1287.0,1333.0,268.0,735.0,844.0,1145.0,1101.0,1444.0,1467.0
rtt102_ldb7,895.0,837.0,1536.0,1804.0,3691.0,1151.0,656.0,580.0,1631.0,2017.0,3191.0,3598.0
nut2_ies5,893.0,923.0,1423.0,760.0,714.0,181.0,2172.0,1012.0,1609.0,1386.0,1069.0,306.0
htl1_hos2,882.0,945.0,1428.0,1029.0,1009.0,136.0,194.0,149.0,288.0,260.0,366.0,185.0
sir2_swc5,867.0,553.0,1067.0,849.0,605.0,133.0,312.0,167.0,272.0,283.0,244.0,195.0
swc5_swc5,866.0,685.0,962.0,853.0,909.0,367.0,370.0,340.0,319.0,470.0,534.0,296.0
eaf3_htl1,865.0,1267.0,1476.0,2173.0,5297.0,39392.0,823.0,555.0,750.0,748.0,790.0,1110.0
hmt2_med7,861.0,689.0,932.0,700.0,517.0,188.0,264.0,353.0,384.0,584.0,293.0,186.0
pyk2_nut2,855.0,658.0,887.0,847.0,899.0,343.0,5486.0,1208.0,5509.0,5756.0,8644.0,600.0
vps71_snf11,847.0,1081.0,1696.0,858.0,657.0,202.0,273.0,323.0,287.0,329.0,418.0,302.0
sir2_ada2,843.0,935.0,778.0,622.0,492.0,150.0,132.0,135.0,270.0,289.0,398.0,209.0
dpd4_nut2,840.0,1118.0,1656.0,1002.0,1372.0,319.0,1564.0,809.0,1232.0,982.0,1120.0,416.0
tdh3_hst2,835.0,671.0,1198.0,1295.0,985.0,165.0,1196.0,1086.0,2475.0,1451.0,1892.0,603.0
srb7_rtt102,829.0,1199.0,2114.0,1277.0,1830.0,332.0,1406.0,1327.0,1547.0,1500.0,1711.0,1628.0
tdh3_hos1,824.0,1169.0,1226.0,1140.0,707.0,293.0,1083.0,945.0,1479.0,1866.0,1833.0,371.0
gapdh_nhp6a,818.0,754.0,845.0,571.0,491.0,75.0,98.0,58.0,92.0,68.0,89.0,115.0
sir2_rpd3,817.0,993.0,1100.0,762.0,519.0,126.0,297.0,186.0,272.0,175.0,334.0,285.0
esa1_gapdh,816.0,1196.0,1651.0,1016.0,941.0,479.0,716.0,768.0,847.0,822.0,957.0,299.0
sir2_gcn5,815.0,1057.0,1353.0,884.0,755.0,241.0,2040.0,1155.0,1778.0,1564.0,1295.0,366.0
hos2_pyk2,810.0,680.0,1051.0,622.0,393.0,57.0,92.0,115.0,168.0,247.0,264.0,300.0
bre2_sus1,804.0,1011.0,1510.0,1000.0,967.0,120.0,258.0,236.0,260.0,296.0,303.0,355.0
med4_sus1,800.0,973.0,1273.0,985.0,1028.0,603.0,3102.0,1820.0,2897.0,3074.0,3141.0,1853.0
btt1_gcn5,797.0,907.0,1228.0,913.0,1060.0,295.0,1147.0,1303.0,2051.0,1876.0,1541.0,532.0
snf11_nhp10,796.0,752.0,625.0,289.0,212.0,83.0,631.0,233.0,159.0,274.0,217.0,147.0
hmt2_srb7,795.0,818.0,1187.0,865.0,912.0,520.0,863.0,494.0,1713.0,1455.0,2664.0,976.0
htl1_hmt2,787.0,658.0,1214.0,871.0,833.0,211.0,1486.0,1174.0,1616.0,1890.0,1603.0,317.0
nut2_gcn5,786.0,461.0,525.0,221.0,300.0,84.0,109.0,106.0,174.0,154.0,174.0,141.0
esa1_med7,784.0,909.0,988.0,722.0,1024.0,1105.0,791.0,823.0,1089.0,911.0,1417.0,286.0
spp1_empty,782.0,1182.0,1264.0,1275.0,1636.0,12132.0,352.0,289.0,307.0,289.0,331.0,332.0
snf11_eaf3,777.0,981.0,926.0,531.0,511.0,247.0,1213.0,1112.0,1000.0,796.0,930.0,416.0
bre2_lge1,776.0,945.0,1300.0,1067.0,1184.0,654.0,885.0,736.0,1057.0,842.0,1178.0,378.0
dpd4_hos2,769.0,666.0,1082.0,851.0,623.0,136.0,605.0,257.0,467.0,316.0,362.0,1201.0
nut2_empty,764.0,1474.0,1970.0,1335.0,1266.0,6029.0,1128.0,848.0,1091.0,1238.0,1417.0,383.0
snf11_mig1,741.0,1107.0,1054.0,657.0,764.0,388.0,1898.0,850.0,1278.0,732.0,993.0,560.0
sir2_srb7,741.0,623.0,735.0,526.0,655.0,253.0,1809.0,868.0,1379.0,1185.0,1422.0,343.0
swd3_snf11,738.0,1177.0,1009.0,532.0,407.0,133.0,186.0,223.0,243.0,254.0,211.0,231.0
empty_sus1,736.0,828.0,1168.0,637.0,958.0,204.0,1421.0,798.0,740.0,1019.0,1000.0,323.0
eaf5_dpd4,725.0,1012.0,1326.0,764.0,906.0,235.0,1620.0,821.0,1357.0,939.0,1414.0,327.0
swc5_lge1,725.0,852.0,1291.0,824.0,1062.0,449.0,7708.0,2577.0,2736.0,2196.0,1876.0,947.0
btt1_tdh3,724.0,852.0,1216.0,709.0,615.0,288.0,2398.0,2428.0,2717.0,2374.0,2092.0,369.0
ada2_gapdh,723.0,993.0,1173.0,762.0,549.0,226.0,6597.0,1357.0,974.0,815.0,696.0,350.0
hos2_hat1,722.0,692.0,1004.0,532.0,420.0,152.0,465.0,550.0,481.0,793.0,777.0,187.0
med4_hmt2,719.0,703.0,947.0,619.0,757.0,359.0,741.0,645.0,977.0,1036.0,1268.0,3777.0
srb7_btt1,719.0,797.0,1419.0,1044.0,1252.0,315.0,486.0,587.0,953.0,876.0,884.0,401.0
snf11_swc5,714.0,935.0,740.0,472.0,338.0,277.0,1152.0,812.0,759.0,421.0,400.0,279.0
bre2_hat1,712.0,817.0,1124.0,678.0,749.0,184.0,465.0,663.0,1029.0,1053.0,1057.0,2810.0
esa1_swc5,711.0,983.0,1117.0,930.0,865.0,200.0,362.0,478.0,427.0,337.0,382.0,156.0
pyk2_dpd4,704.0,1132.0,1305.0,1109.0,786.0,139.0,412.0,267.0,467.0,609.0,394.0,178.0
ada2_hmt2,703.0,590.0,583.0,322.0,339.0,421.0,869.0,619.0,512.0,375.0,518.0,199.0
gapdh_eaf3,701.0,610.0,678.0,525.0,498.0,153.0,955.0,895.0,1424.0,1292.0,1501.0,248.0
sir2_cac2,700.0,535.0,632.0,443.0,392.0,58.0,487.0,269.0,378.0,340.0,302.0,111.0
swc5_vp16,698.0,955.0,1533.0,936.0,855.0,441.0,1327.0,818.0,1095.0,1106.0,1667.0,484.0
dpd4_rpd3,690.0,840.0,1060.0,934.0,1000.0,422.0,1961.0,1445.0,2105.0,1951.0,2027.0,514.0
med4_swc5,686.0,697.0,1077.0,712.0,791.0,270.0,891.0,686.0,535.0,826.0,1021.0,277.0
btt1_hos2,680.0,822.0,1094.0,711.0,545.0,403.0,699.0,630.0,875.0,716.0,982.0,713.0
nhp6a_dpd4,678.0,492.0,572.0,447.0,610.0,360.0,1559.0,1177.0,1144.0,619.0,783.0,493.0
vp16_btt1,675.0,591.0,864.0,511.0,721.0,173.0,553.0,639.0,622.0,501.0,686.0,229.0
nut2_cac2,673.0,848.0,1263.0,653.0,687.0,136.0,351.0,556.0,678.0,583.0,885.0,7072.0
arp6_dpd4,671.0,723.0,834.0,445.0,610.0,478.0,256.0,191.0,274.0,293.0,285.0,181.0
sfh1_hat2,669.0,656.0,754.0,629.0,654.0,592.0,719.0,603.0,921.0,871.0,861.0,1013.0
dpd4_arp6,667.0,573.0,737.0,562.0,610.0,651.0,1804.0,644.0,1919.0,2711.0,10513.0,68112.0
ada2_sus1,666.0,978.0,1067.0,588.0,530.0,246.0,793.0,1001.0,862.0,679.0,773.0,380.0
empty_med7,665.0,862.0,1113.0,732.0,1129.0,644.0,1327.0,1041.0,1363.0,1253.0,1311.0,6619.0
pyk1_gapdh,665.0,595.0,799.0,761.0,913.0,152.0,198.0,135.0,214.0,200.0,205.0,266.0
vp16_rpd3,664.0,1070.0,1249.0,717.0,743.0,304.0,1542.0,1586.0,1557.0,1613.0,1895.0,515.0
spp1_gapdh,664.0,604.0,742.0,389.0,410.0,188.0,773.0,572.0,847.0,828.0,1005.0,192.0
esa1_hat1,663.0,887.0,1232.0,904.0,1020.0,537.0,598.0,862.0,950.0,965.0,1164.0,268.0
snf11_cac2,661.0,456.0,484.0,347.0,328.0,178.0,1633.0,1445.0,1075.0,1039.0,989.0,267.0
cac2_rpd3,658.0,484.0,650.0,541.0,474.0,136.0,567.0,305.0,555.0,508.0,504.0,176.0
gapdh_ies5,657.0,642.0,819.0,350.0,353.0,143.0,1906.0,827.0,2465.0,1151.0,647.0,203.0
esa1_srb7,656.0,644.0,1050.0,650.0,816.0,319.0,1032.0,786.0,946.0,1016.0,1373.0,277.0
btt1_rtt102,656.0,645.0,1069.0,753.0,711.0,197.0,334.0,330.0,501.0,443.0,528.0,4542.0
rtt102_DAM,648.0,699.0,1091.0,1021.0,1490.0,8273.0,357.0,467.0,776.0,577.0,701.0,354.0
hat2_dpd4,646.0,588.0,665.0,371.0,349.0,110.0,1397.0,1324.0,947.0,866.0,733.0,160.0
sir2_lge1,645.0,554.0,649.0,523.0,583.0,351.0,4505.0,2409.0,3049.0,2510.0,2549.0,628.0
pyk1_pyk2,641.0,302.0,608.0,590.0,647.0,126.0,1190.0,990.0,2220.0,1375.0,1538.0,210.0
hmt2_gcn5,637.0,389.0,814.0,1703.0,2848.0,1862.0,242.0,172.0,269.0,212.0,235.0,265.0
med4_pyk2,635.0,747.0,689.0,633.0,538.0,212.0,1619.0,967.0,1276.0,1681.0,1910.0,342.0
rtt102_tdh3,628.0,547.0,634.0,624.0,511.0,206.0,2137.0,1322.0,2084.0,1785.0,2116.0,2320.0
htl1_empty,626.0,698.0,1260.0,905.0,1076.0,197.0,1432.0,986.0,1182.0,1237.0,1826.0,324.0
srb7_ada2,626.0,785.0,1043.0,653.0,823.0,802.0,1570.0,1101.0,1729.0,1116.0,1707.0,678.0
empty_hhf2,625.0,550.0,959.0,645.0,788.0,144.0,143.0,89.0,146.0,135.0,130.0,187.0
eaf5_snf11,623.0,806.0,937.0,592.0,586.0,354.0,424.0,654.0,686.0,534.0,744.0,513.0
swc5_rpd3,620.0,623.0,1092.0,757.0,596.0,109.0,161.0,223.0,305.0,272.0,328.0,168.0
lge1_eaf3,620.0,263.0,422.0,157.0,135.0,56.0,286.0,207.0,331.0,294.0,284.0,76.0
cac2_vp16,615.0,885.0,1103.0,678.0,1155.0,421.0,826.0,703.0,990.0,909.0,1049.0,428.0
bre2_pyk2,615.0,649.0,963.0,576.0,706.0,136.0,904.0,241.0,530.0,449.0,510.0,2967.0
sir2_hat2,613.0,478.0,716.0,541.0,367.0,553.0,97.0,77.0,102.0,87.0,77.0,113.0
ada2_sfh1,613.0,718.0,1133.0,862.0,643.0,187.0,451.0,366.0,612.0,623.0,905.0,1079.0
cac2_hat1,610.0,685.0,955.0,498.0,573.0,147.0,927.0,730.0,1215.0,999.0,1380.0,244.0
eaf5_gapdh,603.0,593.0,836.0,586.0,634.0,321.0,569.0,610.0,740.0,615.0,946.0,2882.0
med4_nhp6a,602.0,972.0,1484.0,860.0,937.0,149.0,571.0,449.0,559.0,730.0,841.0,242.0
med7_med4,602.0,811.0,1004.0,795.0,683.0,382.0,1205.0,982.0,1135.0,1475.0,1658.0,686.0
gapdh_hos2,600.0,512.0,736.0,651.0,633.0,68.0,91.0,73.0,88.0,77.0,85.0,113.0
vp16_hos2,597.0,581.0,699.0,449.0,455.0,131.0,784.0,680.0,743.0,890.0,1332.0,267.0
spp1_lge1,595.0,518.0,799.0,490.0,571.0,236.0,2018.0,1431.0,1931.0,1471.0,1669.0,331.0
dpd4_cac2,595.0,549.0,821.0,657.0,634.0,288.0,1470.0,684.0,1830.0,1548.0,1396.0,423.0
nhp10_snf11,592.0,903.0,2018.0,1254.0,1339.0,423.0,549.0,449.0,1132.0,1245.0,1450.0,811.0
tdh3_swd3,589.0,510.0,567.0,415.0,597.0,190.0,533.0,645.0,1015.0,1030.0,1038.0,240.0
bre2_empty,587.0,593.0,920.0,678.0,407.0,121.0,356.0,383.0,516.0,444.0,382.0,217.0
swd3_srb7,585.0,413.0,386.0,217.0,202.0,55.0,26.0,12.0,33.0,38.0,36.0,38.0
med7_eaf3,584.0,630.0,1024.0,525.0,561.0,257.0,652.0,489.0,619.0,599.0,681.0,415.0
med4_mig1,582.0,696.0,1024.0,847.0,927.0,439.0,1095.0,1080.0,1424.0,2131.0,2467.0,770.0
swc5_med4,581.0,809.0,1157.0,868.0,1494.0,256.0,731.0,487.0,884.0,905.0,1109.0,2085.0
hmt2_gapdh,580.0,591.0,894.0,437.0,572.0,183.0,1089.0,994.0,1580.0,1173.0,754.0,228.0
bre2_hat2,572.0,967.0,913.0,863.0,863.0,342.0,2117.0,1936.0,2215.0,1898.0,2150.0,451.0
btt1_pyk1,572.0,436.0,607.0,477.0,422.0,134.0,494.0,450.0,528.0,561.0,557.0,203.0
tdh3_sir2,571.0,306.0,429.0,376.0,206.0,87.0,703.0,397.0,986.0,490.0,778.0,81.0
dpd4_cdc36,571.0,572.0,667.0,511.0,467.0,294.0,1453.0,1102.0,1436.0,1619.0,1539.0,543.0
bre2_sfh1,571.0,612.0,1134.0,861.0,993.0,2286.0,619.0,566.0,990.0,1106.0,2005.0,3699.0
cac2_ies5,568.0,654.0,781.0,391.0,392.0,83.0,419.0,382.0,455.0,359.0,347.0,133.0
rpd3_srb7,561.0,309.0,517.0,335.0,480.0,36.0,104.0,66.0,144.0,190.0,193.0,68.0
esa1_med4,557.0,613.0,915.0,784.0,786.0,282.0,997.0,549.0,783.0,876.0,1127.0,858.0
hda1_dpd4,555.0,451.0,858.0,635.0,775.0,95.0,129.0,83.0,137.0,124.0,197.0,149.0
pyk1_vp16,553.0,515.0,543.0,538.0,507.0,122.0,232.0,208.0,627.0,384.0,538.0,220.0
dpd4_nhp6a,550.0,556.0,632.0,401.0,326.0,167.0,352.0,201.0,274.0,209.0,245.0,130.0
hmt2_vp16,549.0,477.0,711.0,454.0,497.0,430.0,1107.0,625.0,908.0,1202.0,1050.0,761.0
nut2_hat2,549.0,539.0,797.0,586.0,471.0,267.0,486.0,536.0,737.0,521.0,699.0,225.0
pyk1_rtt102,548.0,711.0,909.0,821.0,769.0,47.0,54.0,35.0,55.0,39.0,53.0,56.0
med7_sus1,548.0,541.0,730.0,562.0,759.0,209.0,741.0,636.0,953.0,1054.0,1004.0,363.0
med4_ies5,547.0,439.0,655.0,531.0,413.0,120.0,300.0,224.0,1326.0,1371.0,371.0,188.0
med4_rpd3,540.0,954.0,982.0,749.0,839.0,320.0,505.0,451.0,520.0,543.0,655.0,336.0
btt1_hhf2,537.0,665.0,875.0,653.0,537.0,167.0,2366.0,1463.0,1705.0,1439.0,1904.0,310.0
sir2_bre2,535.0,559.0,667.0,391.0,317.0,85.0,178.0,252.0,331.0,289.0,475.0,124.0
nut2_nut2,533.0,623.0,1124.0,626.0,1105.0,225.0,1132.0,830.0,1238.0,1147.0,1447.0,3478.0
sfh1_srb7,531.0,445.0,706.0,561.0,728.0,450.0,613.0,395.0,580.0,483.0,611.0,777.0
sus1_nut2,530.0,734.0,767.0,486.0,443.0,84.0,525.0,555.0,624.0,454.0,581.0,149.0
rtt102_arp6,530.0,481.0,520.0,565.0,513.0,79.0,388.0,213.0,356.0,410.0,366.0,101.0
hos1_dpd4,529.0,906.0,1385.0,670.0,641.0,492.0,923.0,738.0,919.0,884.0,1099.0,314.0
swc5_sfh1,529.0,599.0,849.0,792.0,821.0,148.0,256.0,543.0,828.0,824.0,1341.0,315.0
sus1_med7,526.0,831.0,1123.0,551.0,483.0,798.0,100.0,99.0,154.0,145.0,110.0,168.0
empty_nut2,526.0,829.0,700.0,526.0,749.0,226.0,645.0,625.0,686.0,601.0,852.0,420.0
ada2_btt1,524.0,506.0,567.0,222.0,236.0,67.0,221.0,147.0,304.0,184.0,210.0,133.0
sus1_snf11,522.0,748.0,1043.0,534.0,532.0,389.0,515.0,795.0,759.0,664.0,710.0,3297.0
