,bin1_rep1,bin2_rep1,bin3_rep1,bin4_rep1,bin5_rep1,bin6_rep1,bin7_rep1,bin8_rep1,flow_seq_score_rep_1,bin1_rep2,bin2_rep2,bin3_rep2,bin4_rep2,bin5_rep2,bin6_rep2,bin7_rep2,bin8_rep2,flow_seq_score_rep_2
nut2_lge1,0.35857320385188907,0.3427491921395374,0.18527328943192262,0.08810695177964058,0.009359527537378174,0.00888172621374689,0.0037082854290660045,0.003347823616819233,0.15787826363609744,0.1696907270647126,0.17169261965374738,0.212343204436695,0.1576102028260942,0.10210385862194922,0.09613291495219481,0.04939840615993248,0.04102806628467434,0.36312522102950084
tdh3_dpd4,0.3274154788211906,0.29593273742939497,0.15947815873056095,0.0628648345731342,0.051820499798327625,0.05770658176021843,0.023027921777669037,0.021753787109504145,0.22710607243383793,0.2998264547906595,0.3503097325223744,0.17663798380142956,0.04740697173571979,0.04223711144783827,0.04350440205855258,0.021586623042897327,0.018490720600528584,0.21303312198251328
srb7_dpd4,0.31263179894313153,0.28969305312808846,0.2115066545212946,0.08750872711350255,0.03518461244773114,0.032905382194587524,0.015749107716080648,0.014820663935583442,0.21124817116008793,0.350251686792275,0.2776190400355616,0.18226756810018813,0.06281453376344868,0.040634015241035056,0.04419064667266098,0.02198623160784152,0.020236277786989162,0.21252262942995745
rtt102_dpd4,0.3245100828874225,0.27747203053300623,0.19688526078193017,0.06778496063469377,0.04488590434505192,0.040583042216550964,0.022051402931775543,0.02582731566956883,0.2243079842487922,0.3009823888386468,0.29302515284672886,0.18909147492353157,0.060193844423993385,0.049766049198996416,0.054344956079840606,0.028619558726974838,0.023976574961287526,0.23744742717883177
srb7_lge1,0.30853208926396636,0.28428626867635404,0.19450080518160826,0.12813185775600516,0.035984253119209074,0.027927592845756476,0.01090871949813011,0.00972841365897043,0.21068709165925403,0.21248124248439382,0.2499560767968033,0.22373666232925998,0.13149007133132398,0.06465731992088102,0.05771072535883082,0.03254397858805355,0.027423923190453496,0.2894734079697813
snf11_dpd4,0.3866488436238407,0.23592090614009517,0.15248412943757858,0.07081007290758398,0.05371715653241971,0.04898995391720124,0.026634533485887717,0.02479440395539287,0.22092940115096654,0.37046116269883356,0.21902369180522516,0.16268727152881937,0.06284027593627486,0.0615313729441365,0.05979840264062543,0.03508991415276061,0.028567908293324454,0.24122163008874234
btt1_dpd4,0.30057816912870317,0.24951543466701542,0.2030871183007554,0.08240925094361963,0.057481730629210324,0.05687693939851789,0.02525523585020943,0.02479612108196874,0.2489047580405505,0.3218630935504526,0.2660102895488903,0.19530780033845146,0.06242734764717636,0.048188855201767744,0.05035698511589937,0.03141982811518143,0.024425800482180664,0.23542112166003476
tdh3_lge1,0.2395581198918549,0.28954809679893473,0.2305357458623702,0.09501300735733732,0.05394240170097181,0.04576367896434914,0.02457530678446645,0.02106364263971555,0.2535919930580182,0.21704511117460062,0.292129992926126,0.24599107927714042,0.08968033554476523,0.05638865260516477,0.050324953927621686,0.02673733495834934,0.02170253958623193,0.2632391892895985
btt1_ies5,0.3450698198711066,0.3072725512730118,0.17447009933027122,0.13376476237691431,0.016852091141360277,0.009721226794971964,0.007726050854952167,0.00512339835741171,0.17939166131945616,0.31280340488376795,0.2601374017106626,0.1855522699982631,0.06618260677904289,0.058681321156896636,0.05346586995337302,0.03535050283453066,0.02782662268346318,0.24839053889002788
tdh3_srb7,0.2027855706892586,0.2610498661357161,0.25672758125425593,0.17304720208862373,0.04653040068124716,0.030166255417171165,0.01667330336485136,0.013019820368875933,0.2602540110703119,0.15942630748544265,0.2831885094742806,0.27405982874988216,0.1519894945288731,0.05652788311747901,0.03753285213304406,0.02124867357292764,0.016026450938070792,0.2772470916714089
