,bin1_rep1,bin2_rep1,bin3_rep1,bin4_rep1,bin5_rep1,bin6_rep1,flow_seq_score_rep_1,bin1_rep2,bin2_rep2,bin3_rep2,bin4_rep2,bin5_rep2,bin6_rep2,flow_seq_score_rep_2
rtt102_vp16,0.10453847995184697,0.2242121393827087,0.21454274694411715,0.23795510903470882,0.21738567723717314,0.001365847449445272,0.3205049866529983,0.06791529222391254,0.19583202954633716,0.24771182568122485,0.2524180146994297,0.2353079739845174,0.0008148638645785032,0.34197370575257685
srb7_snf11,0.05507933995430516,0.2368839134320536,0.2983397170142909,0.2093304974686163,0.1988746949034033,0.0014918372273307772,0.3235018293738216,0.04752697734254583,0.27296423806103953,0.21385237327999945,0.23459238319697084,0.22848180266111162,0.002582225458332586,0.3330406388782943
rtt102_gapdh,0.0944319021853286,0.24257009040642527,0.23395791171774213,0.22367367050447926,0.20483859792684633,0.0005278272591784773,0.3147857790512322,0.06735065672002374,0.19150661604120792,0.26857612340773823,0.255810739742692,0.21540736697873258,0.0013484971096054418,0.337780433649674
btt1_med4,0.07209537056218523,0.20261217123362593,0.23508208723060475,0.25858680575266985,0.22976932144449327,0.0018542437764208907,0.3395550382304175,0.04214678104192282,0.22571791528310095,0.22790522313177494,0.24970760353831467,0.2527260403926386,0.0017964366122480496,0.3500767881133413
snf11_srb7,0.0929839008789464,0.2900691628001633,0.2604126948147797,0.1948531118647177,0.16044308339131272,0.0012380462500802642,0.29191663611993257,0.051626566175102265,0.2400631255688817,0.17674499153739834,0.20155146559981785,0.3289285068759055,0.001085344242894352,0.35990689345160365
ada2_dpd4,0.10205007710698588,0.2978219086511838,0.2673393107597562,0.19027799578034577,0.14066763678805413,0.0018430709136742615,0.2821743456046173,0.08214209365484466,0.27322678780752935,0.21568503045224863,0.22891794710355917,0.1966696717823347,0.0033584691994836017,0.31354596044992294
gapdh_vp16,0.08410629007857151,0.186541480306738,0.19134197967762798,0.22886531685025896,0.30080346900224403,0.008341464084559535,0.3572489409492206,0.06488554271918504,0.23631802133401056,0.26334515827711447,0.24816563693329816,0.1861287858229116,0.0011568549134803085,0.32254352379245455
nut2_dpd4,0.0778611655377742,0.2603517084537345,0.2500225805664471,0.21568575146186078,0.19441258247955184,0.001666211500631521,0.31334793019908225,0.21779066622712487,0.2840055974166791,0.20001652404644138,0.1423350648002169,0.15506832012522198,0.0007838273843158454,0.24789089390466854
tdh3_hmt2,0.10171843919307876,0.26158609930749493,0.23160153113886386,0.20573627566661642,0.19863878397823145,0.0007188707157146152,0.30573535401093865,0.05709164227553281,0.2433701179395978,0.2684488130576548,0.2454167562163334,0.18530478063482705,0.00036788987605414957,0.3227966549462123
rtt102_hat2,0.1142806463683314,0.23246462950718302,0.2146886296435499,0.24974468206682854,0.18674040285585483,0.002081009558252257,0.3097775134584927,0.051032528785448526,0.2393631958664508,0.2490926400929124,0.23612391189618778,0.22302599991776534,0.001361723441235172,0.33497611837401087
tdh3_nut2,0.07619521142979047,0.23416589215072223,0.2549420779100514,0.23359040296462208,0.20043237445328446,0.0006740410915294577,0.32141728001935377,0.047421952444206536,0.23774811060549506,0.29448344741407395,0.22504816630414157,0.19488594676045443,0.00041237647162852096,0.32620931053514685
rtt102_swc5,0.16486576567714514,0.2674235970228243,0.1753710898035995,0.2228082662561451,0.16837832909919287,0.0011529521410931897,0.28083837892867086,0.06721864220973635,0.20862204485935137,0.22708004814559277,0.28347852579572136,0.21052183566750848,0.0030789033220897355,0.33867136825974054
empty_dpd4,0.08647891682065341,0.24409610454511088,0.25090242871787555,0.2131234784201732,0.20404626198609674,0.0013528095100902157,0.31546007039088847,0.07356868976277604,0.2514000405271952,0.22270877195912314,0.24382725323550125,0.20580580674459653,0.002689437770807601,0.3235671085691956
tdh3_bre2,0.04731589687951679,0.11676208332116358,0.13636965452054642,0.24920654916182097,0.4399115773700529,0.010434238746899407,0.42127693472320393,0.04401892955210479,0.21304406606905954,0.278769092242094,0.24263446785804527,0.22094565421307302,0.0005877900656232774,0.34074388875825595
snf11_empty,0.11482767483240133,0.3029859451437373,0.26872035828742913,0.18101009691525677,0.13175271930629734,0.0007032055148782495,0.2734262653234209,0.11323375482205188,0.39102374426474606,0.19653947908459096,0.1704672254353079,0.1280467488978121,0.0006890474954909614,0.2587338016869364
srb7_gapdh,0.06460591087310166,0.2045359576713855,0.27664096643955266,0.22953800676644376,0.22325645889731657,0.001422699352199752,0.33522446331429817,0.11158304165066177,0.1578131802181292,0.17753446651796473,0.1768677122776947,0.3752280238923343,0.0009735754432152656,0.3641807461246509
tdh3_hat2,0.044341658919357235,0.15262074088154395,0.15645175837721703,0.27659650803634817,0.3598981069647649,0.010091226820768922,0.3979089062439895,0.04747484465952664,0.23039543555604003,0.3096014134008764,0.22694024615449435,0.18454621661136994,0.0010418436176927212,0.32483044076503126
srb7_hat2,0.110122405337641,0.22434492535991485,0.2123444401924014,0.2725586865248687,0.17997035948644144,0.0006591830987324197,0.3128410312512502,0.05307128022781954,0.2688435215805234,0.21879589351793416,0.23780888745239218,0.22080193877490012,0.0006784784464306115,0.32949458832933165
snf11_med4,0.0878087762742904,0.33343307044195963,0.24884247154441938,0.19170373151492529,0.13739837270651908,0.0008135775178864334,0.27998436949872607,0.07383746506475213,0.352276475605336,0.21737545448042775,0.18807560534864917,0.1655977833084013,0.0028372161924336823,0.2896902021154161
tdh3_mig1,0.07459237758348654,0.27216517634618215,0.23450779274086608,0.2282335730256837,0.18985479904733493,0.000646281256446588,0.3126474404823626,0.04720369298794198,0.22042019543259522,0.28962996110736605,0.23085735610511776,0.2101170806826818,0.001771713684297221,0.3345112967306991
med4_DAM,0.08800797967526607,0.20623579173791756,0.23681108782774887,0.234415862579171,0.23098442928944884,0.0035448488904476494,0.3321096452487088,0.057995324556280564,0.23719533031968754,0.23316313468084893,0.22467789455287096,0.2441166318528414,0.0028516840374707047,0.33832574727695963
rtt102_hmt2,0.131806053111034,0.2256140575399104,0.23638830615131723,0.21712830445479447,0.18848328382944604,0.0005799949134978498,0.3009440990131717,0.05561830163609026,0.1964145089350172,0.2542152345115156,0.240062382146064,0.25089610121044514,0.0027934715608677204,0.34894055529176565
snf11_vp16,0.08354147462647242,0.31666840026508597,0.26488847477047905,0.19302915286819483,0.14077767543567496,0.0010948220340927276,0.2848739457605417,0.09064746515784489,0.2992214482913273,0.2042871646587039,0.18096088494058601,0.2239366560267594,0.0009463809247785652,0.30730813730877476
dpd4_empty,0.10142279660308026,0.23034782857651065,0.23146638618992602,0.22980263583561666,0.20585595781993596,0.0011043949749305307,0.31594775923108703,0.09512527122689571,0.2207530740215778,0.21761530422703956,0.24845262821568323,0.21673644403486758,0.0013172782739361516,0.32498196209026536
gapdh_snf11,0.09675525186663342,0.2909324795263559,0.25833602091349045,0.20369840175130374,0.1492295262533958,0.001048319688820499,0.2886942042949905,0.04724289359434187,0.24722333603121618,0.2906305045099061,0.24377807258289882,0.17004732065646785,0.0010778726251690475,0.32077102979306304
tdh3_ies5,0.12760073006520437,0.25835156812818855,0.25319628593880006,0.2093678917890952,0.15063748814402872,0.0008460359346831965,0.28566113537465787,0.08888114366874669,0.3002680336717721,0.30270326833814304,0.17632265554051857,0.13106847896173926,0.0007564198190802381,0.280385507415996
btt1_snf11,0.05614738356854005,0.26135381371564803,0.30831580524861685,0.20834910328234116,0.16461619621784898,0.0012176979670049575,0.30965514410947514,0.04623622329466232,0.2847655150862734,0.21727476061704962,0.2268177844417957,0.2235450550955984,0.0013606614646205373,0.3286788453358937
srb7_nut2,0.06971831845206013,0.20152704312251607,0.2705821196772868,0.23256597535361553,0.22481190125393963,0.0007946421405820692,0.33480143203665785,0.042944112681475584,0.19892931567348437,0.24955005295936805,0.24399920936038477,0.26221346061200057,0.0023638487132865834,0.35581430509825857
tdh3_sfh1,0.04654891501248963,0.18991138852716963,0.2173631896420104,0.27797429620416464,0.2675236042951624,0.0006786063190032343,0.3617211578856214,0.031312924992383605,0.1733250359618339,0.25706085238138676,0.2674008820147848,0.26961597380735375,0.0012843308422570364,0.3677907051728088
dpd4_lge1,0.07970136643152419,0.2051048118533777,0.26036924265386546,0.23634400496627658,0.21793704259002197,0.0005435315049342317,0.3299058771349567,0.07101260774743111,0.2636099562362485,0.214534280804716,0.2163558328555222,0.23059335986816734,0.003893962487914817,0.32622703833207006
vp16_hat2,0.03592974226796741,0.11501254035225938,0.1280764496185403,0.24906326820884686,0.45782121022557504,0.014096789326810867,0.4314462902503193,0.05976680429588034,0.24876170013599871,0.19911141591064457,0.24440122406295467,0.2333507924734047,0.014608063121116977,0.34094738423505083
dpd4_rtt102,0.09952606434714704,0.22187613171629578,0.26489176158674044,0.22823581029818701,0.18503962402537966,0.00043060802624986586,0.3112398031453008,0.07967807555385209,0.21499269384327163,0.24430622030615096,0.23960951005765335,0.21936567065625506,0.0020478295828169134,0.3300193564525198
htl1_dpd4,0.06868329884131846,0.20588412268878872,0.24658755247022912,0.25501258399606497,0.2225630085530182,0.0012694334505804299,0.3372423115832024,0.05711852438229262,0.24446704257862897,0.23249151025419704,0.23706146226426694,0.2276291977727591,0.0012322627478553252,0.33390179353001953
dpd4_hat2,0.10260144619896329,0.2512256918748343,0.2067403331898425,0.24956561614918116,0.18876779091494203,0.0010991216722366596,0.31056713981757345,0.05612705008140111,0.27909055241337033,0.222802460636261,0.23831163792802532,0.20122517379696814,0.002443125143973969,0.3223923869111015
