,bin1_rep1,bin2_rep1,bin3_rep1,bin4_rep1,bin5_rep1,bin6_rep1,bin7_rep1,bin8_rep1,bin1_rep2,bin2_rep2,bin3_rep2,bin4_rep2,bin5_rep2,bin6_rep2,bin7_rep2,bin8_rep2
dpd4_vp16,116331.0,94102.0,79355.0,46165.0,5532.0,4106.0,3806.0,3315.0,101003.0,103059.0,81439.0,51646.0,12118.0,2460.0,1973.0,1698.0
nhp10_dpd4,114622.0,93204.0,78480.0,22642.0,3610.0,3581.0,3500.0,3189.0,92031.0,107075.0,84588.0,38090.0,8375.0,2491.0,1820.0,1407.0
tdh3_cdc36,107441.0,72648.0,49912.0,11127.0,1431.0,1692.0,1654.0,2835.0,44311.0,45339.0,35115.0,15600.0,3175.0,817.0,990.0,690.0
tdh3_hat1,107149.0,82963.0,70720.0,24998.0,3406.0,2843.0,2395.0,2811.0,114995.0,112748.0,94987.0,43640.0,9106.0,1732.0,1573.0,1364.0
gapdh_dpd4,104868.0,75399.0,54849.0,14579.0,2814.0,2202.0,2543.0,2237.0,131288.0,112926.0,74218.0,36813.0,4889.0,1397.0,1349.0,1238.0
dpd4_hat1,102777.0,77727.0,55224.0,23386.0,3731.0,2589.0,2171.0,2214.0,85472.0,75988.0,56493.0,33632.0,8262.0,2103.0,1998.0,1690.0
tdh3_hmt2,92068.0,71502.0,54655.0,20994.0,2294.0,1918.0,2109.0,2062.0,75909.0,73225.0,54194.0,31423.0,5278.0,1140.0,1030.0,1096.0
sir2_dpd4,86389.0,61137.0,39709.0,9744.0,2124.0,2205.0,2389.0,2673.0,96306.0,79675.0,52929.0,22683.0,3555.0,1426.0,1287.0,1166.0
dpd4_med7,86000.0,55172.0,43504.0,21092.0,3153.0,3122.0,1932.0,1821.0,58823.0,52506.0,40298.0,25984.0,7287.0,1879.0,1058.0,1184.0
dpd4_rpd3,81890.0,60504.0,46746.0,22852.0,2552.0,3080.0,1847.0,1744.0,61050.0,49303.0,38521.0,21390.0,5975.0,1660.0,1500.0,909.0
tdh3_mig1,79165.0,57331.0,36861.0,9448.0,1736.0,1947.0,1497.0,1249.0,59882.0,53097.0,31968.0,13320.0,2329.0,695.0,731.0,766.0
dpd4_sfh1,78907.0,69920.0,59889.0,31613.0,3528.0,3433.0,2897.0,2898.0,97763.0,107741.0,77956.0,53280.0,10752.0,2220.0,2108.0,1544.0
tdh3_sus1,77868.0,57676.0,42331.0,12773.0,2103.0,1588.0,1458.0,1697.0,64816.0,64635.0,56389.0,29716.0,5739.0,1218.0,926.0,922.0
tdh3_sfh1,71283.0,58854.0,50090.0,12523.0,2479.0,2141.0,1834.0,1975.0,95474.0,86622.0,76013.0,34200.0,5814.0,1191.0,1168.0,1113.0
tdh3_rpd3,70465.0,61087.0,47482.0,17728.0,3199.0,2297.0,1705.0,1878.0,71843.0,69332.0,55800.0,32153.0,6072.0,1248.0,1153.0,1082.0
tdh3_hat2,70372.0,55570.0,44245.0,13409.0,2226.0,1657.0,1574.0,1992.0,76615.0,74467.0,62123.0,32273.0,5060.0,1112.0,1042.0,941.0
dpd4_gapdh,67482.0,48217.0,35066.0,15099.0,3064.0,2427.0,2553.0,3657.0,96081.0,75277.0,60204.0,30965.0,8073.0,2443.0,1269.0,1391.0
tdh3_pyk2,65775.0,52444.0,42992.0,13960.0,1977.0,2462.0,1857.0,1424.0,68689.0,59598.0,44417.0,26134.0,4313.0,1001.0,792.0,799.0
dpd4_hat2,65220.0,48377.0,34348.0,18041.0,2860.0,3175.0,2038.0,1777.0,72184.0,60309.0,48564.0,31209.0,5954.0,1485.0,1046.0,1088.0
tdh3_eaf3,64434.0,50997.0,43894.0,18186.0,2032.0,1609.0,1378.0,1871.0,57548.0,53969.0,60274.0,31023.0,6320.0,982.0,962.0,811.0
tdh3_rtt102,63282.0,43390.0,29828.0,8508.0,1442.0,944.0,975.0,1314.0,40039.0,31153.0,32625.0,17002.0,2235.0,697.0,564.0,674.0
dpd4_swc5,60581.0,43953.0,37379.0,17179.0,1993.0,1451.0,1518.0,1910.0,43137.0,40611.0,31153.0,15777.0,3731.0,985.0,785.0,680.0
dpd4_hmt2,59959.0,41805.0,40642.0,17280.0,3695.0,2820.0,2298.0,1713.0,80066.0,81178.0,59244.0,34741.0,8849.0,1922.0,1578.0,1239.0
tdh3_nut2,59523.0,55219.0,35620.0,13322.0,2503.0,1916.0,1747.0,1635.0,80988.0,71891.0,57723.0,29132.0,4964.0,1017.0,903.0,856.0
tdh3_btt1,57193.0,40369.0,29373.0,8924.0,1234.0,1008.0,1089.0,1118.0,44484.0,43348.0,28593.0,14482.0,2377.0,719.0,527.0,657.0
nhp10_lge1,54675.0,57851.0,48003.0,15638.0,2032.0,1550.0,2185.0,1756.0,33964.0,44722.0,35503.0,20348.0,2661.0,781.0,662.0,720.0
empty_dpd4,54173.0,64696.0,83304.0,80470.0,12523.0,4340.0,6117.0,9844.0,43401.0,57067.0,78234.0,79096.0,25640.0,2285.0,1988.0,1852.0
sir2_lge1,53721.0,35951.0,23612.0,5813.0,1135.0,1468.0,2912.0,7780.0,42529.0,36933.0,21600.0,10466.0,1082.0,531.0,497.0,494.0
nhp10_vp16,52047.0,46358.0,39622.0,9077.0,1687.0,1474.0,983.0,954.0,23618.0,24752.0,31156.0,14140.0,3212.0,862.0,637.0,566.0
sir2_gapdh,48861.0,30052.0,19710.0,5023.0,1072.0,731.0,945.0,1106.0,33308.0,36016.0,21272.0,8731.0,1726.0,477.0,527.0,478.0
dpd4_eaf3,48564.0,43730.0,38698.0,19218.0,2294.0,1242.0,1380.0,1780.0,37169.0,31912.0,27487.0,17954.0,5124.0,893.0,755.0,592.0
tdh3_DAM,46577.0,38651.0,25938.0,7864.0,1287.0,1092.0,1604.0,1180.0,42327.0,39812.0,28642.0,11871.0,2428.0,668.0,649.0,644.0
sir2_med7,45979.0,36038.0,19904.0,6550.0,1177.0,925.0,778.0,836.0,43474.0,37562.0,23610.0,10953.0,1863.0,517.0,538.0,588.0
dpd4_ies5,45886.0,38499.0,34848.0,22203.0,4151.0,2151.0,1937.0,1274.0,41639.0,48275.0,36768.0,29512.0,9131.0,1616.0,1485.0,924.0
dpd4_nut2,44885.0,29332.0,24264.0,12942.0,1451.0,1385.0,1314.0,1224.0,36685.0,38390.0,26013.0,17590.0,4856.0,634.0,670.0,703.0
dpd4_pyk2,44628.0,35359.0,26505.0,11193.0,2298.0,1976.0,1546.0,1143.0,64535.0,52405.0,33399.0,18367.0,4771.0,733.0,707.0,759.0
nhp10_hat1,44039.0,45826.0,42204.0,9675.0,2332.0,1169.0,1082.0,1523.0,23241.0,33454.0,31149.0,14754.0,2912.0,834.0,606.0,670.0
hmt2_dpd4,43329.0,31024.0,22920.0,7999.0,1551.0,1108.0,1319.0,1029.0,41926.0,46605.0,43330.0,20632.0,3636.0,841.0,720.0,812.0
tdh3_htl1,42277.0,27953.0,16496.0,4639.0,1145.0,973.0,961.0,778.0,42656.0,36661.0,30298.0,13036.0,1672.0,607.0,449.0,438.0
nhp10_empty,41691.0,36944.0,33410.0,9935.0,1175.0,1219.0,673.0,1202.0,21823.0,26913.0,22353.0,9982.0,1931.0,485.0,611.0,389.0
gapdh_empty,41192.0,29041.0,21437.0,5076.0,916.0,839.0,771.0,718.0,31379.0,26842.0,14766.0,8189.0,1120.0,456.0,541.0,420.0
sir2_vp16,41139.0,29558.0,19425.0,5299.0,1097.0,1107.0,1492.0,844.0,36769.0,35555.0,22560.0,8307.0,2155.0,656.0,471.0,576.0
mig1_dpd4,40521.0,16361.0,3933.0,1735.0,1108.0,954.0,776.0,776.0,42778.0,22568.0,6400.0,1929.0,1554.0,636.0,550.0,420.0
tdh3_tdh3,40036.0,30807.0,24446.0,6392.0,1026.0,824.0,863.0,799.0,44139.0,38520.0,30277.0,12843.0,2332.0,512.0,507.0,475.0
hst2_dpd4,38724.0,27364.0,18571.0,7910.0,1079.0,1156.0,934.0,1220.0,37952.0,30583.0,18375.0,11333.0,2160.0,901.0,455.0,431.0
sir2_eaf3,38349.0,26227.0,15216.0,4950.0,1320.0,1103.0,1218.0,1126.0,33888.0,28095.0,20980.0,9926.0,1716.0,416.0,663.0,1287.0
dpd4_pyk1,37644.0,20818.0,17322.0,8029.0,612.0,632.0,568.0,485.0,20746.0,15485.0,11018.0,6096.0,1400.0,278.0,337.0,314.0
tdh3_ldb7,36777.0,32622.0,22310.0,5105.0,1283.0,1143.0,1094.0,984.0,38995.0,41076.0,29238.0,14663.0,2682.0,599.0,554.0,559.0
gapdh_lge1,36775.0,31922.0,21928.0,7007.0,894.0,797.0,721.0,1079.0,36260.0,33448.0,20729.0,11032.0,1683.0,516.0,425.0,735.0
sir2_sfh1,36115.0,27905.0,14992.0,4581.0,752.0,600.0,524.0,480.0,20139.0,15686.0,14376.0,5971.0,863.0,410.0,318.0,279.0
gapdh_med4,35744.0,27178.0,19491.0,8118.0,1348.0,770.0,704.0,926.0,26901.0,29202.0,16688.0,8822.0,2022.0,489.0,455.0,404.0
btt1_dpd4,35564.0,50753.0,159650.0,308495.0,152567.0,28782.0,13370.0,12247.0,36189.0,42014.0,94769.0,194893.0,212965.0,60859.0,10354.0,7035.0
dpd4_DAM,35512.0,27445.0,18855.0,5608.0,1167.0,937.0,844.0,890.0,34493.0,35305.0,20281.0,11474.0,2785.0,577.0,465.0,461.0
tdh3_hos2,35094.0,22234.0,16564.0,8281.0,909.0,852.0,661.0,1201.0,23010.0,24839.0,19805.0,10756.0,2340.0,431.0,387.0,377.0
dpd4_sus1,34339.0,26471.0,31065.0,15308.0,2704.0,1708.0,1560.0,1217.0,43106.0,44804.0,35795.0,25411.0,6962.0,973.0,771.0,908.0
tdh3_ies5,34089.0,29693.0,26694.0,11984.0,1121.0,1562.0,4819.0,3080.0,25427.0,31564.0,27420.0,18815.0,3353.0,516.0,568.0,515.0
sir2_pyk2,34058.0,28461.0,15187.0,5391.0,595.0,660.0,803.0,588.0,26494.0,29034.0,17431.0,6724.0,1556.0,793.0,575.0,508.0
tdh3_pyk1,33792.0,29775.0,20026.0,7863.0,1003.0,768.0,841.0,863.0,31072.0,32013.0,22449.0,12470.0,2819.0,500.0,500.0,458.0
dpd4_rtt102,33648.0,24869.0,17725.0,8523.0,1426.0,1264.0,988.0,538.0,24732.0,20824.0,13372.0,6989.0,2824.0,771.0,482.0,574.0
nhp10_med4,33178.0,33530.0,28978.0,7487.0,1240.0,1157.0,936.0,1087.0,24164.0,26333.0,23483.0,12318.0,2913.0,720.0,438.0,516.0
sir2_hat1,32995.0,22333.0,13253.0,3956.0,821.0,630.0,1062.0,731.0,22720.0,16523.0,13420.0,6479.0,1252.0,390.0,332.0,305.0
tdh3_cac2,32965.0,28669.0,23016.0,7581.0,917.0,865.0,1118.0,791.0,31833.0,28512.0,25126.0,13433.0,1989.0,421.0,414.0,374.0
dpd4_mig1,32728.0,17061.0,8479.0,2403.0,721.0,971.0,1120.0,989.0,72249.0,50948.0,20940.0,11304.0,3107.0,833.0,879.0,784.0
empty_srb7,32578.0,35849.0,55846.0,43306.0,6625.0,1782.0,1913.0,1347.0,10890.0,19284.0,23224.0,23194.0,10061.0,933.0,702.0,765.0
sir2_gcn5,32067.0,21555.0,13194.0,3852.0,1330.0,1684.0,1337.0,542.0,20092.0,12674.0,10292.0,4620.0,1310.0,357.0,383.0,235.0
sir2_med4,31976.0,23306.0,14737.0,5279.0,887.0,738.0,770.0,697.0,34986.0,25055.0,21349.0,9117.0,1646.0,730.0,576.0,475.0
dpd4_arp9,31781.0,22207.0,18625.0,9745.0,1114.0,931.0,711.0,552.0,20320.0,16976.0,14848.0,7580.0,2997.0,477.0,660.0,475.0
dpd4_hhf2,31172.0,17567.0,13919.0,6941.0,692.0,596.0,455.0,665.0,25917.0,22820.0,15484.0,8145.0,1805.0,564.0,523.0,423.0
pyk2_gapdh,30842.0,25081.0,20190.0,7951.0,1006.0,594.0,567.0,533.0,16964.0,17769.0,15096.0,9102.0,1620.0,393.0,380.0,715.0
nhp10_sus1,30345.0,34118.0,21227.0,9061.0,1204.0,836.0,808.0,899.0,23367.0,30015.0,24404.0,13648.0,2010.0,695.0,522.0,645.0
empty_gapdh,30261.0,31881.0,40974.0,32447.0,3831.0,1537.0,1614.0,1713.0,19183.0,25785.0,30972.0,26900.0,8182.0,1242.0,959.0,870.0
hmt2_med4,29438.0,22012.0,20411.0,6434.0,744.0,557.0,680.0,569.0,16990.0,19229.0,17859.0,10028.0,1737.0,347.0,282.0,328.0
nhp10_gapdh,29352.0,23887.0,22614.0,7289.0,655.0,747.0,894.0,901.0,26481.0,30994.0,28433.0,13326.0,2089.0,538.0,460.0,359.0
hmt2_lge1,29116.0,20863.0,21633.0,7499.0,674.0,638.0,737.0,812.0,16933.0,18871.0,13892.0,10004.0,1685.0,357.0,316.0,296.0
nhp10_sfh1,28875.0,29313.0,31284.0,11915.0,1507.0,972.0,1084.0,1064.0,28539.0,32082.0,33895.0,15444.0,3529.0,902.0,830.0,675.0
empty_lge1,28070.0,30360.0,46141.0,44451.0,5512.0,1798.0,1551.0,2122.0,24663.0,39922.0,52045.0,50692.0,18712.0,1423.0,1464.0,1207.0
nhp10_swc5,27494.0,31685.0,22798.0,8093.0,1549.0,1138.0,1177.0,1069.0,16390.0,21553.0,18638.0,10471.0,1938.0,358.0,477.0,621.0
tdh3_swc5,27454.0,22928.0,15575.0,6219.0,944.0,857.0,1135.0,763.0,23722.0,20304.0,17774.0,9986.0,1492.0,379.0,436.0,479.0
nhp10_med7,26712.0,33266.0,22661.0,7348.0,1474.0,1245.0,835.0,895.0,27820.0,34177.0,31359.0,16170.0,1809.0,477.0,471.0,507.0
tdh3_nhp6a,26639.0,19181.0,10311.0,3346.0,704.0,587.0,510.0,512.0,29233.0,20821.0,16090.0,7887.0,1360.0,304.0,395.0,245.0
sir2_srb7,26472.0,24546.0,13480.0,3874.0,769.0,864.0,954.0,1306.0,19030.0,15131.0,11635.0,4196.0,834.0,288.0,268.0,365.0
ies5_dpd4,25508.0,17122.0,16488.0,18001.0,11793.0,19350.0,14735.0,2958.0,13043.0,17703.0,16575.0,17639.0,16482.0,15413.0,12139.0,6298.0
nhp10_srb7,24981.0,32991.0,21687.0,5628.0,985.0,1173.0,828.0,774.0,34746.0,32367.0,29925.0,14769.0,3272.0,513.0,553.0,469.0
mig1_med4,23635.0,9491.0,3322.0,2146.0,902.0,1784.0,1804.0,3008.0,22798.0,9066.0,2302.0,809.0,577.0,972.0,731.0,572.0
pyk1_med7,23492.0,14255.0,11527.0,4567.0,381.0,473.0,505.0,316.0,7015.0,2749.0,3786.0,1482.0,680.0,201.0,205.0,161.0
nhp10_hat2,22533.0,23376.0,19877.0,6250.0,664.0,650.0,844.0,692.0,14580.0,15355.0,15094.0,6988.0,1320.0,305.0,248.0,339.0
empty_hat1,22468.0,25993.0,41257.0,41702.0,6015.0,1592.0,1701.0,1632.0,12943.0,19235.0,28242.0,32599.0,10133.0,1112.0,798.0,987.0
nhp10_btt1,22439.0,19967.0,18128.0,6382.0,836.0,430.0,349.0,465.0,7549.0,11916.0,7435.0,5710.0,1386.0,568.0,390.0,249.0
gapdh_sfh1,22389.0,18561.0,15973.0,5174.0,1032.0,735.0,487.0,504.0,18790.0,18310.0,14630.0,5928.0,1617.0,311.0,290.0,365.0
sir2_DAM,22360.0,15668.0,9292.0,2846.0,374.0,355.0,512.0,311.0,11678.0,6978.0,7129.0,2434.0,523.0,222.0,204.0,286.0
empty_mig1,21429.0,16095.0,16868.0,11083.0,1422.0,786.0,604.0,748.0,6314.0,9778.0,8807.0,6397.0,1949.0,234.0,225.0,476.0
dpd4_bre2,21046.0,15920.0,13348.0,8222.0,893.0,885.0,569.0,607.0,26600.0,22454.0,22367.0,12434.0,3512.0,523.0,735.0,663.0
gapdh_vp16,20824.0,17616.0,11261.0,3504.0,605.0,590.0,601.0,504.0,25211.0,29062.0,16564.0,7820.0,1279.0,356.0,315.0,281.0
nhp10_eaf3,20408.0,24110.0,19308.0,7383.0,724.0,912.0,1017.0,608.0,10850.0,11689.0,11506.0,6671.0,2011.0,763.0,471.0,499.0
sir2_mig1,20284.0,11308.0,7083.0,1944.0,436.0,555.0,351.0,451.0,15796.0,17246.0,9496.0,2573.0,405.0,234.0,365.0,341.0
mig1_vp16,20230.0,7515.0,2625.0,1370.0,874.0,654.0,399.0,398.0,19673.0,10572.0,2138.0,540.0,434.0,205.0,206.0,195.0
nhp10_hhf2,20110.0,18584.0,17238.0,4557.0,521.0,408.0,362.0,775.0,14404.0,22037.0,12951.0,7891.0,1395.0,335.0,221.0,253.0
hmt2_srb7,20092.0,18619.0,15839.0,3841.0,462.0,405.0,694.0,399.0,9303.0,10275.0,10535.0,4741.0,1477.0,252.0,223.0,207.0
hmt2_hat1,20004.0,15868.0,17397.0,6785.0,429.0,543.0,368.0,459.0,12044.0,9857.0,11080.0,6774.0,1282.0,243.0,325.0,232.0
sir2_empty,19993.0,11809.0,5897.0,2465.0,482.0,533.0,353.0,367.0,22991.0,24747.0,12592.0,5515.0,1368.0,281.0,335.0,344.0
nhp10_mig1,19697.0,18548.0,9479.0,2312.0,480.0,325.0,298.0,347.0,14474.0,11446.0,7139.0,2624.0,612.0,195.0,288.0,142.0
tdh3_arp9,19677.0,14809.0,12685.0,4739.0,886.0,658.0,648.0,491.0,21771.0,21540.0,22973.0,10102.0,2810.0,690.0,389.0,429.0
pyk2_srb7,19469.0,20821.0,19846.0,6236.0,423.0,640.0,660.0,415.0,15056.0,18120.0,17658.0,9993.0,1285.0,456.0,286.0,268.0
gapdh_snf11,19465.0,17021.0,13681.0,3532.0,710.0,542.0,478.0,640.0,19842.0,22515.0,19222.0,11655.0,1956.0,357.0,384.0,448.0
gapdh_gapdh,19196.0,13567.0,10899.0,3336.0,575.0,473.0,561.0,548.0,26489.0,25538.0,20108.0,8643.0,1252.0,330.0,317.0,285.0
tdh3_gcn5,18973.0,21766.0,24448.0,13347.0,1774.0,1047.0,1114.0,952.0,28939.0,39263.0,39523.0,30614.0,7020.0,654.0,782.0,502.0
gapdh_sus1,18866.0,15818.0,13778.0,3545.0,768.0,472.0,518.0,521.0,22472.0,17254.0,18476.0,7784.0,1822.0,263.0,265.0,223.0
tdh3_ada2,18670.0,17511.0,14498.0,4879.0,684.0,649.0,658.0,702.0,27433.0,25452.0,24648.0,11762.0,2141.0,587.0,336.0,418.0
pyk1_med4,18477.0,15996.0,9642.0,3794.0,397.0,402.0,285.0,340.0,13310.0,10307.0,9936.0,5103.0,582.0,249.0,206.0,166.0
empty_empty,18348.0,21418.0,27991.0,22380.0,3063.0,1353.0,1280.0,984.0,17316.0,23934.0,27557.0,30063.0,10608.0,1861.0,1203.0,1311.0
dpd4_btt1,18325.0,15064.0,10477.0,4334.0,409.0,320.0,299.0,411.0,12786.0,14389.0,10653.0,6068.0,1218.0,260.0,210.0,212.0
empty_sfh1,18145.0,18976.0,28912.0,24852.0,2831.0,1717.0,1598.0,1217.0,14373.0,24556.0,30251.0,31364.0,9755.0,1289.0,1430.0,1949.0
empty_med4,18108.0,22817.0,37360.0,41803.0,6005.0,3035.0,1637.0,1509.0,14493.0,25709.0,38331.0,40393.0,14831.0,1300.0,987.0,981.0
hmt2_vp16,18018.0,15395.0,14834.0,5090.0,946.0,559.0,589.0,628.0,29087.0,27302.0,26545.0,16130.0,2789.0,450.0,326.0,332.0
nhp10_rpd3,17551.0,18028.0,16604.0,4637.0,817.0,475.0,469.0,390.0,13144.0,19567.0,11312.0,4948.0,1260.0,613.0,283.0,206.0
srb7_dpd4,17551.0,11872.0,58541.0,180253.0,207927.0,134465.0,22812.0,15878.0,18738.0,21630.0,31725.0,87256.0,198271.0,149579.0,54013.0,14645.0
mig1_gapdh,17536.0,7828.0,2766.0,1113.0,617.0,321.0,299.0,396.0,20918.0,10842.0,3289.0,1135.0,360.0,227.0,217.0,183.0
dpd4_hos2,17469.0,14541.0,11074.0,6473.0,659.0,665.0,682.0,504.0,18730.0,23492.0,14553.0,9540.0,3346.0,440.0,385.0,296.0
dpd4_esa1,17437.0,10727.0,7247.0,2628.0,643.0,368.0,219.0,234.0,7320.0,4692.0,4890.0,1995.0,756.0,141.0,120.0,121.0
tdh3_hos1,17399.0,15936.0,11311.0,4738.0,672.0,833.0,441.0,429.0,17459.0,14046.0,14336.0,7292.0,1852.0,361.0,258.0,209.0
dpd4_snf11,17166.0,17551.0,20218.0,10461.0,1416.0,1089.0,1167.0,809.0,15285.0,17221.0,16734.0,13853.0,3963.0,770.0,475.0,500.0
hhf2_dpd4,16529.0,11909.0,10753.0,2971.0,452.0,461.0,413.0,505.0,21215.0,24916.0,23514.0,7639.0,1125.0,341.0,305.0,393.0
vp16_dpd4,16404.0,11247.0,11820.0,11138.0,7742.0,51705.0,243036.0,706606.0,15332.0,10125.0,10807.0,11162.0,9528.0,16483.0,55131.0,282467.0
hmt2_gapdh,16321.0,14008.0,10063.0,4320.0,335.0,410.0,446.0,543.0,11912.0,10656.0,7821.0,5221.0,1060.0,283.0,208.0,184.0
sir2_nut2,16161.0,14113.0,9548.0,1852.0,598.0,585.0,658.0,845.0,15905.0,17289.0,10073.0,4241.0,1145.0,243.0,487.0,571.0
tdh3_bre2,16104.0,11723.0,8680.0,3121.0,824.0,1264.0,627.0,562.0,25518.0,23487.0,22016.0,13399.0,2552.0,336.0,295.0,294.0
dpd4_cdc36,15869.0,15403.0,11545.0,4379.0,548.0,633.0,447.0,620.0,24498.0,20722.0,16640.0,4860.0,1873.0,268.0,312.0,246.0
dpd4_htl1,15279.0,12469.0,11415.0,4907.0,903.0,1075.0,1128.0,386.0,13709.0,13181.0,12226.0,7753.0,1679.0,424.0,253.0,242.0
swc5_dpd4,15227.0,21246.0,46086.0,80228.0,22394.0,4453.0,3727.0,4006.0,9864.0,16509.0,40999.0,64613.0,49356.0,7162.0,2167.0,2407.0
pyk1_hat1,15011.0,11542.0,8875.0,3308.0,415.0,384.0,308.0,393.0,6640.0,9100.0,6802.0,3648.0,615.0,246.0,166.0,190.0
sir2_ies5,14955.0,12783.0,9297.0,2099.0,212.0,318.0,294.0,338.0,4702.0,5804.0,3260.0,2165.0,271.0,163.0,194.0,168.0
mig1_sfh1,14924.0,6970.0,2463.0,1144.0,418.0,385.0,363.0,285.0,24071.0,10265.0,3349.0,671.0,487.0,254.0,191.0,201.0
mig1_hat1,14906.0,6117.0,2614.0,1411.0,786.0,2239.0,1567.0,944.0,12435.0,7769.0,2091.0,721.0,787.0,434.0,318.0,113.0
hmt2_sfh1,14886.0,12692.0,10751.0,4578.0,455.0,393.0,385.0,323.0,12043.0,13686.0,13481.0,6132.0,1687.0,272.0,176.0,205.0
sir2_hat2,14872.0,8863.0,6361.0,2589.0,364.0,511.0,703.0,312.0,17736.0,14897.0,10056.0,3982.0,728.0,255.0,192.0,166.0
btt1_srb7,14867.0,19990.0,62104.0,129453.0,56796.0,11210.0,3401.0,3859.0,7283.0,10804.0,32310.0,70541.0,83285.0,23360.0,4378.0,2875.0
sir2_arp9,14778.0,14078.0,8090.0,2635.0,354.0,191.0,212.0,513.0,4287.0,3277.0,4555.0,1283.0,178.0,119.0,217.0,405.0
nhp10_nut2,14435.0,11465.0,12796.0,2346.0,423.0,325.0,377.0,401.0,21186.0,17355.0,15522.0,8107.0,1496.0,311.0,263.0,278.0
empty_hat2,14350.0,16836.0,28031.0,24736.0,2694.0,917.0,733.0,928.0,11750.0,14707.0,20153.0,20212.0,7279.0,681.0,518.0,375.0
gapdh_srb7,14342.0,11568.0,7973.0,1838.0,571.0,460.0,415.0,400.0,21022.0,17740.0,9706.0,6915.0,1295.0,284.0,210.0,249.0
mig1_empty,14269.0,5548.0,1928.0,862.0,869.0,688.0,374.0,242.0,12798.0,5153.0,1136.0,388.0,206.0,168.0,113.0,121.0
gapdh_hmt2,14215.0,8082.0,6131.0,2143.0,632.0,1197.0,809.0,497.0,6656.0,5806.0,3578.0,2353.0,505.0,125.0,138.0,131.0
dpd4_ldb7,14147.0,13133.0,13355.0,5924.0,776.0,482.0,421.0,436.0,12829.0,17988.0,15594.0,9308.0,2224.0,407.0,362.0,395.0
sir2_hmt2,13946.0,10131.0,5825.0,1697.0,378.0,256.0,475.0,368.0,4154.0,5557.0,2121.0,1408.0,306.0,82.0,118.0,147.0
mig1_lge1,13904.0,6004.0,1708.0,1469.0,701.0,375.0,251.0,300.0,19408.0,9812.0,3389.0,746.0,267.0,195.0,263.0,196.0
dpd4_ada2,13670.0,8714.0,6603.0,3370.0,814.0,293.0,455.0,273.0,11816.0,9874.0,8707.0,4176.0,1340.0,395.0,266.0,354.0
nhp10_cdc36,13639.0,15720.0,14781.0,4947.0,336.0,330.0,569.0,431.0,8485.0,8746.0,9960.0,4060.0,927.0,135.0,163.0,153.0
empty_med7,13491.0,19376.0,28722.0,31712.0,3639.0,1085.0,833.0,981.0,6558.0,14595.0,22891.0,21506.0,8445.0,1038.0,630.0,526.0
