,bin1_rep1,bin2_rep1,bin3_rep1,bin4_rep1,bin5_rep1,bin6_rep1,bin7_rep1,bin8_rep1,flow_seq_score_rep_1,bin1_rep2,bin2_rep2,bin3_rep2,bin4_rep2,bin5_rep2,bin6_rep2,bin7_rep2,bin8_rep2,flow_seq_score_rep_2
tdh3_esa1,0.3807369064306394,0.35411521974578414,0.20205812520956126,0.04194211256190304,0.009764815061516649,0.007277861077663648,0.0016680677855693202,0.002436892127362521,0.14093900358427916,0.1741918915210349,0.22208538283746584,0.19221234706366794,0.11831904498825238,0.10441757404950838,0.09897972149522312,0.037516796638912886,0.052277241405934594,0.35215394075410394
tdh3_dpd4,0.3056843077346563,0.3317202953944458,0.21881222011544169,0.06758911094272478,0.03400341148785233,0.023303913352510287,0.007202742715162364,0.011683998257206448,0.19280710360841194,0.41540077251129404,0.32332756299728777,0.15390645755578433,0.03609669893967425,0.02838529963037033,0.023226145065217477,0.008513008651895243,0.01114405464847669,0.1568841333180223
tdh3_hos2,0.5042668654208161,0.3093543613597184,0.1277259080896088,0.032667852982739116,0.012810024881857226,0.007359074475543657,0.002301410055336687,0.0035145027343800998,0.11275074112356878,0.2598176564269492,0.25262400642106864,0.1943045208500133,0.08821331424915246,0.07102720870143447,0.06723758227956003,0.02488821168247153,0.04188749938935033,0.28124450041319604
tdh3_srb7,0.21090546452141692,0.3167141769294083,0.2727037660658377,0.11655253650391265,0.041913762451783916,0.023172044235059742,0.006863101831147326,0.011175147461433492,0.23067131896745352,0.2906923083947404,0.3045483319487838,0.24155821884113837,0.07866836701179948,0.036503154830361574,0.02531053673913187,0.010071285942557863,0.01264779629148671,0.2064567804827598
tdh3_empty,0.23078828346465577,0.3236002189906243,0.26545312064310395,0.10125065026983063,0.041032808923573236,0.02154338898848897,0.00615173053399464,0.010179798185728556,0.21975365174673278,0.36851227763869576,0.3071190332638289,0.19791109937106766,0.05269722751478035,0.02868775223306167,0.023175505592966317,0.009598821183497057,0.012298283202102338,0.17647748013758313
tdh3_lge1,0.2112391340338231,0.28825797785451845,0.2601764990598981,0.1132322165643134,0.06047424650752134,0.036023449676024166,0.011241079461451043,0.019355396842450443,0.2533223021061886,0.3120594534074171,0.29628314338025774,0.20444884562967092,0.06248580642843063,0.04679345118980725,0.041830013010544995,0.01585345478476865,0.02024583216910283,0.2179719539470253
tdh3_gapdh,0.2660987555470195,0.32889279067278554,0.22756056070010777,0.08515233635387187,0.044464212683334614,0.026775641418409577,0.008435411684561765,0.01262029093990939,0.21288006937810558,0.36378154558560377,0.3485461571304472,0.17724996492183281,0.04704277922200498,0.024624888896622676,0.02071860863460088,0.00787527881564171,0.010160776793246028,0.16637773340659934
srb7_dpd4,0.18977373297994987,0.30786980265350006,0.23895268177920798,0.12055174444231921,0.06875854554159135,0.04235001160762163,0.011920373787309658,0.01982310720850024,0.26349980470381523,0.28294635470706286,0.24650337358690758,0.2469789625168091,0.07273999454976421,0.06659213089927438,0.04459186751050692,0.016943472688816255,0.022703843540858703,0.2440852691911941
tdh3_mig1,0.3773049566181383,0.31556475703824577,0.18545374450015648,0.04620230762476208,0.03166598501849918,0.024748542007514734,0.007219716082451123,0.011839991110232375,0.17166915047010695,0.4858388053714078,0.3176818252471517,0.10425695749351031,0.030847169562975896,0.021741127660197708,0.02097180588877233,0.0080321371441063,0.01063017163187795,0.1333092590422194
gapdh_dpd4,0.3018593267501039,0.3138643598301031,0.20658264774396337,0.07324394982357374,0.04771925195396376,0.031817731162212884,0.010317636047206388,0.014595096688872959,0.20868552307443133,0.41841985689766364,0.31326438878240664,0.16811252566571205,0.030637420225651062,0.02605848218110225,0.022048178677027623,0.008565503592265686,0.012893643978171044,0.15678929318587465
