,bin1_rep1,bin2_rep1,bin3_rep1,bin4_rep1,bin5_rep1,bin6_rep1,bin7_rep1,bin8_rep1,bin1_rep2,bin2_rep2,bin3_rep2,bin4_rep2,bin5_rep2,bin6_rep2,bin7_rep2,bin8_rep2
btt1_dpd4,174497.0,113739.0,106014.0,71750.0,30973.0,7564.0,5465.0,3750.0,110656.0,101776.0,71336.0,49891.0,60307.0,18112.0,14787.0,11039.0
dpd4_dpd4,140333.0,92858.0,60585.0,34092.0,16762.0,3627.0,2883.0,3422.0,95387.0,72586.0,43155.0,18002.0,22049.0,10803.0,8709.0,8930.0
tdh3_dpd4,129212.0,98091.0,77313.0,37042.0,23259.0,4128.0,3506.0,3655.0,140183.0,101575.0,67868.0,34131.0,23278.0,10492.0,9263.0,10987.0
srb7_dpd4,93491.0,80904.0,125476.0,117538.0,81080.0,8235.0,6872.0,5514.0,70539.0,79481.0,89813.0,81501.0,129195.0,24212.0,17434.0,14015.0
dpd4_med4,73246.0,37659.0,32544.0,25894.0,13269.0,2744.0,1689.0,1987.0,39558.0,33550.0,22915.0,20900.0,31513.0,9075.0,6302.0,5115.0
tdh3_lge1,69901.0,52583.0,45297.0,24767.0,12634.0,1979.0,1662.0,1811.0,51949.0,47266.0,33384.0,17909.0,12535.0,6378.0,7568.0,11612.0
empty_dpd4,66202.0,37370.0,36021.0,23491.0,8442.0,1979.0,1227.0,1371.0,46342.0,31912.0,22383.0,11711.0,13173.0,4237.0,3029.0,4101.0
dpd4_lge1,64012.0,34017.0,23865.0,14876.0,5308.0,2581.0,1839.0,1677.0,57840.0,42237.0,21708.0,9826.0,10221.0,5147.0,3663.0,3642.0
tdh3_srb7,63335.0,48302.0,41832.0,19621.0,10253.0,2345.0,1709.0,1452.0,45558.0,37383.0,27746.0,17301.0,11514.0,4437.0,4154.0,4304.0
tdh3_empty,60306.0,43957.0,37136.0,18651.0,8650.0,1317.0,1173.0,1213.0,40167.0,33565.0,21507.0,11486.0,8146.0,3082.0,2729.0,2752.0
tdh3_med4,53625.0,43289.0,39011.0,22603.0,13889.0,2926.0,3034.0,2685.0,53602.0,45679.0,35127.0,21994.0,16621.0,6622.0,6548.0,7177.0
tdh3_vp16,52490.0,47414.0,44034.0,28287.0,20224.0,2320.0,2425.0,2307.0,47574.0,38612.0,34625.0,25316.0,22902.0,5451.0,5862.0,5569.0
btt1_gapdh,51099.0,35929.0,39294.0,32470.0,16667.0,2222.0,1286.0,1195.0,34437.0,32151.0,28425.0,22158.0,24890.0,5848.0,3523.0,2772.0
tdh3_gapdh,49887.0,35667.0,33082.0,17366.0,11048.0,1390.0,1110.0,1225.0,41994.0,29798.0,22481.0,13361.0,9550.0,3552.0,2561.0,2723.0
dpd4_srb7,48427.0,30474.0,19970.0,13159.0,4545.0,1534.0,1726.0,1759.0,44021.0,35471.0,18210.0,8498.0,10887.0,4795.0,3869.0,3931.0
swc5_dpd4,46051.0,23290.0,21796.0,11099.0,5504.0,1432.0,958.0,2109.0,29648.0,28654.0,16789.0,8385.0,9969.0,4585.0,3303.0,3224.0
dpd4_gapdh,44619.0,28085.0,21937.0,10358.0,4101.0,1522.0,843.0,753.0,21167.0,21157.0,10019.0,5755.0,6739.0,3118.0,1849.0,2098.0
dpd4_sfh1,43898.0,30595.0,24972.0,14971.0,9083.0,1741.0,1852.0,1072.0,40130.0,28697.0,22961.0,12984.0,13202.0,6376.0,4344.0,3549.0
dpd4_empty,42103.0,25498.0,17839.0,11271.0,5286.0,1760.0,1292.0,1064.0,39741.0,32457.0,18534.0,8299.0,8073.0,3168.0,4254.0,3441.0
btt1_lge1,40954.0,27384.0,35197.0,30428.0,14092.0,1964.0,3194.0,1769.0,28244.0,24771.0,26789.0,21527.0,32003.0,5936.0,4443.0,4197.0
tdh3_med7,38779.0,34157.0,30700.0,15825.0,9414.0,1059.0,906.0,954.0,34134.0,27225.0,23803.0,14922.0,9724.0,2882.0,2626.0,2730.0
btt1_srb7,37902.0,25548.0,38262.0,34615.0,21416.0,3754.0,2884.0,2112.0,21998.0,23510.0,24610.0,22669.0,40733.0,10735.0,7289.0,4152.0
bre2_dpd4,36789.0,22851.0,24741.0,17387.0,8299.0,2497.0,879.0,1309.0,21103.0,19098.0,14647.0,9366.0,14505.0,3407.0,3479.0,2642.0
dpd4_hat1,36256.0,21914.0,16017.0,9265.0,3945.0,849.0,846.0,767.0,26675.0,21804.0,13092.0,6074.0,6503.0,3144.0,1974.0,2255.0
tdh3_hat1,35776.0,36386.0,32240.0,17624.0,11378.0,2845.0,1689.0,1103.0,29778.0,25316.0,21032.0,12678.0,9588.0,3273.0,2443.0,2761.0
rtt102_dpd4,35266.0,35175.0,57442.0,60296.0,80485.0,4744.0,2839.0,2003.0,30983.0,34448.0,49879.0,50964.0,104108.0,9671.0,5837.0,4690.0
dpd4_med7,32924.0,17213.0,13143.0,9591.0,3967.0,1161.0,1321.0,834.0,26391.0,20323.0,14296.0,7624.0,8366.0,2398.0,2114.0,1704.0
tdh3_rpd3,32443.0,26184.0,26068.0,13178.0,7399.0,764.0,688.0,757.0,22722.0,19663.0,18050.0,10324.0,7038.0,1940.0,1920.0,1735.0
btt1_empty,32273.0,24347.0,32083.0,27310.0,13720.0,2614.0,1194.0,974.0,22702.0,23551.0,21782.0,17584.0,29148.0,6418.0,3390.0,3460.0
btt1_ies5,31557.0,27404.0,23762.0,19234.0,7918.0,975.0,902.0,500.0,17396.0,15572.0,11923.0,7225.0,8739.0,2811.0,1099.0,1329.0
btt1_mig1,31032.0,17944.0,14299.0,6379.0,3356.0,994.0,460.0,509.0,22549.0,17897.0,9931.0,3808.0,4924.0,1851.0,1980.0,1900.0
dpd4_swc5,30815.0,14890.0,11204.0,6620.0,3272.0,849.0,625.0,641.0,21766.0,14094.0,8225.0,3572.0,2942.0,1741.0,1082.0,1380.0
tdh3_hmt2,29456.0,22699.0,18343.0,11502.0,7146.0,923.0,696.0,769.0,18899.0,18095.0,11947.0,8495.0,5802.0,2115.0,1527.0,1724.0
dpd4_hmt2,29043.0,22147.0,17226.0,8605.0,4282.0,793.0,770.0,732.0,30886.0,22391.0,13995.0,6940.0,6288.0,2271.0,1434.0,1710.0
tdh3_hat2,28012.0,20144.0,19670.0,10179.0,4998.0,812.0,686.0,698.0,23256.0,19346.0,14361.0,8400.0,5774.0,1760.0,1897.0,1623.0
btt1_hat1,27306.0,20202.0,25177.0,24231.0,14270.0,2073.0,1838.0,1619.0,19638.0,25073.0,21777.0,19112.0,34141.0,4317.0,4890.0,3367.0
dpd4_hat2,27244.0,16703.0,10819.0,6065.0,2710.0,1056.0,640.0,720.0,30575.0,21286.0,15197.0,7241.0,7179.0,2361.0,1929.0,1979.0
gapdh_dpd4,26655.0,18179.0,12521.0,6234.0,4699.0,1009.0,914.0,849.0,27961.0,22822.0,14059.0,6442.0,5183.0,2487.0,2001.0,2183.0
dpd4_ies5,26619.0,14794.0,10861.0,5605.0,1381.0,511.0,460.0,621.0,25965.0,15161.0,8770.0,4554.0,3960.0,1446.0,1200.0,1358.0
htl1_dpd4,25342.0,22645.0,33057.0,30111.0,23999.0,2384.0,1594.0,1032.0,15677.0,20998.0,25475.0,21520.0,39348.0,4965.0,2574.0,2407.0
tdh3_sus1,25134.0,19621.0,17474.0,10162.0,6290.0,864.0,629.0,631.0,21170.0,18771.0,14011.0,8482.0,8446.0,2107.0,1808.0,1692.0
dpd4_rpd3,24834.0,15787.0,13062.0,7266.0,3939.0,686.0,656.0,649.0,17290.0,13732.0,9569.0,4183.0,6423.0,2969.0,1720.0,1714.0
tdh3_sfh1,24415.0,20896.0,21338.0,11149.0,8109.0,1143.0,1025.0,778.0,16912.0,17139.0,14723.0,8852.0,6257.0,2188.0,1586.0,2121.0
srb7_ies5,23891.0,17104.0,26263.0,23309.0,15561.0,3485.0,3219.0,1694.0,25392.0,23163.0,22636.0,20770.0,26800.0,11925.0,10567.0,11283.0
sir2_dpd4,23726.0,17432.0,14698.0,9176.0,3559.0,986.0,1003.0,1216.0,20301.0,19845.0,13505.0,6633.0,5731.0,2649.0,2228.0,2608.0
tdh3_nut2,23481.0,18760.0,16912.0,9271.0,6034.0,695.0,627.0,679.0,29645.0,19303.0,15496.0,9621.0,6814.0,2376.0,1919.0,1605.0
hmt2_dpd4,23474.0,14358.0,11808.0,6966.0,2886.0,486.0,397.0,442.0,10277.0,9788.0,6246.0,4029.0,2134.0,1205.0,831.0,968.0
srb7_mig1,23428.0,14131.0,12712.0,6132.0,2706.0,567.0,920.0,484.0,16132.0,12088.0,7202.0,2489.0,4013.0,1638.0,1972.0,1689.0
nhp10_dpd4,23165.0,25999.0,32051.0,19183.0,7691.0,1112.0,1115.0,1121.0,19839.0,22336.0,21216.0,12776.0,12695.0,3913.0,3308.0,2705.0
cac2_dpd4,22728.0,16922.0,15477.0,12758.0,10011.0,2829.0,1066.0,2462.0,21377.0,18183.0,13629.0,9519.0,13201.0,9022.0,1804.0,2694.0
tdh3_snf11,22381.0,31860.0,43756.0,31024.0,22019.0,1659.0,1430.0,1341.0,22966.0,29168.0,32906.0,26343.0,26442.0,4176.0,3287.0,3649.0
tdh3_rtt102,22134.0,16067.0,13122.0,7396.0,4619.0,524.0,394.0,422.0,15521.0,12206.0,8499.0,5012.0,4705.0,1668.0,2001.0,2430.0
dpd4_vp16,21033.0,14005.0,12554.0,13835.0,17729.0,6984.0,3739.0,1667.0,15097.0,11027.0,9508.0,11408.0,49811.0,22398.0,7487.0,4100.0
tdh3_btt1,20986.0,15500.0,14586.0,6839.0,3614.0,467.0,421.0,469.0,14418.0,9896.0,7162.0,4565.0,3666.0,1477.0,1635.0,1511.0
btt1_hat2,20817.0,15204.0,20133.0,16314.0,9056.0,1655.0,867.0,1027.0,13988.0,14266.0,13656.0,11143.0,16073.0,3891.0,2394.0,1344.0
spp1_dpd4,20485.0,13929.0,12525.0,6377.0,2332.0,688.0,546.0,765.0,15727.0,13092.0,9420.0,4799.0,4693.0,1649.0,1882.0,3188.0
empty_lge1,20270.0,12003.0,12795.0,9240.0,3685.0,923.0,713.0,923.0,12432.0,11196.0,8988.0,4938.0,5885.0,3105.0,2813.0,2105.0
cac2_lge1,20250.0,13975.0,15450.0,11183.0,4820.0,574.0,630.0,680.0,10575.0,10532.0,9437.0,6794.0,8208.0,3109.0,2941.0,1588.0
dpd4_nut2,20086.0,10865.0,8535.0,5802.0,1992.0,725.0,430.0,460.0,18231.0,14043.0,7835.0,3763.0,4349.0,1286.0,1134.0,1134.0
med7_dpd4,20054.0,17065.0,27755.0,26310.0,15250.0,1553.0,1169.0,1119.0,16507.0,14893.0,18393.0,15366.0,25029.0,4611.0,3802.0,2150.0
dpd4_pyk2,19490.0,11348.0,9439.0,6112.0,2936.0,641.0,451.0,470.0,15651.0,11969.0,7757.0,3757.0,4212.0,1139.0,928.0,1000.0
dpd4_eaf3,19266.0,13351.0,10370.0,7619.0,3129.0,826.0,484.0,563.0,17609.0,11870.0,7747.0,5030.0,5379.0,1614.0,1432.0,1620.0
dpd4_sus1,19203.0,10330.0,8868.0,5167.0,3147.0,708.0,480.0,543.0,17567.0,12654.0,8873.0,5865.0,5966.0,2352.0,2244.0,2737.0
srb7_gapdh,19110.0,23728.0,34653.0,40385.0,24521.0,2894.0,2588.0,1619.0,17045.0,24809.0,29914.0,28924.0,47839.0,9185.0,5197.0,5006.0
tdh3_pyk2,18903.0,16835.0,14896.0,8698.0,5976.0,853.0,974.0,688.0,18191.0,15221.0,11262.0,7090.0,6017.0,1843.0,1104.0,1262.0
tdh3_eaf3,18645.0,15932.0,17027.0,8902.0,5267.0,704.0,715.0,636.0,20175.0,17944.0,14264.0,10079.0,8171.0,2080.0,1332.0,1530.0
btt1_sfh1,18607.0,18127.0,26964.0,34309.0,37644.0,6961.0,2145.0,1891.0,11827.0,13827.0,18227.0,28900.0,88370.0,17418.0,5022.0,5305.0
btt1_hmt2,18542.0,15927.0,17275.0,14720.0,9119.0,737.0,624.0,555.0,14742.0,17251.0,16949.0,13060.0,19055.0,3067.0,2060.0,1720.0
esa1_dpd4,18492.0,14698.0,20834.0,22329.0,18013.0,2082.0,1940.0,2108.0,9589.0,10444.0,12255.0,14648.0,29442.0,4434.0,3737.0,2022.0
btt1_pyk2,17837.0,14501.0,18099.0,12614.0,6552.0,591.0,429.0,460.0,11777.0,11352.0,11546.0,8063.0,12414.0,2079.0,1192.0,1155.0
dpd4_arp9,17761.0,8491.0,7201.0,4337.0,986.0,336.0,291.0,267.0,8972.0,6309.0,4738.0,2073.0,2114.0,1999.0,503.0,705.0
empty_gapdh,17495.0,11651.0,13256.0,8568.0,3869.0,556.0,440.0,467.0,11896.0,10770.0,9641.0,5417.0,6502.0,1559.0,1427.0,1079.0
gapdh_empty,17445.0,11564.0,9658.0,4474.0,1659.0,402.0,324.0,294.0,12524.0,9612.0,6615.0,3876.0,2614.0,960.0,643.0,701.0
hos2_dpd4,17166.0,9454.0,10738.0,11697.0,17302.0,15251.0,5814.0,1345.0,11377.0,8416.0,7869.0,9178.0,34611.0,37276.0,12822.0,5989.0
dpd4_mig1,17001.0,11514.0,6270.0,2081.0,1558.0,497.0,467.0,393.0,14531.0,11424.0,4730.0,1826.0,1327.0,1192.0,862.0,796.0
swc5_lge1,16924.0,9558.0,10401.0,7104.0,2504.0,753.0,697.0,812.0,8189.0,8639.0,6307.0,4330.0,4052.0,1421.0,1226.0,1105.0
dpd4_DAM,16020.0,10744.0,6565.0,3547.0,982.0,522.0,731.0,398.0,14457.0,9283.0,5583.0,2325.0,2264.0,1799.0,1406.0,738.0
swc5_gapdh,15992.0,11445.0,11832.0,9058.0,3713.0,869.0,459.0,454.0,13245.0,9722.0,7714.0,5522.0,5936.0,2629.0,1747.0,1747.0
hst2_dpd4,15973.0,9114.0,8373.0,4812.0,2550.0,438.0,362.0,314.0,7839.0,6164.0,5590.0,2872.0,3305.0,2060.0,1267.0,1101.0
empty_empty,15771.0,11598.0,10223.0,7131.0,2271.0,429.0,376.0,377.0,12534.0,8632.0,6454.0,3495.0,4481.0,1316.0,1477.0,913.0
tdh3_ies5,15572.0,11387.0,8665.0,3969.0,3003.0,412.0,330.0,326.0,15968.0,12610.0,9142.0,4700.0,4299.0,1030.0,836.0,789.0
dpd4_hos2,15542.0,6685.0,5440.0,2681.0,1079.0,515.0,225.0,219.0,10998.0,8260.0,4816.0,2092.0,2693.0,1058.0,1052.0,502.0
btt1_rpd3,15515.0,14498.0,15844.0,15997.0,9487.0,1788.0,965.0,875.0,12073.0,13201.0,14335.0,11983.0,17828.0,3341.0,2481.0,1890.0
tdh3_ldb7,15440.0,16178.0,14643.0,9433.0,5028.0,533.0,476.0,465.0,13637.0,12929.0,9870.0,6050.0,5206.0,1137.0,868.0,1014.0
tdh3_mig1,15311.0,12570.0,10526.0,4685.0,2122.0,521.0,540.0,510.0,12049.0,10477.0,6986.0,3242.0,2795.0,1270.0,1126.0,1062.0
sir2_gapdh,15105.0,8390.0,8628.0,4989.0,2174.0,505.0,350.0,507.0,7865.0,7689.0,4437.0,3080.0,2387.0,895.0,696.0,937.0
hda1_dpd4,14746.0,7717.0,9042.0,5529.0,1703.0,174.0,154.0,108.0,4656.0,5794.0,3433.0,2429.0,1478.0,436.0,459.0,533.0
rtt102_mig1,14680.0,9140.0,7589.0,4797.0,1894.0,362.0,363.0,258.0,11227.0,8280.0,5341.0,2728.0,3498.0,1069.0,714.0,568.0
rtt102_ies5,14574.0,10105.0,13888.0,15179.0,20326.0,1064.0,976.0,1285.0,9191.0,11073.0,14246.0,16746.0,26705.0,3737.0,1192.0,1087.0
tdh3_DAM,14457.0,12201.0,8544.0,5343.0,2124.0,458.0,371.0,405.0,13984.0,11956.0,8620.0,4995.0,3041.0,1106.0,1107.0,1264.0
tdh3_gcn5,14403.0,11186.0,12988.0,8621.0,3631.0,426.0,403.0,444.0,7837.0,7516.0,7311.0,5298.0,4758.0,1315.0,730.0,857.0
gapdh_lge1,14355.0,8636.0,6740.0,3809.0,1870.0,442.0,294.0,361.0,9830.0,8486.0,5477.0,3203.0,2043.0,1040.0,790.0,688.0
sir2_med7,14229.0,9873.0,8348.0,5861.0,1866.0,738.0,560.0,532.0,7022.0,6255.0,4499.0,3182.0,2263.0,986.0,1762.0,977.0
empty_srb7,14176.0,9157.0,10223.0,7153.0,2889.0,921.0,760.0,550.0,12110.0,11415.0,9016.0,4626.0,5070.0,1662.0,1797.0,1359.0
btt1_swc5,14090.0,10021.0,12203.0,11540.0,7472.0,900.0,874.0,495.0,9419.0,9379.0,9032.0,7422.0,12055.0,3037.0,1825.0,1961.0
btt1_btt1,13836.0,9352.0,14371.0,11323.0,7399.0,557.0,694.0,434.0,7809.0,6877.0,6613.0,7161.0,11772.0,2530.0,1809.0,748.0
tdh3_tdh3,13751.0,10138.0,8249.0,4347.0,2438.0,398.0,344.0,346.0,8430.0,7463.0,5560.0,2722.0,2864.0,959.0,807.0,615.0
cac2_gapdh,13727.0,10566.0,9651.0,7273.0,2416.0,394.0,276.0,329.0,9153.0,10356.0,6825.0,6159.0,5203.0,1763.0,1194.0,1238.0
empty_hat1,13702.0,9923.0,10335.0,7880.0,2843.0,734.0,762.0,425.0,9567.0,9089.0,7375.0,4766.0,5698.0,1854.0,1214.0,1252.0
empty_hat2,13621.0,10805.0,10161.0,6890.0,2383.0,482.0,261.0,537.0,8099.0,7806.0,5460.0,4009.0,3243.0,967.0,889.0,1144.0
dpd4_cac2,13311.0,7620.0,5009.0,3033.0,812.0,296.0,357.0,220.0,7902.0,5532.0,3071.0,1603.0,1343.0,460.0,364.0,518.0
rtt102_gapdh,12781.0,16399.0,30382.0,38066.0,48173.0,2217.0,1172.0,889.0,11379.0,12934.0,21390.0,25380.0,52221.0,4897.0,2210.0,2071.0
btt1_med4,12762.0,12189.0,17187.0,28388.0,60093.0,33765.0,12077.0,3100.0,6296.0,8274.0,11322.0,20327.0,118826.0,86793.0,25086.0,10191.0
tdh3_cac2,12426.0,7781.0,8249.0,4370.0,2283.0,497.0,260.0,365.0,6700.0,5610.0,5024.0,2428.0,2442.0,775.0,662.0,580.0
bre2_lge1,12216.0,7585.0,9444.0,7968.0,2776.0,812.0,1066.0,324.0,8788.0,9054.0,9873.0,7977.0,11396.0,2826.0,2131.0,2092.0
mig1_dpd4,12054.0,5347.0,3973.0,1450.0,740.0,416.0,238.0,394.0,5123.0,3444.0,1770.0,960.0,1458.0,1597.0,1059.0,871.0
gapdh_srb7,12025.0,9638.0,6699.0,3617.0,2167.0,191.0,190.0,203.0,3928.0,4965.0,3005.0,1215.0,1823.0,423.0,513.0,342.0
tdh3_pyk1,11930.0,8025.0,8623.0,4986.0,2645.0,320.0,284.0,373.0,12790.0,9569.0,7338.0,4397.0,3025.0,892.0,654.0,764.0
empty_sfh1,11923.0,8680.0,11946.0,9168.0,5169.0,783.0,734.0,1484.0,9768.0,10175.0,8704.0,6247.0,6959.0,1801.0,1654.0,1436.0
tdh3_cdc36,11875.0,8996.0,8044.0,5206.0,2580.0,1768.0,2427.0,1333.0,11590.0,11202.0,6726.0,3715.0,2768.0,1776.0,1162.0,1388.0
srb7_lge1,11864.0,16487.0,30458.0,45181.0,44661.0,6068.0,3925.0,2777.0,8756.0,15720.0,23578.0,34573.0,76551.0,14184.0,9523.0,8442.0
tdh3_bre2,11567.0,10011.0,8781.0,5838.0,3232.0,365.0,243.0,196.0,7555.0,5692.0,4017.0,2450.0,3153.0,600.0,448.0,541.0
tdh3_swc5,11559.0,10227.0,8701.0,5282.0,2479.0,299.0,240.0,245.0,13733.0,12064.0,8539.0,5212.0,3552.0,1150.0,1178.0,1694.0
spp1_srb7,11522.0,7209.0,7575.0,5636.0,2177.0,1020.0,382.0,367.0,5691.0,5861.0,4794.0,2891.0,2803.0,1457.0,915.0,627.0
swc5_hat1,11322.0,7798.0,6916.0,6498.0,2119.0,469.0,241.0,548.0,5411.0,7014.0,5250.0,4232.0,4982.0,1614.0,1011.0,943.0
tdh3_hos2,11135.0,8213.0,8524.0,5003.0,2249.0,275.0,241.0,277.0,9613.0,9633.0,6793.0,3564.0,2725.0,1101.0,1300.0,762.0
empty_swc5,10991.0,6488.0,7276.0,5671.0,1891.0,365.0,235.0,245.0,4734.0,4402.0,3401.0,2241.0,2489.0,792.0,612.0,931.0
gapdh_med4,10954.0,8443.0,7590.0,4593.0,2415.0,494.0,289.0,270.0,7673.0,8623.0,6574.0,4028.0,3233.0,880.0,809.0,662.0
btt1_eaf3,10564.0,10317.0,15315.0,17494.0,12072.0,2039.0,1722.0,1089.0,7584.0,8071.0,12113.0,13224.0,23083.0,2864.0,2568.0,2104.0
srb7_empty,10553.0,15794.0,26734.0,37329.0,32125.0,2834.0,1584.0,1357.0,6986.0,12299.0,16834.0,24381.0,50385.0,7949.0,5657.0,3716.0
srb7_hat1,10383.0,11912.0,24816.0,34342.0,34535.0,3389.0,1587.0,1037.0,5848.0,10717.0,17130.0,24267.0,56880.0,9216.0,4194.0,4508.0
tdh3_ada2,10375.0,7169.0,8213.0,4859.0,3461.0,248.0,248.0,257.0,6985.0,6948.0,7086.0,4002.0,4322.0,1013.0,1117.0,651.0
empty_med4,10045.0,6785.0,9882.0,10086.0,11556.0,3331.0,979.0,877.0,5335.0,5209.0,5780.0,6909.0,21900.0,6919.0,3503.0,2863.0
pyk1_nut2,9910.0,9696.0,9221.0,5112.0,1684.0,221.0,212.0,145.0,3217.0,2638.0,2587.0,1583.0,981.0,490.0,267.0,287.0
med7_mig1,9702.0,3526.0,3586.0,1804.0,682.0,440.0,261.0,143.0,3344.0,5734.0,3016.0,1136.0,1668.0,630.0,450.0,356.0
empty_ies5,9574.0,11318.0,11422.0,6525.0,2108.0,284.0,422.0,344.0,6206.0,6004.0,5850.0,3538.0,3444.0,1601.0,850.0,811.0
gapdh_rtt102,9487.0,6954.0,5658.0,2622.0,1315.0,129.0,123.0,131.0,4511.0,4772.0,3021.0,1356.0,994.0,343.0,628.0,269.0
cac2_hat1,9463.0,7405.0,8432.0,7398.0,3049.0,500.0,513.0,453.0,6241.0,5054.0,6415.0,4090.0,5064.0,1236.0,1230.0,1731.0
swc5_hat2,9424.0,6447.0,6358.0,4168.0,2006.0,693.0,305.0,486.0,6501.0,7265.0,5010.0,3456.0,4356.0,1968.0,803.0,1240.0
sir2_lge1,9393.0,5896.0,5199.0,3235.0,1551.0,486.0,503.0,488.0,8467.0,6579.0,3950.0,2517.0,1917.0,1084.0,919.0,734.0
spp1_lge1,9290.0,3366.0,5980.0,3784.0,1387.0,782.0,301.0,380.0,4139.0,5742.0,3927.0,2427.0,2985.0,981.0,586.0,603.0
cac2_rpd3,9187.0,4917.0,5869.0,5141.0,2116.0,207.0,174.0,202.0,5384.0,3752.0,3863.0,2767.0,3637.0,1358.0,755.0,495.0
swc5_swc5,9053.0,7573.0,7246.0,4678.0,1317.0,601.0,763.0,629.0,5508.0,5537.0,3419.0,2524.0,1970.0,1480.0,693.0,932.0
tdh3_htl1,9025.0,7126.0,6177.0,4011.0,2094.0,429.0,402.0,424.0,8919.0,8215.0,6456.0,3907.0,3509.0,1111.0,936.0,913.0
btt1_nut2,9019.0,6987.0,10174.0,12230.0,9395.0,1523.0,1107.0,1432.0,7202.0,7684.0,9955.0,10473.0,22299.0,5732.0,2336.0,2477.0
dpd4_rtt102,8983.0,2810.0,3016.0,2347.0,1117.0,388.0,197.0,295.0,8864.0,7133.0,3559.0,2338.0,2653.0,754.0,443.0,508.0
hmt2_lge1,8817.0,3639.0,4141.0,3060.0,1387.0,235.0,221.0,292.0,6774.0,5148.0,4777.0,2042.0,1524.0,706.0,576.0,586.0
dpd4_spp1,8771.0,4101.0,3669.0,2268.0,253.0,290.0,282.0,271.0,5151.0,4610.0,2121.0,877.0,1069.0,529.0,367.0,258.0
btt1_sus1,8664.0,8984.0,13833.0,19050.0,27752.0,9987.0,2350.0,1130.0,6238.0,4731.0,7845.0,11855.0,48190.0,16787.0,3335.0,3456.0
bre2_hat1,8422.0,4964.0,7071.0,5990.0,3552.0,715.0,420.0,316.0,3982.0,4481.0,5670.0,5051.0,7403.0,1426.0,1289.0,709.0
empty_mig1,8394.0,4673.0,3708.0,2009.0,660.0,189.0,152.0,150.0,3980.0,3225.0,1911.0,944.0,1071.0,401.0,380.0,662.0
pyk1_empty,8342.0,5666.0,6785.0,3734.0,2357.0,159.0,277.0,121.0,2659.0,2708.0,2293.0,1540.0,1319.0,292.0,264.0,314.0
srb7_pyk2,8328.0,9365.0,14445.0,15852.0,10064.0,881.0,700.0,562.0,8210.0,8980.0,13338.0,13516.0,22869.0,2553.0,2071.0,1758.0
sir2_ies5,8286.0,5397.0,6115.0,3012.0,877.0,291.0,622.0,296.0,1629.0,1963.0,2011.0,1351.0,542.0,408.0,181.0,238.0
spp1_gapdh,8237.0,5686.0,6394.0,4753.0,1925.0,296.0,270.0,204.0,6085.0,4765.0,4190.0,2320.0,3795.0,753.0,1042.0,436.0
bre2_gapdh,8222.0,7844.0,8363.0,7445.0,2833.0,601.0,368.0,476.0,6477.0,7139.0,7875.0,6174.0,9094.0,1906.0,2207.0,702.0
sir2_hat1,8220.0,5921.0,6711.0,3580.0,979.0,265.0,516.0,382.0,5047.0,5018.0,3242.0,2292.0,1943.0,535.0,821.0,858.0
btt1_arp9,8167.0,6188.0,8427.0,6896.0,4027.0,569.0,508.0,279.0,5230.0,6905.0,7142.0,5606.0,8058.0,2040.0,1577.0,1823.0
swc5_srb7,8137.0,4951.0,6404.0,5358.0,2509.0,580.0,514.0,309.0,4795.0,4372.0,5196.0,3104.0,3701.0,1822.0,1131.0,1506.0
btt1_hos2,8065.0,5559.0,8506.0,6597.0,4253.0,731.0,364.0,250.0,5564.0,5847.0,6937.0,5318.0,8444.0,1355.0,1692.0,1362.0
empty_sus1,8010.0,5046.0,6485.0,6621.0,4798.0,537.0,217.0,199.0,4369.0,3947.0,4175.0,3666.0,6898.0,1148.0,543.0,720.0
vps71_ies5,8007.0,3131.0,2864.0,2025.0,548.0,130.0,312.0,86.0,2007.0,2985.0,2283.0,1776.0,1560.0,422.0,491.0,881.0
gapdh_sfh1,7984.0,6480.0,5202.0,3003.0,2789.0,1286.0,1316.0,864.0,6955.0,5228.0,4803.0,3142.0,3342.0,1699.0,1398.0,1121.0
tdh3_hos1,7975.0,5414.0,6846.0,2934.0,2173.0,162.0,255.0,172.0,2152.0,2336.0,2426.0,1184.0,1039.0,409.0,338.0,376.0
tdh3_nhp6a,7964.0,7805.0,7073.0,3530.0,1093.0,246.0,237.0,235.0,5445.0,4825.0,3816.0,1763.0,1251.0,665.0,444.0,412.0
vp16_dpd4,7861.0,7017.0,5821.0,5502.0,7198.0,21876.0,85107.0,247768.0,4423.0,4491.0,3460.0,3105.0,10943.0,74264.0,198965.0,603061.0
nhp10_lge1,7832.0,7956.0,12603.0,8691.0,4251.0,648.0,540.0,609.0,7770.0,9439.0,9919.0,7257.0,6604.0,1720.0,1159.0,1225.0
bre2_med4,7805.0,5684.0,6923.0,8227.0,12610.0,6932.0,3617.0,1541.0,4477.0,3668.0,3889.0,5325.0,22171.0,14127.0,5187.0,1862.0
swc5_hmt2,7801.0,6685.0,5351.0,4372.0,1554.0,530.0,286.0,224.0,5654.0,6781.0,5185.0,4021.0,3539.0,619.0,605.0,553.0
bre2_hat2,7786.0,4048.0,4827.0,4691.0,2437.0,352.0,188.0,259.0,3697.0,3942.0,3906.0,3914.0,5717.0,1873.0,673.0,619.0
vps71_hat2,7625.0,4572.0,5099.0,3624.0,4489.0,435.0,102.0,343.0,2667.0,2324.0,2472.0,1436.0,1845.0,471.0,644.0,826.0
