,bin1_rep1,bin2_rep1,bin3_rep1,bin4_rep1,bin5_rep1,bin6_rep1,bin1_rep2,bin2_rep2,bin3_rep2,bin4_rep2,bin5_rep2,bin6_rep2
vp16_med7,6176.0,13938.0,19807.0,17748.0,53087.0,103714.0,5380.0,4470.0,5694.0,5163.0,5685.0,2979.0
snf11_gapdh,5783.0,7704.0,8648.0,6858.0,7546.0,1253.0,6303.0,5212.0,6641.0,6091.0,5367.0,1039.0
vp16_snf11,5694.0,7927.0,8659.0,5907.0,7513.0,2908.0,12250.0,10786.0,13376.0,15638.0,25577.0,66065.0
eaf5_lge1,5550.0,8940.0,16081.0,12142.0,33145.0,73689.0,4727.0,3843.0,4923.0,4352.0,4360.0,3382.0
rtt102_swc5,5441.0,3389.0,2940.0,1787.0,1752.0,548.0,2853.0,2344.0,2094.0,2048.0,2150.0,580.0
med7_hmt2,5400.0,1385.0,553.0,941.0,670.0,270.0,2881.0,1518.0,2409.0,2161.0,2677.0,1025.0
dpd4_dpd4,5385.0,8387.0,9890.0,7395.0,9883.0,2660.0,17097.0,12596.0,18263.0,15027.0,15920.0,3472.0
med4_DAM,5329.0,6515.0,6772.0,4673.0,7107.0,5101.0,6706.0,6114.0,7405.0,7479.0,8136.0,7928.0
nut2_dpd4,4821.0,6887.0,7025.0,5412.0,6652.0,3084.0,55732.0,43220.0,39883.0,27566.0,21027.0,4972.0
hmt2_hat1,4789.0,7091.0,6780.0,5254.0,4825.0,2381.0,1120.0,922.0,1187.0,1104.0,1199.0,694.0
vp16_empty,4749.0,5149.0,4858.0,3826.0,5086.0,3241.0,2520.0,2346.0,2751.0,2695.0,2849.0,1751.0
tdh3_gapdh,4510.0,4755.0,4863.0,3592.0,5323.0,2638.0,6432.0,5103.0,5896.0,5464.0,6573.0,6443.0
ada2_swc5,4423.0,6139.0,3832.0,3395.0,3025.0,1011.0,1107.0,1212.0,1051.0,945.0,1219.0,405.0
srb7_nut2,4418.0,6560.0,6349.0,3901.0,5190.0,1258.0,3507.0,3513.0,3230.0,3307.0,3865.0,4732.0
htl1_dpd4,4376.0,4405.0,5382.0,4720.0,5627.0,2020.0,14750.0,14124.0,14969.0,12396.0,14295.0,14533.0
ada2_snf11,4364.0,5027.0,5362.0,4013.0,6268.0,3410.0,8827.0,6507.0,7666.0,5756.0,6981.0,5227.0
srb7_ies5,4315.0,11877.0,5190.0,3486.0,3623.0,828.0,3440.0,3466.0,4032.0,2850.0,2994.0,848.0
snf11_med4,4234.0,6557.0,7158.0,5063.0,6209.0,2137.0,13080.0,8977.0,10651.0,9491.0,7679.0,2501.0
rtt102_hat2,4170.0,5158.0,4669.0,3268.0,4239.0,3158.0,4310.0,4612.0,5543.0,4981.0,5636.0,2833.0
snf11_empty,4143.0,6454.0,6485.0,4997.0,5147.0,2843.0,11086.0,11783.0,14235.0,11615.0,9083.0,9971.0
nut2_lge1,4115.0,4585.0,4779.0,3554.0,4637.0,2411.0,7381.0,5154.0,5937.0,5086.0,6424.0,4344.0
rpd3_med7,3985.0,2347.0,1332.0,858.0,886.0,165.0,1158.0,830.0,932.0,1010.0,891.0,202.0
rtt102_med4,3983.0,5901.0,6030.0,4713.0,6652.0,2885.0,6356.0,5707.0,8153.0,6557.0,7889.0,4032.0
sfh1_dpd4,3915.0,4737.0,4885.0,3108.0,4426.0,3460.0,5313.0,6839.0,11057.0,14894.0,34842.0,196510.0
rtt102_cdc36,3899.0,8937.0,3628.0,2996.0,4601.0,6933.0,986.0,1053.0,1409.0,1053.0,1313.0,943.0
tdh3_srb7,3872.0,4602.0,5441.0,3867.0,5265.0,3710.0,6389.0,5953.0,8079.0,6489.0,7564.0,5730.0
tdh3_med7,3857.0,4391.0,4579.0,3083.0,4615.0,2964.0,6512.0,6117.0,6832.0,6389.0,8152.0,3927.0
arp9_lge1,3856.0,6698.0,11891.0,9831.0,34212.0,87848.0,2675.0,2421.0,3084.0,2755.0,3063.0,2848.0
swd3_snf11,3809.0,1895.0,1529.0,960.0,1169.0,165.0,487.0,748.0,579.0,510.0,544.0,187.0
sir2_snf11,3790.0,4705.0,5537.0,4218.0,4291.0,724.0,5633.0,5410.0,5316.0,4820.0,5178.0,785.0
empty_dpd4,3741.0,8718.0,7177.0,6215.0,7992.0,1705.0,8763.0,7427.0,9726.0,7822.0,8561.0,3472.0
snf11_hat1,3728.0,4020.0,4406.0,3698.0,3694.0,992.0,4859.0,4275.0,5856.0,4463.0,3917.0,1168.0
rtt102_lge1,3726.0,4013.0,5193.0,3334.0,4693.0,1883.0,6920.0,8123.0,6300.0,6018.0,9409.0,2307.0
gapdh_dpd4,3698.0,4358.0,5255.0,3717.0,4932.0,2679.0,3419.0,3883.0,4861.0,4474.0,4909.0,2525.0
snf11_vp16,3649.0,6248.0,7350.0,6203.0,6768.0,3432.0,7917.0,8593.0,10637.0,8850.0,8298.0,31796.0
dpd4_snf11,3641.0,4896.0,4402.0,3557.0,4167.0,1891.0,6873.0,6128.0,6455.0,5067.0,6611.0,2454.0
hos2_dpd4,3638.0,4838.0,4307.0,3460.0,2913.0,1316.0,4176.0,3725.0,4330.0,3900.0,4182.0,913.0
empty_med7,3598.0,1176.0,1173.0,1105.0,1800.0,400.0,1935.0,2113.0,2100.0,1730.0,2145.0,455.0
swc5_sus1,3576.0,4108.0,4528.0,2824.0,4355.0,3151.0,3829.0,3457.0,4731.0,4186.0,4781.0,3757.0
hat1_esa1,3522.0,4184.0,10460.0,9764.0,25699.0,75447.0,2065.0,1888.0,2388.0,2089.0,2292.0,2174.0
tdh3_hat2,3483.0,6473.0,9852.0,9014.0,20511.0,35491.0,4595.0,4240.0,5549.0,5627.0,6032.0,3039.0
tdh3_bre2,3429.0,5911.0,9458.0,9020.0,23295.0,33275.0,4910.0,3577.0,4882.0,5049.0,4503.0,3800.0
dpd4_med4,3343.0,4529.0,5604.0,3887.0,5406.0,1755.0,6378.0,4101.0,5063.0,4540.0,6046.0,2242.0
rtt102_vp16,3317.0,4432.0,4840.0,3604.0,5317.0,2667.0,7723.0,6989.0,8562.0,7436.0,8195.0,3313.0
vp16_gapdh,3307.0,3705.0,4687.0,3682.0,5300.0,1713.0,6082.0,4778.0,5567.0,5366.0,5648.0,1499.0
nhp6a_nhp6a,3307.0,1164.0,1636.0,589.0,497.0,88.0,720.0,472.0,617.0,572.0,620.0,97.0
snf11_med7,3298.0,3791.0,4065.0,2730.0,3662.0,1031.0,14066.0,8386.0,10759.0,8285.0,8876.0,1914.0
esa1_snf11,3252.0,3646.0,3651.0,2567.0,3256.0,1959.0,4639.0,4579.0,6029.0,4976.0,4849.0,11145.0
tdh3_ada2,3247.0,2160.0,853.0,688.0,953.0,507.0,797.0,755.0,1025.0,890.0,1070.0,665.0
htl1_snf11,3243.0,4375.0,4129.0,3243.0,3739.0,2377.0,6339.0,5169.0,5718.0,4792.0,5707.0,3554.0
ada2_empty,3221.0,2863.0,1827.0,1158.0,1506.0,615.0,10508.0,12112.0,12275.0,4162.0,2806.0,1635.0
ada2_dpd4,3175.0,4602.0,5003.0,4168.0,4581.0,1682.0,14386.0,9189.0,11331.0,12240.0,14733.0,32460.0
btt1_srb7,3126.0,5626.0,5511.0,3964.0,5306.0,1911.0,8875.0,6586.0,7976.0,6508.0,7679.0,2031.0
nut2_eaf3,3087.0,4432.0,6092.0,2665.0,1885.0,282.0,2343.0,1518.0,1798.0,1882.0,1801.0,391.0
tdh3_empty,3046.0,3749.0,4426.0,3104.0,4379.0,2917.0,5167.0,5049.0,5340.0,4662.0,5911.0,2934.0
dpd4_srb7,2997.0,5934.0,5712.0,4521.0,5853.0,3286.0,4232.0,4302.0,4966.0,5780.0,5473.0,3107.0
nhp10_srb7,2996.0,2459.0,3573.0,1725.0,1964.0,377.0,866.0,850.0,1342.0,999.0,1379.0,395.0
nut2_gcn5,2995.0,1770.0,904.0,362.0,419.0,90.0,260.0,132.0,205.0,151.0,273.0,121.0
btt1_gapdh,2991.0,3690.0,3661.0,3147.0,4947.0,1017.0,9299.0,5813.0,7875.0,9629.0,9927.0,3258.0
dpd4_gapdh,2969.0,5250.0,9440.0,8599.0,23484.0,48457.0,4377.0,4760.0,5659.0,4998.0,6017.0,2752.0
med4_rtt102,2942.0,2544.0,2757.0,1901.0,1894.0,263.0,687.0,539.0,727.0,773.0,657.0,367.0
nut2_hat1,2925.0,3865.0,3999.0,2478.0,3922.0,2677.0,4387.0,6559.0,12758.0,18850.0,31740.0,174516.0
sus1_srb7,2869.0,2158.0,1834.0,974.0,1154.0,323.0,2792.0,3247.0,2642.0,2500.0,3207.0,443.0
med4_snf11,2867.0,4492.0,3859.0,2735.0,3632.0,1160.0,6477.0,5375.0,6012.0,4736.0,5800.0,1803.0
srb7_empty,2855.0,5544.0,5403.0,4508.0,6082.0,2077.0,14862.0,11198.0,11242.0,8315.0,9002.0,6158.0
empty_snf11,2847.0,5253.0,4285.0,3549.0,4485.0,1231.0,5481.0,4057.0,4059.0,3263.0,3426.0,2235.0
dpd4_lge1,2789.0,3367.0,3434.0,3017.0,3823.0,1049.0,4461.0,3571.0,4367.0,3997.0,5030.0,2819.0
gapdh_vp16,2783.0,3634.0,6057.0,6092.0,16640.0,121687.0,4042.0,3978.0,4153.0,4225.0,4185.0,2880.0
tdh3_sfh1,2781.0,3322.0,3683.0,2641.0,3719.0,2340.0,3211.0,3197.0,4126.0,3761.0,4591.0,3661.0
tdh3_eaf3,2758.0,2694.0,3325.0,2201.0,3047.0,1275.0,4615.0,3359.0,4236.0,3831.0,4539.0,1868.0
hhf2_rtt102,2715.0,1492.0,3404.0,3379.0,10109.0,16992.0,667.0,755.0,970.0,1034.0,969.0,583.0
hos2_snf11,2668.0,3400.0,3405.0,2514.0,3318.0,1958.0,3031.0,2609.0,3370.0,2789.0,3424.0,2325.0
tdh3_cdc36,2657.0,3676.0,3735.0,2298.0,3548.0,2420.0,7241.0,5894.0,7085.0,7370.0,8979.0,6292.0
nut2_gapdh,2623.0,2160.0,2689.0,1814.0,2562.0,914.0,3938.0,3681.0,3673.0,4450.0,4523.0,661.0
snf11_lge1,2620.0,6437.0,5584.0,3818.0,3925.0,1107.0,17990.0,11343.0,17373.0,10182.0,12275.0,5833.0
tdh3_nut2,2607.0,2815.0,2910.0,2259.0,2951.0,2226.0,5828.0,4307.0,4900.0,4238.0,4988.0,2039.0
tdh3_hat1,2560.0,4067.0,3765.0,2463.0,3861.0,1993.0,5678.0,5215.0,6182.0,5378.0,6353.0,5023.0
vp16_med4,2560.0,4457.0,4353.0,3166.0,4427.0,1762.0,12072.0,9954.0,12043.0,10985.0,11312.0,5691.0
cac2_dpd4,2528.0,3897.0,3367.0,2623.0,3381.0,949.0,7190.0,5288.0,6391.0,6589.0,7201.0,4250.0
rtt102_eaf3,2452.0,3181.0,2211.0,1642.0,2622.0,722.0,2353.0,2178.0,4511.0,4750.0,4371.0,614.0
nut2_snf11,2442.0,2388.0,2462.0,1998.0,2508.0,1604.0,3952.0,2923.0,3511.0,3061.0,3239.0,1576.0
med7_dpd4,2417.0,4250.0,4365.0,3564.0,4832.0,2129.0,10534.0,8539.0,10079.0,9443.0,8768.0,6711.0
vp16_sfh1,2411.0,3088.0,3339.0,3081.0,4321.0,2074.0,5000.0,5096.0,6935.0,6035.0,7225.0,5045.0
gapdh_snf11,2391.0,2579.0,2732.0,2392.0,2893.0,1423.0,2544.0,1883.0,2934.0,2523.0,2802.0,1839.0
swc5_snf11,2378.0,2870.0,2745.0,2319.0,2511.0,1145.0,30781.0,15150.0,9245.0,6773.0,5535.0,1544.0
nhp6a_ada2,2338.0,1576.0,698.0,259.0,472.0,130.0,168.0,181.0,309.0,329.0,270.0,69.0
srb7_sfh1,2298.0,3068.0,4791.0,3332.0,5108.0,1882.0,5314.0,4678.0,7114.0,7056.0,8522.0,1889.0
rtt102_med7,2278.0,3059.0,3288.0,2442.0,3649.0,1711.0,5578.0,5007.0,6114.0,5633.0,7417.0,35440.0
vp16_nut2,2271.0,3061.0,3110.0,2308.0,3321.0,1751.0,3930.0,3345.0,5542.0,3821.0,4213.0,2195.0
tdh3_hos2,2245.0,2282.0,2676.0,1682.0,2226.0,1482.0,2987.0,2759.0,3537.0,2975.0,3732.0,2933.0
srb7_srb7,2192.0,4270.0,4199.0,3228.0,4562.0,1338.0,7806.0,6982.0,8981.0,7410.0,8750.0,4479.0
med7_snf11,2183.0,2719.0,2673.0,2174.0,2393.0,1029.0,4478.0,3489.0,3749.0,3762.0,3719.0,2780.0
tdh3_esa1,2183.0,2542.0,2562.0,1600.0,2471.0,2039.0,2499.0,2289.0,2772.0,2503.0,2900.0,2467.0
tdh3_sus1,2148.0,3649.0,3655.0,2810.0,3605.0,1960.0,3964.0,3430.0,3845.0,3868.0,4492.0,2315.0
sir2_med7,2131.0,3970.0,4269.0,3791.0,4421.0,1030.0,2997.0,2383.0,3246.0,2933.0,3086.0,670.0
btt1_med7,2121.0,2864.0,4206.0,3020.0,3453.0,1169.0,3779.0,2880.0,3900.0,2934.0,3954.0,1132.0
tdh3_mig1,2112.0,2714.0,3202.0,2329.0,3428.0,1595.0,3809.0,2549.0,4139.0,4652.0,4484.0,1849.0
htl1_med7,2088.0,2126.0,1873.0,1505.0,1690.0,385.0,367.0,437.0,466.0,598.0,439.0,309.0
snf11_hmt2,2085.0,2177.0,3240.0,2200.0,2858.0,777.0,3267.0,2867.0,4730.0,3265.0,2992.0,83056.0
nhp10_dpd4,2052.0,4067.0,4743.0,3118.0,4088.0,2160.0,6411.0,6466.0,9341.0,7707.0,9483.0,3663.0
tdh3_ldb7,2050.0,3431.0,5696.0,4321.0,12639.0,26174.0,2408.0,2388.0,3131.0,3693.0,4500.0,2049.0
med4_lge1,2044.0,3758.0,5472.0,3957.0,7594.0,20576.0,3895.0,3640.0,4347.0,4217.0,6839.0,2393.0
med4_vp16,2037.0,3432.0,3477.0,2667.0,3881.0,1246.0,3961.0,3412.0,5096.0,4385.0,4795.0,3300.0
snf11_sfh1,2015.0,4210.0,5550.0,4340.0,4882.0,2370.0,4605.0,5322.0,3948.0,4606.0,4067.0,1823.0
snf11_mig1,2004.0,1237.0,1579.0,1655.0,2024.0,521.0,2155.0,1911.0,2247.0,2868.0,2010.0,890.0
med7_hat2,1999.0,2520.0,1972.0,1436.0,1191.0,250.0,1636.0,1146.0,1220.0,1150.0,1546.0,245.0
rtt102_gapdh,1996.0,3790.0,3673.0,2933.0,3810.0,1516.0,4000.0,3411.0,4979.0,4691.0,5199.0,2608.0
swc5_lge1,1979.0,966.0,1200.0,968.0,1886.0,764.0,11648.0,5514.0,4176.0,3022.0,3110.0,521.0
vp16_srb7,1976.0,2833.0,3373.0,2480.0,3262.0,1558.0,7443.0,6747.0,8211.0,7505.0,7925.0,6465.0
cac2_snf11,1973.0,2635.0,2801.0,2009.0,2946.0,1418.0,8822.0,10799.0,22207.0,22100.0,24572.0,2827.0
cac2_lge1,1959.0,2337.0,2821.0,2342.0,2895.0,882.0,1883.0,1165.0,1497.0,1779.0,1602.0,1899.0
spp1_snf11,1935.0,2959.0,2811.0,2219.0,2955.0,2731.0,967.0,1302.0,1542.0,1558.0,1421.0,1293.0
snf11_cdc36,1900.0,2070.0,2522.0,1423.0,1411.0,235.0,676.0,1961.0,1865.0,1441.0,698.0,325.0
srb7_mig1,1874.0,2440.0,3709.0,2664.0,3747.0,1946.0,2241.0,1923.0,4359.0,4181.0,4295.0,6005.0
cac2_med4,1835.0,2437.0,2610.0,1762.0,2521.0,1744.0,65489.0,47615.0,21594.0,10556.0,4272.0,1985.0
ldb7_snf11,1816.0,1945.0,2211.0,1494.0,1962.0,1258.0,2274.0,1942.0,2312.0,1756.0,2252.0,1457.0
sir2_vp16,1814.0,2249.0,2605.0,2026.0,2921.0,578.0,4054.0,3562.0,5215.0,4520.0,5110.0,2829.0
srb7_hat1,1810.0,2821.0,3834.0,2633.0,3781.0,1567.0,6341.0,9358.0,18036.0,12085.0,13283.0,3146.0
ies5_dpd4,1775.0,3386.0,3742.0,2525.0,2528.0,693.0,5140.0,5935.0,10183.0,10412.0,7187.0,915.0
snf11_pyk2,1769.0,3438.0,3833.0,2805.0,3091.0,1637.0,5623.0,5585.0,6958.0,5361.0,5370.0,1319.0
snf11_arp9,1769.0,612.0,435.0,367.0,546.0,153.0,1530.0,1449.0,2980.0,2121.0,1682.0,220.0
esa1_rpd3,1766.0,2596.0,1775.0,745.0,933.0,422.0,259.0,238.0,349.0,744.0,426.0,165.0
dpd4_hmt2,1753.0,2150.0,2378.0,2377.0,2485.0,878.0,2067.0,1904.0,1974.0,1813.0,3491.0,4510.0
btt1_lge1,1753.0,2555.0,2417.0,2095.0,2489.0,4249.0,6174.0,4921.0,5914.0,4827.0,5971.0,1504.0
bre2_snf11,1722.0,2959.0,2825.0,2146.0,2933.0,907.0,1982.0,2121.0,2411.0,1912.0,2544.0,1156.0
rtt102_empty,1683.0,4965.0,3201.0,2439.0,3912.0,1480.0,6346.0,4988.0,6405.0,4866.0,4736.0,3288.0
esa1_lge1,1673.0,1117.0,1334.0,843.0,1001.0,766.0,1967.0,1812.0,2013.0,2173.0,2539.0,371.0
ies5_vp16,1670.0,2217.0,2347.0,1474.0,2181.0,1421.0,1894.0,2508.0,2898.0,2606.0,2265.0,2161.0
tdh3_rpd3,1664.0,1900.0,2106.0,1768.0,2346.0,1355.0,3342.0,2785.0,3463.0,3462.0,3267.0,1888.0
dpd4_hat2,1640.0,3555.0,2763.0,2194.0,2657.0,2045.0,2964.0,2427.0,2856.0,2677.0,3076.0,877.0
htl1_hat1,1634.0,2215.0,2609.0,1394.0,1753.0,547.0,2153.0,1362.0,1511.0,1806.0,2067.0,1459.0
med7_srb7,1633.0,2479.0,3950.0,3491.0,8484.0,8864.0,6472.0,4445.0,5930.0,5100.0,6183.0,1926.0
srb7_med7,1632.0,2896.0,3431.0,2348.0,2858.0,1303.0,5210.0,5471.0,5957.0,5275.0,6316.0,2023.0
srb7_hat2,1629.0,5197.0,4536.0,3061.0,4706.0,1039.0,5859.0,4205.0,6415.0,4904.0,5949.0,3790.0
btt1_hmt2,1617.0,2244.0,2117.0,1726.0,2374.0,672.0,2787.0,2831.0,4210.0,3601.0,4096.0,4730.0
ada2_vp16,1605.0,2570.0,2651.0,2166.0,2413.0,660.0,4675.0,4764.0,4142.0,3256.0,3524.0,1349.0
sir2_med4,1580.0,3798.0,4100.0,2978.0,3445.0,1193.0,1634.0,1793.0,1555.0,2105.0,1901.0,529.0
mig1_gcn5,1564.0,563.0,635.0,337.0,790.0,84.0,42.0,47.0,65.0,42.0,49.0,50.0
spp1_empty,1559.0,715.0,1645.0,1248.0,2748.0,226.0,286.0,349.0,324.0,404.0,394.0,276.0
nut2_arp9,1555.0,4400.0,7366.0,6125.0,13671.0,11989.0,1360.0,1184.0,1470.0,1514.0,1584.0,653.0
tdh3_spp1,1554.0,1965.0,1723.0,1532.0,1933.0,1105.0,666.0,486.0,701.0,955.0,878.0,555.0
eaf3_htl1,1536.0,3488.0,6455.0,5367.0,16128.0,19577.0,860.0,780.0,995.0,864.0,943.0,902.0
cac2_med7,1534.0,2348.0,2152.0,1430.0,1963.0,1042.0,1848.0,1768.0,1893.0,1729.0,2387.0,3589.0
hst2_snf11,1521.0,2352.0,2433.0,1851.0,1870.0,369.0,7261.0,4749.0,4482.0,1310.0,1625.0,371.0
tdh3_hmt2,1521.0,2271.0,2940.0,2103.0,3565.0,1311.0,3372.0,3552.0,4195.0,3780.0,3897.0,2138.0
med7_sfh1,1520.0,1862.0,2182.0,1434.0,2426.0,1291.0,1884.0,2746.0,4352.0,7471.0,12429.0,47940.0
bre2_gapdh,1458.0,2548.0,2991.0,1530.0,1945.0,397.0,2945.0,1341.0,1672.0,1708.0,2060.0,369.0
srb7_pyk2,1448.0,1773.0,2182.0,1854.0,2451.0,642.0,4018.0,2951.0,4267.0,3682.0,4986.0,2157.0
sus1_dpd4,1447.0,2295.0,2580.0,2658.0,2409.0,591.0,4213.0,3234.0,3264.0,3020.0,2794.0,5100.0
vp16_cac2,1447.0,1413.0,1535.0,1593.0,1647.0,1003.0,1652.0,1649.0,1764.0,1587.0,1720.0,1180.0
vp16_hat1,1444.0,2234.0,2632.0,2295.0,3081.0,831.0,3376.0,2369.0,3289.0,3069.0,3947.0,1136.0
vp16_sus1,1443.0,2155.0,2243.0,1690.0,2442.0,390.0,4473.0,4637.0,4048.0,3074.0,3039.0,682.0
arp6_eaf3,1442.0,3181.0,2861.0,1463.0,1359.0,1709.0,210.0,194.0,305.0,252.0,263.0,197.0
btt1_sus1,1442.0,3022.0,3555.0,2602.0,3490.0,906.0,1191.0,1135.0,1655.0,1525.0,1888.0,720.0
srb7_swc5,1438.0,1107.0,1674.0,1500.0,1516.0,556.0,2284.0,2188.0,3261.0,1855.0,2304.0,432.0
hos1_vp16,1428.0,1510.0,1683.0,1149.0,1665.0,1399.0,2357.0,1821.0,2612.0,2287.0,2309.0,1405.0
snf11_ldb7,1420.0,4967.0,8295.0,9944.0,17662.0,1359.0,955.0,1236.0,1692.0,1164.0,1907.0,1148.0
snf11_tdh3,1392.0,2218.0,2326.0,1833.0,1824.0,1152.0,3326.0,2467.0,2631.0,2211.0,3093.0,1128.0
vp16_pyk2,1382.0,1911.0,1672.0,1320.0,2155.0,519.0,3639.0,3448.0,4134.0,3889.0,4464.0,2428.0
btt1_eaf3,1376.0,1698.0,1673.0,1640.0,2051.0,512.0,2489.0,1660.0,2904.0,2296.0,2489.0,801.0
bre2_nut2,1374.0,3543.0,3247.0,2247.0,2516.0,827.0,437.0,354.0,560.0,405.0,505.0,212.0
esa1_dpd4,1371.0,2684.0,2645.0,2414.0,2587.0,706.0,4578.0,3212.0,4650.0,3945.0,4415.0,1268.0
sir2_mig1,1347.0,2442.0,3086.0,2262.0,2853.0,1654.0,1747.0,1756.0,2618.0,3034.0,2436.0,2743.0
rtt102_hat1,1339.0,1621.0,2337.0,1763.0,2672.0,1009.0,2126.0,2757.0,3831.0,2892.0,3736.0,1124.0
btt1_rpd3,1336.0,1802.0,2165.0,1824.0,2244.0,1067.0,1684.0,1974.0,2511.0,2174.0,3034.0,2596.0
ada2_lge1,1335.0,2610.0,2442.0,1716.0,2176.0,677.0,3758.0,2907.0,3499.0,2591.0,3007.0,4667.0
swc5_rtt102,1334.0,1138.0,1823.0,817.0,1071.0,133.0,255.0,141.0,191.0,180.0,327.0,127.0
rtt102_sfh1,1323.0,1877.0,2300.0,1961.0,2880.0,1123.0,3573.0,3236.0,3980.0,4299.0,4952.0,2763.0
med4_cdc36,1321.0,2383.0,2799.0,1937.0,3179.0,804.0,1416.0,1853.0,1918.0,2101.0,2004.0,1948.0
rtt102_ldb7,1321.0,2473.0,2977.0,1850.0,2799.0,439.0,2339.0,1894.0,3438.0,3324.0,3290.0,2245.0
bre2_sus1,1319.0,1046.0,1223.0,1076.0,1315.0,159.0,376.0,225.0,507.0,547.0,637.0,161.0
snf11_nut2,1307.0,1538.0,2769.0,1480.0,1849.0,382.0,4662.0,4810.0,6402.0,3681.0,3190.0,824.0
ada2_sus1,1299.0,874.0,1034.0,833.0,1063.0,424.0,1772.0,1448.0,1398.0,1268.0,1396.0,879.0
btt1_ies5,1286.0,2101.0,2411.0,1731.0,1997.0,829.0,3224.0,2714.0,4498.0,3131.0,2837.0,1949.0
empty_srb7,1272.0,2272.0,2779.0,1597.0,2316.0,542.0,2582.0,2704.0,3184.0,2871.0,3372.0,1077.0
hhf2_dpd4,1272.0,2878.0,2852.0,1933.0,2465.0,1241.0,1452.0,1235.0,1575.0,1254.0,1350.0,717.0
btt1_hat1,1265.0,2107.0,2894.0,2104.0,2944.0,1012.0,3212.0,3275.0,3822.0,3455.0,4902.0,2954.0
nhp6a_dpd4,1265.0,2692.0,2834.0,2736.0,3370.0,1030.0,2964.0,4319.0,4190.0,4082.0,4207.0,481.0
hos1_dpd4,1261.0,1653.0,2101.0,1570.0,1633.0,504.0,2648.0,1208.0,2537.0,1515.0,2156.0,1384.0
vps71_snf11,1258.0,1961.0,2044.0,1304.0,1538.0,428.0,664.0,798.0,632.0,708.0,818.0,270.0
srb7_rpd3,1252.0,2740.0,2834.0,2574.0,2810.0,1177.0,3820.0,4036.0,5688.0,5095.0,4965.0,2839.0
rtt102_hmt2,1248.0,1750.0,2267.0,1858.0,3005.0,673.0,2807.0,2193.0,2758.0,2679.0,3016.0,1295.0
tdh3_ies5,1228.0,1640.0,1846.0,1232.0,1968.0,1481.0,2093.0,2258.0,2761.0,2051.0,1961.0,1168.0
tdh3_rtt102,1226.0,1325.0,1511.0,982.0,1474.0,956.0,2838.0,2936.0,4640.0,3826.0,3434.0,1901.0
hos2_vp16,1223.0,266.0,414.0,324.0,483.0,209.0,1218.0,939.0,1302.0,1036.0,1350.0,372.0
hst2_cdc36,1221.0,1268.0,760.0,940.0,798.0,162.0,72.0,57.0,113.0,64.0,84.0,66.0
htl1_vp16,1219.0,1779.0,1842.0,1726.0,1960.0,675.0,1640.0,1561.0,2454.0,2267.0,3953.0,666.0
ada2_med4,1210.0,1960.0,2352.0,1432.0,2342.0,953.0,3740.0,2535.0,3946.0,3303.0,5444.0,1453.0
snf11_hat2,1207.0,2562.0,3338.0,2719.0,2863.0,665.0,2036.0,1714.0,2091.0,2071.0,1928.0,1699.0
rtt102_sus1,1203.0,1873.0,1943.0,1430.0,1959.0,830.0,3486.0,3383.0,3839.0,3791.0,4160.0,1999.0
empty_empty,1194.0,3435.0,2365.0,1526.0,1675.0,329.0,1780.0,1515.0,2009.0,1711.0,1556.0,1208.0
btt1_nut2,1191.0,1645.0,2029.0,1735.0,1916.0,581.0,3507.0,3423.0,3942.0,3204.0,3833.0,1570.0
rtt102_nhp6a,1189.0,968.0,1051.0,675.0,860.0,441.0,805.0,649.0,864.0,621.0,753.0,240.0
btt1_pyk2,1171.0,1887.0,2398.0,1875.0,2907.0,1251.0,2051.0,1317.0,2587.0,1842.0,2126.0,643.0
nhp6a_snf11,1164.0,1794.0,1472.0,1290.0,1437.0,247.0,3273.0,2577.0,2111.0,1874.0,2210.0,167.0
ada2_eaf3,1146.0,1360.0,5044.0,4492.0,9987.0,26180.0,1699.0,1760.0,1780.0,1651.0,2069.0,1556.0
dpd4_sfh1,1141.0,2256.0,2583.0,2395.0,2858.0,3113.0,1601.0,1357.0,1963.0,1769.0,2269.0,970.0
vp16_eaf3,1140.0,2575.0,2080.0,1761.0,2257.0,846.0,5474.0,3671.0,4291.0,3839.0,3816.0,6477.0
vp16_rpd3,1127.0,1171.0,1513.0,1309.0,1769.0,392.0,3570.0,3342.0,4569.0,3343.0,4460.0,1370.0
srb7_ldb7,1126.0,2050.0,2342.0,1914.0,3876.0,1115.0,2374.0,1723.0,2480.0,3090.0,4627.0,2036.0
nut2_med4,1122.0,1898.0,1980.0,1434.0,2018.0,1133.0,1310.0,1305.0,1616.0,1582.0,1914.0,1261.0
tdh3_tdh3,1111.0,1133.0,1244.0,787.0,1114.0,769.0,2356.0,1772.0,2695.0,2540.0,2980.0,1041.0
gapdh_med7,1110.0,1376.0,1131.0,596.0,735.0,366.0,924.0,1173.0,1091.0,1128.0,1193.0,1495.0
nhp10_swc5,1105.0,1329.0,1228.0,893.0,817.0,196.0,1156.0,1443.0,1738.0,1633.0,1932.0,240.0
rtt102_mig1,1103.0,1487.0,2039.0,1703.0,2555.0,3446.0,1436.0,1325.0,1903.0,1750.0,2176.0,709.0
sir2_ldb7,1101.0,2116.0,3304.0,2482.0,4404.0,1347.0,1497.0,1945.0,3154.0,3126.0,4223.0,335.0
rtt102_pyk2,1099.0,1853.0,1847.0,1425.0,1916.0,648.0,3337.0,3558.0,5047.0,3131.0,3787.0,2639.0
