,bin1_rep1,bin2_rep1,bin3_rep1,bin4_rep1,bin5_rep1,bin6_rep1,bin1_rep2,bin2_rep2,bin3_rep2,bin4_rep2,bin5_rep2,bin6_rep2
med4_srb7,1095.0,1699.0,2115.0,1647.0,2725.0,1342.0,3834.0,2968.0,3636.0,4548.0,4855.0,14928.0
tdh3_pyk2,1093.0,1689.0,1794.0,1260.0,1761.0,944.0,1343.0,1655.0,1864.0,1742.0,1934.0,1073.0
rpd3_btt1,1092.0,1272.0,937.0,241.0,386.0,88.0,66.0,218.0,378.0,215.0,243.0,74.0
vp16_swc5,1090.0,1322.0,1469.0,1231.0,1752.0,506.0,1664.0,1515.0,1912.0,1140.0,1545.0,546.0
htl1_gapdh,1088.0,1425.0,1785.0,1291.0,1650.0,951.0,13450.0,10551.0,11049.0,7543.0,10818.0,1155.0
med7_lge1,1087.0,1993.0,1984.0,2370.0,1970.0,328.0,3755.0,2015.0,2947.0,2674.0,3039.0,1138.0
dpd4_rtt102,1081.0,1844.0,2223.0,1496.0,1843.0,337.0,466.0,338.0,499.0,431.0,521.0,391.0
spp1_mig1,1075.0,512.0,595.0,514.0,428.0,82.0,232.0,269.0,205.0,279.0,316.0,111.0
empty_gapdh,1072.0,1881.0,1834.0,1565.0,1740.0,726.0,2280.0,2026.0,2792.0,2396.0,3083.0,495.0
tdh3_DAM,1070.0,1201.0,1374.0,1116.0,1760.0,1225.0,1884.0,1762.0,1907.0,2113.0,2342.0,2317.0
tdh3_btt1,1069.0,1733.0,1457.0,1148.0,1627.0,1049.0,2382.0,1839.0,2007.0,1792.0,2091.0,999.0
dpd4_med7,1068.0,1863.0,1925.0,1370.0,1662.0,1004.0,4222.0,2742.0,4636.0,3275.0,3770.0,1093.0
srb7_cdc36,1068.0,2321.0,2434.0,1983.0,3156.0,1559.0,2543.0,3566.0,2627.0,2426.0,2551.0,658.0
sir2_hat1,1066.0,1512.0,1788.0,1242.0,1873.0,347.0,2843.0,2813.0,3544.0,3161.0,3314.0,2681.0
pyk1_pyk2,1065.0,1017.0,1033.0,584.0,581.0,155.0,611.0,503.0,739.0,568.0,771.0,398.0
med7_vp16,1064.0,1558.0,1712.0,1462.0,1889.0,534.0,3749.0,4107.0,5851.0,2722.0,2611.0,705.0
eaf5_hhf2,1063.0,1825.0,2029.0,2693.0,4646.0,12916.0,319.0,290.0,344.0,310.0,346.0,327.0
btt1_empty,1055.0,2286.0,2591.0,1817.0,2487.0,1979.0,3594.0,4190.0,4680.0,3649.0,4308.0,1607.0
gapdh_empty,1052.0,1230.0,1437.0,928.0,1437.0,918.0,1250.0,1073.0,1306.0,1303.0,1487.0,824.0
dpd4_hat1,1051.0,1661.0,2181.0,1541.0,2894.0,532.0,710.0,713.0,836.0,994.0,1587.0,489.0
vp16_hos2,1047.0,863.0,845.0,718.0,1132.0,484.0,1388.0,984.0,1492.0,1478.0,1840.0,183.0
tdh3_htl1,1046.0,1380.0,1376.0,928.0,1455.0,866.0,1627.0,1672.0,2359.0,2291.0,2488.0,1595.0
btt1_sfh1,1042.0,1641.0,2157.0,1903.0,2549.0,952.0,3387.0,2434.0,4072.0,3822.0,4959.0,2344.0
rtt102_nut2,1035.0,1597.0,1350.0,953.0,1343.0,418.0,2170.0,1253.0,1916.0,1481.0,1685.0,587.0
med4_nut2,1034.0,1969.0,1630.0,1310.0,1719.0,866.0,4760.0,5475.0,5298.0,6066.0,5755.0,1386.0
empty_vp16,1025.0,1912.0,1769.0,1480.0,2206.0,536.0,3139.0,2711.0,2380.0,2437.0,2780.0,548.0
vp16_hmt2,1021.0,2026.0,2678.0,2209.0,3156.0,529.0,2235.0,1542.0,1751.0,1329.0,1947.0,1476.0
dpd4_empty,1016.0,2785.0,2658.0,2045.0,2636.0,743.0,4544.0,3087.0,4296.0,4699.0,3798.0,1089.0
hmt2_snf11,1015.0,1218.0,1291.0,835.0,1609.0,564.0,1719.0,1566.0,1590.0,1317.0,1598.0,1304.0
hhf2_snf11,997.0,2204.0,2822.0,2678.0,5998.0,13980.0,2347.0,1923.0,1870.0,1572.0,1652.0,503.0
htl1_lge1,990.0,1344.0,1356.0,1146.0,1589.0,758.0,2498.0,1895.0,2901.0,2435.0,2763.0,499.0
sir2_pyk1,987.0,1894.0,2260.0,1842.0,2001.0,154.0,922.0,779.0,928.0,697.0,971.0,214.0
hos2_hat1,983.0,667.0,923.0,558.0,888.0,1600.0,929.0,651.0,991.0,879.0,1006.0,158.0
ada2_mig1,965.0,1230.0,1161.0,949.0,1311.0,513.0,648.0,304.0,447.0,437.0,718.0,150.0
srb7_sus1,964.0,2208.0,2432.0,1482.0,2137.0,600.0,3575.0,2566.0,3743.0,3431.0,3768.0,764.0
hst2_dpd4,963.0,1717.0,2210.0,1093.0,1983.0,285.0,1030.0,1087.0,1604.0,1578.0,1361.0,325.0
med4_sfh1,950.0,1567.0,2308.0,1855.0,3056.0,1111.0,1207.0,1140.0,1663.0,1962.0,2336.0,1865.0
lge1_eaf3,948.0,223.0,494.0,183.0,347.0,36.0,969.0,525.0,765.0,510.0,600.0,120.0
snf11_rpd3,946.0,2038.0,2456.0,1812.0,2159.0,762.0,4537.0,4101.0,6606.0,6565.0,4800.0,1499.0
sir2_gapdh,945.0,1265.0,1586.0,1201.0,1678.0,398.0,1226.0,882.0,1410.0,1079.0,1099.0,2297.0
empty_hhf2,944.0,595.0,781.0,1125.0,1433.0,5621.0,118.0,124.0,154.0,132.0,166.0,146.0
sus1_vp16,935.0,1292.0,1328.0,1038.0,1354.0,719.0,2773.0,2105.0,2116.0,2234.0,2480.0,1215.0
rtt102_ies5,932.0,1625.0,1531.0,976.0,1235.0,637.0,2572.0,2387.0,3140.0,2392.0,2772.0,9544.0
med4_hat1,930.0,1527.0,1989.0,1654.0,1788.0,742.0,2491.0,1626.0,2407.0,2113.0,2586.0,1906.0
nhp6a_med4,923.0,1387.0,1592.0,1180.0,1313.0,207.0,1172.0,985.0,1468.0,2304.0,1686.0,333.0
nut2_empty,920.0,1444.0,1575.0,1272.0,1869.0,271.0,1396.0,1420.0,2163.0,1434.0,2042.0,369.0
dpd4_hhf2,920.0,1359.0,1281.0,932.0,1480.0,502.0,12331.0,6489.0,4700.0,3660.0,3902.0,795.0
gapdh_sfh1,911.0,1067.0,1213.0,906.0,1157.0,823.0,1528.0,1432.0,1900.0,1965.0,1963.0,2287.0
nut2_cac2,910.0,892.0,792.0,769.0,769.0,196.0,2780.0,764.0,869.0,816.0,865.0,304.0
med7_mig1,905.0,1307.0,1259.0,840.0,1049.0,372.0,625.0,696.0,1485.0,1964.0,4528.0,9002.0
dpd4_ada2,904.0,721.0,640.0,471.0,844.0,205.0,160.0,200.0,231.0,261.0,249.0,153.0
tdh3_pyk1,901.0,1330.0,1535.0,961.0,1300.0,849.0,2523.0,2266.0,3220.0,3002.0,3038.0,998.0
sir2_eaf3,891.0,1661.0,1723.0,1213.0,1589.0,375.0,720.0,768.0,1060.0,717.0,770.0,288.0
sus1_lge1,883.0,1241.0,1448.0,1126.0,1641.0,698.0,895.0,920.0,1102.0,1257.0,1208.0,748.0
srb7_hmt2,880.0,1294.0,1856.0,1367.0,2039.0,625.0,2308.0,2071.0,2490.0,2591.0,2414.0,1733.0
snf11_btt1,879.0,2579.0,2563.0,1822.0,2176.0,389.0,6704.0,4622.0,6452.0,5436.0,5817.0,722.0
bre2_srb7,868.0,2723.0,2824.0,2099.0,1870.0,654.0,2020.0,1326.0,2279.0,2547.0,3328.0,2050.0
nut2_srb7,865.0,1226.0,1529.0,1184.0,1443.0,506.0,2416.0,3122.0,3284.0,2953.0,2760.0,4041.0
bre2_pyk2,862.0,1297.0,1565.0,960.0,970.0,291.0,935.0,721.0,889.0,647.0,756.0,179.0
rtt102_rtt102,861.0,1042.0,1064.0,950.0,1358.0,446.0,2502.0,2144.0,3024.0,2265.0,2477.0,929.0
dpd4_mig1,858.0,1195.0,1682.0,1644.0,2211.0,628.0,619.0,497.0,808.0,1651.0,1135.0,710.0
snf11_eaf3,854.0,724.0,1010.0,923.0,948.0,357.0,3600.0,1744.0,2109.0,2005.0,1939.0,357.0
tdh3_gcn5,852.0,2332.0,2784.0,1023.0,1747.0,767.0,2183.0,1868.0,1798.0,2069.0,2179.0,2521.0
med4_gapdh,849.0,1388.0,1452.0,1234.0,2267.0,900.0,3218.0,2466.0,3269.0,2618.0,3685.0,2164.0
gapdh_med4,848.0,1203.0,1380.0,843.0,1255.0,1005.0,924.0,833.0,1231.0,977.0,1193.0,818.0
med7_med7,848.0,1785.0,1667.0,1128.0,1354.0,354.0,1037.0,1069.0,1625.0,1546.0,1307.0,1849.0
swc5_vp16,846.0,1093.0,1020.0,923.0,1069.0,350.0,1329.0,1179.0,1563.0,1393.0,1738.0,436.0
empty_med4,831.0,1757.0,2169.0,1793.0,2337.0,641.0,4244.0,3121.0,3557.0,3564.0,3791.0,1171.0
pyk2_nut2,826.0,747.0,1028.0,660.0,792.0,406.0,8167.0,5300.0,10735.0,10515.0,5983.0,1998.0
med4_med7,826.0,1567.0,1824.0,1435.0,1682.0,515.0,2594.0,2354.0,2520.0,2309.0,2662.0,1073.0
btt1_hat2,821.0,1513.0,1856.0,1599.0,2166.0,704.0,6273.0,5465.0,6555.0,5618.0,5469.0,5852.0
bre2_vp16,818.0,1711.0,1400.0,1393.0,1401.0,701.0,1462.0,988.0,1633.0,1580.0,1719.0,760.0
srb7_eaf3,809.0,1388.0,1949.0,1713.0,2238.0,593.0,2631.0,2505.0,3025.0,2819.0,2915.0,631.0
lge1_dpd4,809.0,1239.0,1759.0,1178.0,1482.0,231.0,1744.0,1038.0,1314.0,1055.0,1175.0,725.0
nhp10_vp16,807.0,1235.0,1461.0,919.0,1230.0,640.0,2598.0,2205.0,3726.0,2780.0,3506.0,1260.0
eaf5_snf11,802.0,1075.0,909.0,852.0,1015.0,382.0,2086.0,1303.0,1605.0,1293.0,1303.0,437.0
tdh3_swc5,798.0,902.0,896.0,681.0,962.0,766.0,2899.0,2088.0,2363.0,2009.0,2428.0,1298.0
ies5_med7,795.0,1061.0,996.0,610.0,907.0,258.0,547.0,598.0,1249.0,1170.0,1841.0,9028.0
sir2_sus1,792.0,1396.0,1587.0,1492.0,1397.0,622.0,1705.0,1404.0,1816.0,1784.0,1913.0,204.0
cac2_arp6,788.0,143.0,194.0,85.0,247.0,14.0,20.0,92.0,36.0,33.0,50.0,25.0
med7_empty,785.0,1542.0,1599.0,1430.0,2435.0,488.0,1125.0,1255.0,1350.0,1123.0,1217.0,403.0
nut2_sus1,784.0,802.0,884.0,767.0,996.0,266.0,981.0,1228.0,1546.0,1129.0,1123.0,385.0
swc5_hat2,783.0,1538.0,1880.0,1324.0,1671.0,430.0,1202.0,788.0,1128.0,1101.0,1199.0,263.0
mig1_med4,781.0,516.0,608.0,461.0,646.0,460.0,1607.0,1084.0,1658.0,1274.0,1592.0,692.0
ada2_hat1,779.0,1536.0,2080.0,1828.0,1950.0,899.0,1443.0,1098.0,1920.0,1840.0,2062.0,542.0
srb7_rtt102,778.0,1646.0,1540.0,1244.0,1791.0,692.0,1529.0,1885.0,2387.0,2122.0,2418.0,683.0
snf11_ies5,776.0,1612.0,691.0,973.0,642.0,163.0,217.0,207.0,247.0,286.0,334.0,207.0
sir2_gcn5,766.0,1288.0,1423.0,1129.0,1385.0,259.0,2828.0,2562.0,3599.0,2969.0,3520.0,3893.0
spp1_dpd4,766.0,1568.0,1820.0,1382.0,2045.0,361.0,3474.0,2001.0,3862.0,2434.0,2852.0,509.0
sir2_rtt102,756.0,838.0,786.0,620.0,815.0,144.0,512.0,395.0,383.0,220.0,529.0,130.0
nhp10_sfh1,754.0,809.0,1149.0,812.0,1120.0,445.0,1088.0,1191.0,2408.0,1903.0,1663.0,406.0
mig1_dpd4,752.0,1149.0,1235.0,920.0,1317.0,401.0,3738.0,2773.0,3883.0,3593.0,3910.0,1255.0
empty_lge1,751.0,2183.0,2402.0,1957.0,2708.0,574.0,4729.0,3678.0,4607.0,3505.0,3261.0,1543.0
ada2_sfh1,749.0,924.0,1344.0,870.0,1064.0,493.0,750.0,782.0,1059.0,1046.0,1341.0,300.0
nut2_tdh3,748.0,1009.0,1326.0,1258.0,1140.0,351.0,480.0,267.0,292.0,229.0,221.0,329.0
med4_mig1,748.0,814.0,1019.0,926.0,1215.0,445.0,2181.0,1788.0,2343.0,2647.0,2900.0,2564.0
dpd4_sus1,747.0,2051.0,1278.0,936.0,1338.0,615.0,3714.0,2233.0,4072.0,2820.0,3543.0,630.0
nhp10_hhf2,744.0,546.0,589.0,315.0,349.0,554.0,377.0,245.0,698.0,465.0,528.0,134.0
btt1_btt1,744.0,892.0,1517.0,1147.0,1489.0,473.0,1194.0,1101.0,1514.0,1258.0,1468.0,1135.0
gcn5_vp16,731.0,301.0,290.0,175.0,404.0,40.0,43.0,43.0,60.0,48.0,46.0,46.0
ada2_srb7,728.0,1315.0,1148.0,998.0,1425.0,235.0,1321.0,907.0,1075.0,813.0,1391.0,875.0
ldb7_dpd4,727.0,1218.0,1141.0,1122.0,1194.0,644.0,900.0,1225.0,1381.0,1693.0,1333.0,645.0
swc5_hmt2,726.0,513.0,495.0,616.0,480.0,83.0,378.0,278.0,577.0,388.0,685.0,94.0
tdh3_arp9,725.0,992.0,991.0,713.0,999.0,459.0,1535.0,774.0,1316.0,1038.0,1238.0,1158.0
spp1_vp16,723.0,1019.0,1364.0,1047.0,1451.0,411.0,1841.0,1748.0,1803.0,2349.0,2400.0,1100.0
esa1_gapdh,723.0,988.0,1579.0,1221.0,1478.0,268.0,1618.0,1507.0,1262.0,1321.0,1606.0,721.0
sir2_rpd3,722.0,1008.0,1307.0,1176.0,1177.0,843.0,238.0,204.0,352.0,398.0,468.0,148.0
sir2_DAM,722.0,1183.0,1455.0,1008.0,1924.0,1128.0,1293.0,1481.0,2629.0,2094.0,3455.0,3179.0
rtt102_btt1,720.0,1029.0,1483.0,860.0,1208.0,452.0,1366.0,990.0,1812.0,998.0,1587.0,1016.0
nhp10_empty,719.0,614.0,827.0,512.0,677.0,200.0,487.0,1068.0,1474.0,1264.0,1254.0,691.0
swc5_med4,719.0,914.0,1933.0,2148.0,1946.0,302.0,1141.0,658.0,1251.0,1384.0,1890.0,463.0
gapdh_lge1,718.0,1210.0,1103.0,665.0,1134.0,671.0,2152.0,1644.0,2134.0,2019.0,2366.0,775.0
eaf5_dpd4,718.0,884.0,1119.0,962.0,1300.0,323.0,2266.0,1574.0,1612.0,1277.0,1533.0,1036.0
arp6_dpd4,716.0,634.0,692.0,628.0,633.0,88.0,507.0,207.0,307.0,390.0,243.0,129.0
pyk1_mig1,715.0,925.0,1213.0,956.0,1581.0,334.0,285.0,280.0,348.0,321.0,328.0,296.0
med4_nhp6a,714.0,1291.0,1358.0,1037.0,1296.0,187.0,1960.0,1497.0,1652.0,1187.0,1298.0,217.0
cac2_gapdh,713.0,874.0,1071.0,860.0,1187.0,294.0,1251.0,1845.0,1345.0,1100.0,1575.0,2288.0
sir2_ada2,712.0,1030.0,1263.0,824.0,936.0,686.0,132.0,148.0,311.0,780.0,1037.0,546.0
dpd4_ies5,711.0,1197.0,1126.0,646.0,831.0,671.0,2835.0,2179.0,3100.0,2203.0,2480.0,2280.0
pyk1_snf11,710.0,801.0,1121.0,720.0,1063.0,513.0,1232.0,995.0,1103.0,1190.0,1088.0,605.0
dpd4_arp6,708.0,856.0,913.0,520.0,868.0,650.0,798.0,1104.0,3309.0,4553.0,9481.0,27565.0
rtt102_rpd3,707.0,1055.0,1178.0,1014.0,1380.0,449.0,1890.0,1621.0,2204.0,2129.0,1897.0,1326.0
spp1_srb7,701.0,1310.0,1629.0,1485.0,2021.0,675.0,2103.0,1462.0,2119.0,1899.0,2187.0,1784.0
snf11_spp1,701.0,1184.0,1435.0,1368.0,1675.0,182.0,1948.0,1458.0,2765.0,1921.0,2489.0,1531.0
empty_sus1,699.0,1221.0,1076.0,860.0,1311.0,385.0,3409.0,1198.0,2008.0,1539.0,2050.0,601.0
esa1_ies5,688.0,1397.0,1304.0,1130.0,978.0,300.0,1225.0,580.0,975.0,942.0,982.0,189.0
sir2_lge1,685.0,733.0,772.0,507.0,824.0,413.0,4644.0,5336.0,4768.0,5084.0,5444.0,2611.0
dpd4_arp9,678.0,1135.0,1360.0,1004.0,1384.0,1179.0,1364.0,1017.0,4916.0,3481.0,1918.0,462.0
dpd4_DAM,676.0,984.0,975.0,1055.0,1842.0,1082.0,959.0,848.0,1235.0,1092.0,1427.0,224.0
srb7_DAM,670.0,1084.0,1215.0,1388.0,2119.0,481.0,1821.0,2159.0,3089.0,1669.0,2926.0,2271.0
bre2_lge1,669.0,1195.0,1356.0,1083.0,1623.0,571.0,1503.0,1465.0,1534.0,1704.0,1579.0,428.0
empty_rpd3,668.0,1021.0,1149.0,746.0,1088.0,169.0,1023.0,1871.0,2512.0,1164.0,2147.0,1004.0
hmt2_dpd4,668.0,700.0,814.0,812.0,1080.0,542.0,2531.0,2431.0,2868.0,2938.0,2878.0,1057.0
swc5_srb7,667.0,1308.0,1190.0,779.0,1076.0,289.0,1872.0,1719.0,2456.0,1925.0,2609.0,401.0
sus1_snf11,666.0,754.0,971.0,717.0,851.0,395.0,2322.0,1565.0,1822.0,1502.0,1665.0,1275.0
tdh3_cac2,664.0,1034.0,1069.0,682.0,980.0,525.0,1937.0,3035.0,3200.0,2761.0,3223.0,706.0
mig1_snf11,660.0,1813.0,1177.0,900.0,994.0,440.0,853.0,747.0,881.0,926.0,1091.0,340.0
med4_sus1,654.0,965.0,1258.0,840.0,1560.0,646.0,5818.0,7598.0,6014.0,8350.0,8067.0,537.0
htl1_med4,647.0,962.0,1160.0,871.0,1337.0,695.0,1386.0,1199.0,1159.0,1121.0,1150.0,345.0
snf11_arp6,643.0,924.0,776.0,576.0,571.0,115.0,1159.0,1220.0,1205.0,1317.0,1274.0,156.0
ies5_snf11,643.0,875.0,895.0,649.0,610.0,138.0,1267.0,1257.0,1104.0,1078.0,1206.0,150.0
nhp10_med4,637.0,1104.0,2017.0,1222.0,1280.0,454.0,1692.0,1584.0,2094.0,2044.0,1984.0,611.0
med4_empty,634.0,1143.0,1115.0,803.0,1172.0,568.0,8122.0,7147.0,6592.0,5345.0,4768.0,857.0
ada2_med7,631.0,1129.0,1235.0,1147.0,1352.0,409.0,1544.0,957.0,1279.0,868.0,1346.0,1832.0
tdh3_hst2,624.0,501.0,455.0,408.0,593.0,481.0,741.0,867.0,792.0,1187.0,924.0,237.0
srb7_btt1,620.0,937.0,1142.0,804.0,1337.0,1253.0,914.0,868.0,1175.0,974.0,1073.0,427.0
sfh1_hat2,617.0,878.0,842.0,620.0,822.0,714.0,1017.0,816.0,999.0,962.0,1049.0,780.0
dpd4_swc5,617.0,930.0,869.0,753.0,1004.0,619.0,2491.0,1941.0,2866.0,2676.0,3010.0,832.0
nut2_ies5,617.0,753.0,935.0,738.0,914.0,223.0,1387.0,1216.0,2758.0,1912.0,1593.0,610.0
htl1_hos2,615.0,1147.0,981.0,871.0,1296.0,591.0,414.0,331.0,430.0,529.0,402.0,158.0
med4_btt1,615.0,1422.0,1130.0,1066.0,1458.0,241.0,834.0,2102.0,1050.0,2320.0,1348.0,230.0
srb7_htl1,603.0,730.0,832.0,758.0,1081.0,1197.0,687.0,845.0,1141.0,1173.0,1629.0,215.0
btt1_gcn5,598.0,1040.0,1045.0,1038.0,1537.0,458.0,2127.0,1699.0,2914.0,2604.0,3188.0,415.0
esa1_swc5,597.0,839.0,1077.0,975.0,1274.0,865.0,515.0,506.0,459.0,524.0,764.0,279.0
vp16_DAM,590.0,890.0,1358.0,1242.0,2067.0,643.0,2465.0,2018.0,2124.0,2004.0,2500.0,491.0
hmt2_vp16,590.0,734.0,688.0,492.0,679.0,532.0,910.0,808.0,1284.0,993.0,1288.0,624.0
ada2_gapdh,589.0,906.0,1152.0,783.0,1131.0,259.0,5348.0,2454.0,1380.0,1642.0,1355.0,282.0
ada2_nut2,584.0,728.0,662.0,668.0,1035.0,107.0,585.0,672.0,679.0,676.0,665.0,128.0
empty_sfh1,581.0,1068.0,1073.0,1076.0,1457.0,421.0,1370.0,1357.0,1910.0,2278.0,2743.0,1832.0
hos1_snf11,581.0,708.0,726.0,485.0,635.0,218.0,1105.0,1270.0,1253.0,1155.0,1557.0,1917.0
vp16_ldb7,575.0,564.0,827.0,706.0,1265.0,470.0,1202.0,918.0,1630.0,1526.0,2665.0,349.0
rtt102_DAM,573.0,804.0,1683.0,1453.0,1682.0,3931.0,678.0,791.0,830.0,1045.0,1066.0,682.0
htl1_pyk2,573.0,1189.0,1233.0,1048.0,1485.0,229.0,2352.0,1112.0,2122.0,1531.0,2061.0,309.0
sfh1_srb7,570.0,680.0,650.0,451.0,747.0,682.0,595.0,548.0,669.0,667.0,663.0,681.0
vp16_bre2,569.0,1005.0,1181.0,910.0,1689.0,747.0,2444.0,2110.0,2562.0,2319.0,2649.0,481.0
hmt2_lge1,568.0,4159.0,2238.0,916.0,1058.0,373.0,2963.0,1744.0,1977.0,1798.0,1939.0,3242.0
bre2_sfh1,562.0,765.0,1273.0,858.0,1495.0,438.0,1315.0,1466.0,1609.0,1642.0,2120.0,1071.0
sus1_med7,561.0,1068.0,849.0,570.0,652.0,182.0,133.0,188.0,261.0,175.0,201.0,101.0
htl1_rpd3,557.0,997.0,1096.0,1007.0,995.0,317.0,2243.0,1595.0,2941.0,4012.0,3767.0,1285.0
btt1_ada2,557.0,750.0,739.0,672.0,800.0,348.0,2631.0,1938.0,2374.0,2160.0,2521.0,2666.0
vp16_cdc36,555.0,2428.0,1599.0,1196.0,1872.0,996.0,3812.0,3851.0,3643.0,2965.0,2547.0,1248.0
srb7_gcn5,554.0,892.0,1088.0,723.0,1437.0,424.0,1362.0,990.0,1967.0,1953.0,2017.0,868.0
dpd4_pyk2,549.0,917.0,1326.0,818.0,965.0,351.0,795.0,912.0,1077.0,922.0,1015.0,351.0
med7_med4,545.0,1177.0,1243.0,844.0,1173.0,474.0,2560.0,1613.0,2344.0,2520.0,2581.0,2758.0
rpd3_srb7,537.0,398.0,389.0,337.0,547.0,41.0,124.0,174.0,224.0,229.0,171.0,60.0
sir2_pyk2,534.0,996.0,1429.0,1029.0,1430.0,265.0,1758.0,927.0,1453.0,1369.0,1592.0,299.0
hos1_med4,531.0,1282.0,409.0,408.0,334.0,117.0,1005.0,632.0,1081.0,1708.0,1617.0,486.0
sir2_arp9,530.0,462.0,662.0,461.0,812.0,162.0,2714.0,2280.0,2572.0,2464.0,2603.0,237.0
med7_ies5,528.0,781.0,720.0,481.0,687.0,190.0,1811.0,1124.0,2414.0,1143.0,1620.0,217.0
vp16_btt1,527.0,725.0,721.0,570.0,780.0,189.0,1504.0,1268.0,1331.0,1294.0,1413.0,706.0
med4_swc5,525.0,716.0,890.0,632.0,877.0,226.0,1187.0,996.0,962.0,828.0,1048.0,561.0
gapdh_srb7,524.0,648.0,839.0,510.0,717.0,360.0,633.0,525.0,703.0,802.0,1042.0,1710.0
vp16_mig1,523.0,1606.0,2110.0,1728.0,1865.0,431.0,1068.0,1869.0,3092.0,2332.0,3393.0,284.0
hat1_lge1,522.0,500.0,933.0,494.0,497.0,120.0,36.0,37.0,50.0,53.0,52.0,65.0
btt1_htl1,521.0,844.0,939.0,652.0,1116.0,302.0,494.0,500.0,705.0,678.0,839.0,548.0
empty_nut2,518.0,572.0,927.0,784.0,1202.0,216.0,944.0,959.0,1200.0,1195.0,1287.0,22985.0
med4_pyk2,513.0,542.0,766.0,562.0,761.0,471.0,1603.0,1563.0,2878.0,1856.0,1974.0,2983.0
srb7_hos2,512.0,1216.0,1369.0,1065.0,1388.0,565.0,1928.0,1452.0,1910.0,1255.0,1415.0,371.0
eaf5_gapdh,512.0,745.0,738.0,487.0,855.0,379.0,1294.0,804.0,1149.0,1169.0,1223.0,411.0
hos2_empty,510.0,852.0,801.0,733.0,1103.0,839.0,1089.0,866.0,1117.0,883.0,1201.0,799.0
htl1_srb7,507.0,882.0,922.0,571.0,1050.0,284.0,1198.0,1504.0,1857.0,2055.0,1862.0,2775.0
bre2_med4,507.0,1444.0,1489.0,1105.0,1379.0,377.0,1407.0,1294.0,1797.0,1529.0,1995.0,2362.0
gapdh_sus1,500.0,701.0,871.0,628.0,978.0,408.0,799.0,780.0,2551.0,3911.0,6636.0,6556.0
rpd3_empty,492.0,468.0,583.0,430.0,719.0,404.0,336.0,252.0,633.0,306.0,412.0,79.0
ies5_hmt2,479.0,342.0,914.0,524.0,544.0,1320.0,154.0,371.0,162.0,154.0,166.0,127.0
cac2_vp16,478.0,842.0,1062.0,972.0,1389.0,472.0,1055.0,1938.0,1519.0,1446.0,1664.0,365.0
srb7_ada2,476.0,795.0,927.0,716.0,1047.0,332.0,2777.0,1931.0,2592.0,1902.0,2259.0,1256.0
sir2_sfh1,474.0,1018.0,1361.0,788.0,1479.0,335.0,1713.0,1278.0,2123.0,2401.0,2640.0,2139.0
btt1_ldb7,474.0,663.0,881.0,824.0,1457.0,811.0,2835.0,1694.0,2282.0,2426.0,3429.0,1123.0
dpd4_cdc36,472.0,600.0,617.0,371.0,600.0,337.0,1052.0,1438.0,1448.0,1060.0,1817.0,1473.0
btt1_tdh3,472.0,757.0,1100.0,660.0,766.0,271.0,3166.0,5255.0,3403.0,3272.0,3083.0,1072.0
snf11_swd3,471.0,996.0,1456.0,751.0,642.0,427.0,1562.0,1305.0,2246.0,2103.0,1536.0,186.0
gapdh_gapdh,469.0,590.0,728.0,481.0,690.0,407.0,1272.0,875.0,1078.0,1249.0,948.0,976.0
rtt102_spp1,469.0,1025.0,1212.0,848.0,1416.0,483.0,845.0,621.0,764.0,775.0,772.0,282.0
ada2_nhp6a,469.0,474.0,563.0,366.0,533.0,680.0,4928.0,15249.0,8285.0,1735.0,7141.0,1005.0
esa1_srb7,468.0,668.0,932.0,717.0,1062.0,302.0,2027.0,1709.0,1903.0,1613.0,1575.0,1539.0
sir2_bre2,468.0,609.0,807.0,836.0,802.0,348.0,281.0,299.0,508.0,665.0,658.0,196.0
cac2_pyk2,466.0,753.0,861.0,1059.0,1125.0,116.0,398.0,602.0,790.0,564.0,891.0,128.0
nut2_hat2,466.0,563.0,637.0,641.0,697.0,156.0,887.0,1049.0,889.0,896.0,943.0,181.0
med7_eaf3,466.0,624.0,925.0,641.0,832.0,142.0,1116.0,907.0,1196.0,918.0,1133.0,153.0
eaf5_med4,465.0,440.0,692.0,417.0,559.0,234.0,982.0,792.0,836.0,766.0,867.0,257.0
hmt2_med4,464.0,618.0,789.0,480.0,630.0,436.0,891.0,873.0,960.0,1021.0,1102.0,535.0
btt1_hos2,464.0,866.0,982.0,614.0,881.0,1353.0,1162.0,928.0,1222.0,1000.0,1181.0,292.0
bre2_hat1,463.0,918.0,1122.0,913.0,1091.0,239.0,1782.0,1300.0,1337.0,1492.0,1717.0,220.0
htl1_cdc36,461.0,1132.0,1556.0,885.0,1814.0,490.0,301.0,390.0,386.0,296.0,359.0,340.0
bre2_htl1,460.0,1009.0,1966.0,2103.0,5522.0,10717.0,421.0,428.0,827.0,1812.0,2390.0,16347.0
dpd4_nut2,460.0,853.0,818.0,661.0,860.0,287.0,573.0,729.0,850.0,1171.0,1076.0,328.0
vp16_pyk1,458.0,647.0,836.0,670.0,1089.0,166.0,1225.0,937.0,1304.0,1246.0,1461.0,186.0
snf11_hos1,457.0,974.0,1060.0,1490.0,1000.0,270.0,1626.0,2505.0,3922.0,3553.0,2862.0,224.0
sir2_empty,454.0,558.0,601.0,472.0,696.0,149.0,922.0,1009.0,1514.0,1344.0,1270.0,1131.0
mig1_btt1,454.0,405.0,99.0,26.0,56.0,14.0,68.0,71.0,82.0,46.0,75.0,16.0
