,bin1_rep1,bin2_rep1,bin3_rep1,bin4_rep1,bin5_rep1,bin6_rep1,bin7_rep1,bin8_rep1,bin1_rep2,bin2_rep2,bin3_rep2,bin4_rep2,bin5_rep2,bin6_rep2,bin7_rep2,bin8_rep2
srb7_med4,7996.0,7531.0,10650.0,11915.0,17806.0,24781.0,10523.0,13317.0,8467.0,8696.0,10332.0,13717.0,31869.0,45244.0,357514.0,244693.0
srb7_gapdh,7918.0,6490.0,7538.0,2952.0,2162.0,1993.0,1999.0,2737.0,9715.0,10384.0,6783.0,2062.0,2577.0,2501.0,2230.0,2450.0
htl1_dpd4,7708.0,7261.0,6741.0,2118.0,1953.0,2099.0,1441.0,2112.0,27857.0,13643.0,5456.0,1391.0,1820.0,1964.0,1648.0,1751.0
ada2_eaf3,7411.0,3648.0,2747.0,1104.0,462.0,421.0,481.0,685.0,1853.0,1340.0,971.0,449.0,627.0,586.0,526.0,514.0
vp16_nhp6a,7336.0,6918.0,8140.0,6044.0,5689.0,5794.0,5803.0,8811.0,6866.0,7137.0,6380.0,5199.0,7720.0,7608.0,6628.0,7344.0
tdh3_med4,7215.0,8079.0,20896.0,49582.0,115921.0,66991.0,8095.0,7006.0,7263.0,8623.0,14217.0,35781.0,110989.0,73792.0,8769.0,5747.0
dpd4_srb7,7191.0,5742.0,9633.0,4963.0,1861.0,1363.0,1119.0,1544.0,5238.0,5552.0,5233.0,2877.0,1529.0,1419.0,1300.0,1433.0
snf11_lge1,7083.0,3879.0,4659.0,2244.0,1131.0,986.0,993.0,1485.0,5398.0,3808.0,3135.0,1295.0,1684.0,1434.0,1116.0,1225.0
empty_dpd4,6892.0,6608.0,6195.0,2110.0,1142.0,1162.0,1071.0,1472.0,7909.0,8598.0,4978.0,1210.0,1344.0,1587.0,1116.0,1280.0
dpd4_mig1,6829.0,3937.0,2595.0,415.0,398.0,358.0,385.0,549.0,3081.0,3402.0,1157.0,675.0,567.0,427.0,440.0,446.0
tdh3_pyk1,6802.0,5775.0,4946.0,1059.0,825.0,649.0,729.0,992.0,5607.0,7104.0,3974.0,745.0,939.0,881.0,1086.0,1215.0
tdh3_ies5,6590.0,7051.0,4212.0,1389.0,1259.0,1009.0,877.0,1256.0,6106.0,9533.0,3473.0,994.0,1167.0,1080.0,976.0,1052.0
med7_DAM,6557.0,9717.0,6561.0,6941.0,950.0,4976.0,219.0,311.0,607.0,495.0,330.0,329.0,304.0,297.0,267.0,259.0
dpd4_gapdh,6382.0,5567.0,5129.0,2383.0,1898.0,1979.0,1997.0,2950.0,5506.0,6189.0,3854.0,1600.0,2477.0,2363.0,2016.0,2328.0
tdh3_nut2,6375.0,8154.0,13664.0,10552.0,3952.0,1570.0,1405.0,1959.0,5430.0,9121.0,9839.0,8011.0,5282.0,2142.0,1566.0,1722.0
dpd4_lge1,6177.0,5694.0,6244.0,2544.0,1106.0,960.0,809.0,1139.0,6669.0,7005.0,4832.0,1389.0,1395.0,1326.0,965.0,955.0
rtt102_empty,6078.0,5845.0,8979.0,4086.0,2385.0,1178.0,1081.0,1554.0,3937.0,6097.0,4934.0,2401.0,1600.0,1284.0,1333.0,1356.0
med4_med4,5890.0,5811.0,11297.0,20244.0,18181.0,39584.0,154928.0,5649.0,5197.0,5003.0,5336.0,5825.0,10178.0,8353.0,4564.0,4385.0
tdh3_tdh3,5878.0,6682.0,5493.0,1297.0,753.0,654.0,586.0,1566.0,5947.0,10731.0,6024.0,1231.0,821.0,801.0,701.0,760.0
srb7_srb7,5735.0,5511.0,8655.0,3933.0,1934.0,1829.0,1828.0,1576.0,6706.0,6655.0,6765.0,3314.0,2361.0,1499.0,1284.0,1889.0
rtt102_lge1,5626.0,5581.0,7030.0,3339.0,1534.0,1353.0,1290.0,1937.0,6792.0,9618.0,6678.0,2046.0,2299.0,2476.0,1458.0,1628.0
cac2_dpd4,5624.0,5001.0,4736.0,1848.0,759.0,912.0,787.0,1149.0,6678.0,5723.0,3061.0,859.0,941.0,1200.0,775.0,826.0
btt1_gapdh,5509.0,4335.0,4784.0,1865.0,921.0,783.0,866.0,1161.0,7979.0,7703.0,4715.0,1005.0,1309.0,1467.0,1202.0,1655.0
tdh3_eaf3,5496.0,5086.0,8218.0,3762.0,1652.0,1082.0,1029.0,1531.0,4406.0,8076.0,6253.0,4638.0,2718.0,1514.0,1167.0,1172.0
bre2_dpd4,5467.0,5484.0,5619.0,2403.0,1338.0,1191.0,1296.0,1991.0,4507.0,4328.0,3137.0,1405.0,1663.0,1685.0,1458.0,1603.0
med4_mig1,5436.0,2530.0,2044.0,583.0,431.0,418.0,406.0,556.0,2853.0,1825.0,985.0,343.0,515.0,513.0,465.0,488.0
srb7_snf11,5382.0,4964.0,5513.0,4516.0,8057.0,31065.0,54069.0,57495.0,5040.0,4983.0,4431.0,4369.0,19717.0,70986.0,104795.0,293875.0
dpd4_empty,5366.0,4981.0,9255.0,3879.0,1148.0,1000.0,685.0,1056.0,3788.0,4421.0,4059.0,1728.0,1190.0,1690.0,1030.0,1001.0
ldb7_dpd4,5196.0,3956.0,2511.0,1336.0,484.0,446.0,457.0,689.0,14460.0,11179.0,3757.0,605.0,686.0,679.0,649.0,552.0
sus1_dpd4,5125.0,3391.0,2557.0,820.0,457.0,485.0,489.0,756.0,4398.0,3540.0,1859.0,496.0,608.0,618.0,535.0,612.0
btt1_srb7,4998.0,4602.0,7758.0,4098.0,1549.0,965.0,1447.0,1362.0,5437.0,5488.0,6284.0,3074.0,2235.0,1310.0,1096.0,1139.0
med4_DAM,4879.0,4526.0,5267.0,3962.0,4241.0,3918.0,3813.0,6035.0,5197.0,4866.0,4371.0,3682.0,5292.0,5246.0,4699.0,5196.0
hmt2_dpd4,4807.0,4534.0,3260.0,573.0,472.0,452.0,448.0,643.0,4122.0,4188.0,2522.0,523.0,617.0,627.0,605.0,544.0
esa1_dpd4,4746.0,3034.0,3671.0,1364.0,618.0,518.0,481.0,693.0,5810.0,5281.0,2827.0,753.0,684.0,891.0,673.0,602.0
med4_hat1,4726.0,5877.0,12477.0,14168.0,2187.0,482.0,466.0,767.0,2903.0,2643.0,2544.0,986.0,1012.0,836.0,831.0,640.0
snf11_gapdh,4689.0,2863.0,2854.0,1007.0,755.0,699.0,744.0,1073.0,4880.0,4662.0,2156.0,676.0,993.0,884.0,859.0,859.0
rtt102_hat2,4670.0,4070.0,5432.0,3351.0,2923.0,2579.0,2163.0,3210.0,4873.0,5766.0,4380.0,2218.0,2892.0,2795.0,2518.0,2668.0
sfh1_dpd4,4654.0,4611.0,5010.0,3476.0,3135.0,3144.0,2980.0,4509.0,3895.0,4052.0,2817.0,2783.0,3684.0,3807.0,3603.0,4024.0
gapdh_empty,4647.0,6038.0,7745.0,5085.0,1329.0,1479.0,1100.0,871.0,3478.0,8703.0,6634.0,3190.0,1068.0,826.0,1014.0,765.0
dpd4_ies5,4577.0,3958.0,3571.0,769.0,441.0,341.0,363.0,527.0,2820.0,2846.0,1316.0,387.0,446.0,532.0,417.0,440.0
cac2_hmt2,4527.0,3734.0,2141.0,597.0,151.0,124.0,6531.0,170.0,594.0,628.0,340.0,138.0,180.0,177.0,137.0,159.0
med4_gapdh,4508.0,3376.0,4134.0,1420.0,635.0,394.0,376.0,518.0,4051.0,3350.0,2485.0,517.0,494.0,525.0,415.0,464.0
snf11_hmt2,4355.0,3236.0,2381.0,911.0,654.0,566.0,628.0,868.0,2702.0,2093.0,1585.0,623.0,734.0,794.0,716.0,782.0
tdh3_hhf2,4307.0,3928.0,2331.0,615.0,407.0,637.0,361.0,481.0,1984.0,2209.0,959.0,311.0,418.0,460.0,343.0,405.0
btt1_vp16,4301.0,3645.0,5203.0,6929.0,12606.0,57542.0,23066.0,46697.0,4018.0,4452.0,5842.0,8182.0,23377.0,38543.0,22724.0,29755.0
gapdh_lge1,4296.0,5384.0,4587.0,1767.0,906.0,575.0,549.0,817.0,2990.0,6583.0,3599.0,1018.0,766.0,845.0,572.0,671.0
rtt102_hat1,4272.0,3157.0,4940.0,1617.0,1057.0,645.0,573.0,946.0,3695.0,4139.0,4213.0,1491.0,1216.0,1164.0,670.0,787.0
med4_lge1,4266.0,3460.0,4685.0,2320.0,1332.0,1165.0,1139.0,1498.0,4194.0,3558.0,3402.0,1254.0,1557.0,1647.0,1226.0,1355.0
gapdh_gapdh,4265.0,3656.0,3216.0,925.0,369.0,303.0,334.0,467.0,2700.0,3968.0,1560.0,421.0,433.0,509.0,381.0,388.0
btt1_lge1,4228.0,4284.0,5735.0,3122.0,1108.0,755.0,592.0,1125.0,5012.0,5302.0,4608.0,1653.0,1065.0,824.0,792.0,823.0
snf11_snf11,4212.0,3498.0,3926.0,4839.0,20070.0,51692.0,19825.0,6942.0,4665.0,4343.0,3651.0,5169.0,47790.0,93446.0,17905.0,5154.0
tdh3_bre2,4124.0,4602.0,5279.0,2317.0,1610.0,1388.0,1419.0,2150.0,6070.0,10538.0,7283.0,4971.0,3059.0,2590.0,1699.0,2153.0
btt1_cdc36,4065.0,3926.0,5725.0,7559.0,6727.0,3700.0,3317.0,4681.0,4397.0,4675.0,5804.0,7638.0,11539.0,6473.0,3915.0,5056.0
srb7_hat1,4004.0,3459.0,5458.0,3260.0,1499.0,1442.0,915.0,2085.0,4821.0,4218.0,5078.0,2436.0,1666.0,1330.0,1085.0,1110.0
dpd4_hat2,3995.0,2518.0,3017.0,1395.0,887.0,611.0,555.0,772.0,5064.0,2891.0,2502.0,918.0,776.0,912.0,705.0,684.0
srb7_vp16,3982.0,3704.0,5580.0,7495.0,14405.0,35562.0,29677.0,75812.0,3816.0,4180.0,5312.0,8971.0,25972.0,41281.0,25162.0,40333.0
mig1_dpd4,3979.0,2345.0,1674.0,533.0,307.0,307.0,347.0,400.0,1742.0,1740.0,720.0,275.0,387.0,396.0,286.0,320.0
srb7_hmt2,3937.0,2630.0,3359.0,969.0,422.0,380.0,395.0,556.0,3703.0,4307.0,3120.0,761.0,463.0,450.0,420.0,494.0
vp16_hat2,3920.0,5170.0,3541.0,2551.0,2174.0,1948.0,2139.0,2978.0,3530.0,3403.0,3189.0,1872.0,2635.0,2597.0,2403.0,2412.0
dpd4_hmt2,3919.0,2395.0,2940.0,867.0,522.0,499.0,524.0,847.0,3437.0,4478.0,2649.0,591.0,718.0,699.0,580.0,705.0
vp16_ies5,3910.0,3549.0,4855.0,3490.0,3173.0,2816.0,2857.0,4205.0,4297.0,4411.0,3313.0,2466.0,3563.0,3679.0,3177.0,3431.0
btt1_hat2,3908.0,2763.0,3359.0,1789.0,969.0,669.0,537.0,715.0,3840.0,3722.0,3617.0,955.0,727.0,690.0,552.0,589.0
tdh3_med7,3900.0,4948.0,17677.0,48446.0,57150.0,5883.0,2582.0,3753.0,3453.0,4076.0,9578.0,32323.0,50991.0,6371.0,3095.0,3116.0
srb7_ies5,3879.0,3656.0,4204.0,2128.0,916.0,739.0,609.0,891.0,6503.0,10983.0,3804.0,838.0,826.0,911.0,774.0,859.0
rtt102_ies5,3864.0,3343.0,3938.0,1160.0,708.0,499.0,526.0,810.0,4520.0,4572.0,2352.0,473.0,623.0,625.0,559.0,652.0
tdh3_arp9,3838.0,4220.0,4358.0,1634.0,452.0,918.0,409.0,550.0,2921.0,4994.0,2914.0,520.0,467.0,552.0,401.0,425.0
dpd4_pyk2,3768.0,2716.0,2535.0,490.0,271.0,253.0,256.0,402.0,1724.0,2608.0,1666.0,397.0,345.0,337.0,292.0,323.0
cac2_mig1,3698.0,1865.0,1192.0,180.0,127.0,117.0,140.0,156.0,1020.0,750.0,318.0,93.0,183.0,178.0,119.0,137.0
nut2_mig1,3689.0,2450.0,1609.0,1287.0,213.0,199.0,202.0,255.0,1176.0,922.0,525.0,163.0,229.0,250.0,230.0,237.0
vp16_sfh1,3638.0,5073.0,12252.0,25390.0,6255.0,2024.0,2033.0,2961.0,1981.0,2139.0,3496.0,4101.0,3983.0,2959.0,2565.0,5790.0
nut2_hat1,3532.0,3259.0,4224.0,2767.0,2412.0,2192.0,2163.0,3174.0,3395.0,3111.0,3508.0,2593.0,3126.0,2784.0,2512.0,2786.0
srb7_pyk2,3450.0,2722.0,2688.0,1331.0,630.0,671.0,547.0,742.0,7465.0,6428.0,4823.0,850.0,658.0,642.0,646.0,604.0
pyk2_gapdh,3447.0,4824.0,6781.0,1813.0,803.0,127.0,126.0,162.0,418.0,1067.0,574.0,131.0,187.0,166.0,148.0,173.0
rtt102_pyk2,3435.0,2579.0,2969.0,1065.0,542.0,477.0,526.0,728.0,3796.0,6143.0,4423.0,858.0,888.0,1285.0,562.0,624.0
tdh3_hos2,3336.0,3288.0,3949.0,1969.0,1312.0,1325.0,1202.0,1808.0,3950.0,6788.0,5536.0,2005.0,1776.0,1868.0,1421.0,1546.0
srb7_hat2,3192.0,2721.0,3596.0,1776.0,983.0,651.0,625.0,865.0,3530.0,3471.0,2962.0,1054.0,915.0,785.0,722.0,717.0
btt1_empty,3191.0,4097.0,4699.0,2860.0,1132.0,608.0,579.0,829.0,4729.0,5045.0,5733.0,2715.0,978.0,1173.0,730.0,732.0
rtt102_med4,3171.0,2678.0,5521.0,8964.0,20792.0,13156.0,4086.0,3409.0,2993.0,3208.0,5343.0,11011.0,26716.0,17186.0,2938.0,2289.0
dpd4_vp16,3142.0,2962.0,4295.0,6957.0,11729.0,36017.0,52143.0,109519.0,3221.0,3305.0,3662.0,6029.0,16897.0,33443.0,70501.0,66408.0
esa1_pyk2,3118.0,2673.0,1388.0,227.0,132.0,94.0,66.0,101.0,808.0,432.0,446.0,244.0,71.0,90.0,91.0,92.0
tdh3_sfh1,3072.0,4085.0,15215.0,33820.0,25188.0,3649.0,1702.0,2402.0,2244.0,3452.0,8910.0,23680.0,27238.0,4743.0,1875.0,1957.0
ada2_snf11,3060.0,2709.0,3211.0,2632.0,3535.0,12980.0,296067.0,50789.0,2932.0,3164.0,2722.0,2329.0,7546.0,25577.0,23980.0,32780.0
snf11_hat2,3038.0,1887.0,2181.0,840.0,478.0,405.0,330.0,789.0,2556.0,1959.0,1364.0,489.0,561.0,617.0,424.0,387.0
eaf5_lge1,3019.0,2692.0,3319.0,2568.0,2249.0,2225.0,2335.0,3461.0,3043.0,3164.0,2782.0,2234.0,3170.0,2792.0,2366.0,2779.0
snf11_empty,3011.0,2194.0,2786.0,1568.0,1012.0,838.0,895.0,1239.0,3303.0,2810.0,3451.0,1478.0,1416.0,1215.0,1003.0,1363.0
swc5_sus1,2999.0,2768.0,3680.0,3483.0,2759.0,2589.0,2415.0,3980.0,2986.0,3237.0,2924.0,2704.0,3926.0,3386.0,2799.0,3131.0
tdh3_sus1,2977.0,4565.0,14333.0,24834.0,20785.0,2387.0,1505.0,2261.0,2676.0,5075.0,11033.0,24585.0,32145.0,3496.0,1799.0,2030.0
gapdh_hmt2,2945.0,2271.0,2087.0,456.0,196.0,186.0,185.0,254.0,1285.0,2082.0,1586.0,252.0,327.0,416.0,197.0,227.0
med7_mig1,2941.0,2824.0,1545.0,464.0,333.0,263.0,263.0,404.0,715.0,605.0,314.0,247.0,315.0,320.0,321.0,345.0
snf11_hat1,2938.0,1591.0,2023.0,1025.0,706.0,784.0,515.0,751.0,3573.0,2495.0,2691.0,1215.0,878.0,679.0,523.0,592.0
htl1_gapdh,2895.0,3748.0,3047.0,1522.0,710.0,665.0,714.0,923.0,11915.0,15739.0,2911.0,1339.0,914.0,879.0,720.0,790.0
tdh3_btt1,2879.0,3703.0,8166.0,3048.0,1293.0,744.0,641.0,885.0,2597.0,6425.0,6918.0,5470.0,1813.0,1438.0,1590.0,905.0
snf11_ies5,2848.0,1384.0,1401.0,563.0,173.0,121.0,133.0,177.0,1174.0,677.0,315.0,136.0,172.0,164.0,146.0,178.0
btt1_hat1,2841.0,2232.0,4355.0,2102.0,788.0,473.0,427.0,912.0,3107.0,3262.0,3900.0,1719.0,872.0,696.0,576.0,852.0
vp16_med7,2833.0,2458.0,3725.0,3331.0,3180.0,2130.0,2123.0,2948.0,2699.0,2714.0,3453.0,3659.0,5046.0,2663.0,2252.0,2437.0
nhp10_dpd4,2830.0,4092.0,6165.0,2926.0,1215.0,909.0,880.0,1217.0,3425.0,5758.0,3243.0,997.0,1155.0,1102.0,905.0,1096.0
rtt102_hmt2,2815.0,2259.0,3707.0,869.0,639.0,504.0,484.0,692.0,3851.0,3891.0,2851.0,535.0,695.0,586.0,539.0,616.0
dpd4_swc5,2781.0,2638.0,2836.0,1169.0,467.0,357.0,295.0,506.0,1923.0,2505.0,2254.0,660.0,582.0,646.0,522.0,410.0
rtt102_eaf3,2768.0,1887.0,2859.0,1135.0,764.0,421.0,429.0,629.0,2729.0,3157.0,2500.0,726.0,797.0,568.0,637.0,522.0
dpd4_rpd3,2758.0,2253.0,3071.0,1234.0,596.0,264.0,206.0,317.0,1555.0,1585.0,1215.0,463.0,701.0,348.0,245.0,288.0
vp16_gapdh,2711.0,3103.0,3935.0,2059.0,969.0,937.0,929.0,1349.0,3367.0,4059.0,4577.0,1706.0,1501.0,1374.0,1102.0,1140.0
srb7_rpd3,2709.0,2393.0,3680.0,2213.0,1269.0,715.0,1036.0,775.0,5507.0,5333.0,3787.0,1782.0,1032.0,694.0,862.0,760.0
rtt102_vp16,2702.0,2633.0,4661.0,7126.0,20189.0,26035.0,12485.0,16061.0,2687.0,3005.0,4750.0,9899.0,33386.0,37712.0,9507.0,8343.0
btt1_pyk2,2692.0,2394.0,2329.0,888.0,411.0,346.0,390.0,528.0,2944.0,3322.0,2586.0,446.0,455.0,467.0,423.0,466.0
dpd4_med4,2688.0,2812.0,5749.0,10995.0,17639.0,25693.0,6851.0,9619.0,2478.0,2741.0,3637.0,6844.0,17240.0,16831.0,4143.0,2832.0
gapdh_srb7,2657.0,2508.0,3064.0,1136.0,475.0,334.0,301.0,431.0,2436.0,4014.0,2632.0,1235.0,771.0,770.0,338.0,406.0
med7_gapdh,2642.0,2646.0,1931.0,930.0,560.0,483.0,518.0,709.0,2648.0,2576.0,1463.0,541.0,649.0,608.0,579.0,613.0
rtt102_rpd3,2642.0,2151.0,3108.0,1826.0,1216.0,392.0,361.0,561.0,2440.0,3872.0,3063.0,975.0,784.0,580.0,449.0,479.0
tdh3_esa1,2637.0,2535.0,3479.0,2387.0,2108.0,1649.0,1747.0,2461.0,2348.0,2893.0,3253.0,2386.0,2232.0,2210.0,1967.0,2106.0
srb7_pyk1,2630.0,1193.0,1480.0,415.0,235.0,157.0,139.0,726.0,1635.0,1914.0,1130.0,291.0,297.0,195.0,190.0,232.0
vp16_mig1,2547.0,1357.0,1386.0,321.0,257.0,197.0,209.0,290.0,1606.0,979.0,730.0,201.0,258.0,233.0,226.0,259.0
rtt102_med7,2547.0,2278.0,6279.0,9479.0,10883.0,2213.0,1388.0,2381.0,2186.0,3281.0,6756.0,17138.0,19181.0,2141.0,1483.0,1684.0
ada2_mig1,2544.0,1142.0,945.0,707.0,110.0,113.0,133.0,174.0,1541.0,890.0,438.0,126.0,254.0,193.0,124.0,144.0
dpd4_hhf2,2528.0,2112.0,1863.0,788.0,457.0,586.0,501.0,612.0,1196.0,1955.0,790.0,404.0,539.0,563.0,467.0,530.0
btt1_rpd3,2525.0,2251.0,2724.0,1785.0,1048.0,722.0,706.0,1096.0,3256.0,3214.0,3592.0,1721.0,1432.0,986.0,827.0,881.0
vp16_eaf3,2512.0,2493.0,4316.0,4588.0,1004.0,376.0,401.0,511.0,1588.0,1579.0,1637.0,455.0,473.0,473.0,404.0,457.0
tdh3_cac2,2495.0,2338.0,3369.0,1822.0,622.0,468.0,451.0,669.0,5963.0,7207.0,4184.0,1117.0,823.0,625.0,518.0,582.0
vp16_empty,2489.0,2059.0,2969.0,2007.0,1455.0,1262.0,1401.0,1799.0,2676.0,2568.0,3223.0,1669.0,1737.0,1647.0,1321.0,1719.0
rtt102_snf11,2467.0,2207.0,2629.0,2528.0,9045.0,23218.0,26440.0,58685.0,2374.0,2636.0,2305.0,2470.0,15260.0,38580.0,21503.0,29993.0
rtt102_btt1,2466.0,2267.0,4960.0,4047.0,1470.0,406.0,376.0,542.0,1839.0,3060.0,4128.0,2036.0,1114.0,928.0,415.0,477.0
