,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,flow_seq_score
btt1_dpd4,0.04584697014956157,0.06581997120583591,0.17046640154894943,0.3179806180321214,0.29201382763836425,0.08373466712992648,0.014009529551526768,0.01012801474371432,0.44319665073119274
dpd4_DAM,0.33950296387647455,0.3318801388758179,0.19997847825376172,0.08492518020158485,0.022974513995473875,0.009655318093369772,0.00571123502339997,0.005372171680117232,0.1712371277625801
tdh3_hos2,0.32891994583318973,0.2946752630271197,0.21956884475419902,0.11234446282009938,0.0228436313221606,0.009374749681355446,0.00535302667605709,0.0069200758858189385,0.1842361865640444
dpd4_sus1,0.2721020352549702,0.26811176095356637,0.24987251980587605,0.14353982758064782,0.039698083468494336,0.01272191799089839,0.007586305237783318,0.006367549707763418,0.21585269807382504
tdh3_ies5,0.2566086386260106,0.2918072833649869,0.24739803304039243,0.13931666353439442,0.02373504685152508,0.011153823541428616,0.018552648693662847,0.011427862347599071,0.2209390819653384
sir2_pyk2,0.3393885259244385,0.35665965349407747,0.19459235877297493,0.07055269787147564,0.014969753216284187,0.01141013050502843,0.007107904552333104,0.005318975663387699,0.16490176957177793
tdh3_pyk1,0.31282800535183086,0.32865377568337306,0.21607430459700727,0.10113036008993886,0.02222138095159298,0.00805033849904876,0.005829471686640369,0.0052123631405676645,0.1806848647932337
dpd4_rtt102,0.3463741372596735,0.30138754176498783,0.19534569360543982,0.09442606760513839,0.032729853786984724,0.01595564748353831,0.00770182343563916,0.00607923505859835,0.1821171957687052
nhp10_med4,0.27093706713188936,0.3146797140625627,0.26333726363257504,0.10227973551197587,0.02521506039559271,0.011728453748510781,0.00570624938871905,0.0061164561281745276,0.197821235345443
sir2_hat1,0.38307455922939276,0.2976025173749653,0.19847727533833542,0.07947020822537784,0.01840667973718025,0.009315560360429912,0.007995665313817235,0.005657534420501388,0.1629641351864362
tdh3_cac2,0.3110719883934894,0.3041705377576859,0.24407819945691822,0.10474844501333322,0.017036559734768406,0.007967242053742263,0.006396918290696678,0.004530109299365992,0.18352099939414984
dpd4_mig1,0.4590872472564118,0.30641786002989846,0.13284825785539184,0.05448785608535735,0.01818261045592855,0.012129644998133956,0.00932060519765574,0.0075259181212222245,0.1396516669779469
empty_srb7,0.14386096034158077,0.21664317702286362,0.28541151661561776,0.24088020977819152,0.08534463435857056,0.013144713482126178,0.008032919564239027,0.006681868836810519,0.28745422052524205
sir2_gcn5,0.39310294458526845,0.28454769806500174,0.1918260037524968,0.0718872640471505,0.025997151444784865,0.017383941252478982,0.010538516804636492,0.00471648004818217,0.1672880387025822
sir2_med4,0.3711319846052481,0.29778256814540444,0.20935703694777655,0.0813303129459251,0.017089338310811806,0.010989044379229287,0.006864830502889104,0.005454884162715548,0.16616618973921
dpd4_arp9,0.3267808055828973,0.27507547106065944,0.22559821092872426,0.11226351822124707,0.03443880316644211,0.011495742867458088,0.008521234652999738,0.005826213519571957,0.19288675387713
dpd4_hhf2,0.3708475025252244,0.2861435053802719,0.2013862441164334,0.09988541774895775,0.01964053764013072,0.010185045189008583,0.006040739967514487,0.0058710074324589195,0.170771587885411
pyk2_gapdh,0.2978367611788007,0.30163757890884585,0.23864048060320067,0.11797049568758412,0.022000415227922423,0.008476338603074111,0.0056446702454173445,0.007793259545154705,0.19309060277052095
nhp10_sus1,0.2606975560421333,0.345992790488592,0.23567118424076383,0.11586491175960521,0.019514277592345194,0.010040055334914179,0.005874710106848993,0.006344514434797218,0.19612102042536594
empty_gapdh,0.17923981864607907,0.2341490115193054,0.27808372006570514,0.2218686576967297,0.05652568982613584,0.013907206975585357,0.00853429617755654,0.0076915990929030086,0.26522974137700506
hmt2_med4,0.2931785820977142,0.29314531229755403,0.2608483441860552,0.11469027992493032,0.020422621780386067,0.007640144088284677,0.005312025407105589,0.004762690217969921,0.19200214742512084
nhp10_gapdh,0.2839302853856944,0.30291437708003405,0.2708781501488,0.10604894161336903,0.016259547090680636,0.00863450840760302,0.006165830094356194,0.005168360179462659,0.19202881920583637
hmt2_lge1,0.2981397266203027,0.29108579412351765,0.2445858482906562,0.12560208193833,0.020409485792961497,0.008547840273860859,0.005994311831172081,0.0056349111291991195,0.19383587570748523
nhp10_sfh1,0.2456840495026416,0.2898843497395981,0.2943321610928866,0.11949024606822556,0.026068930672036875,0.010813929893499013,0.007533625752405931,0.006192707278706302,0.21198792682158146
empty_lge1,0.1451396298526531,0.208851921571936,0.28175592416223216,0.2612417259454488,0.07613901184675032,0.011713267544757829,0.007617603244925841,0.007540915831295904,0.2882433375903091
nhp10_swc5,0.24594589728639066,0.3343676516279588,0.2518493683782926,0.11583575294661734,0.025668493147148058,0.01021002722469337,0.008067325486515333,0.008055483902383883,0.20629858516746202
tdh3_swc5,0.32274611509570805,0.3027564324053412,0.2230833644970343,0.10725503877913867,0.019164588225734892,0.00992061242114602,0.008559615837759514,0.006514232738137456,0.18484385956271637
nhp10_med7,0.2491672293703352,0.34280214266759446,0.2584547527771605,0.10991931505995825,0.018783588357884226,0.01017351840938715,0.005395867298756839,0.005303586058923393,0.19785312072646677
tdh3_nhp6a,0.38692123860368766,0.30789212044872794,0.19048847659123838,0.07917406347854251,0.01730690878199969,0.008122708092907356,0.005777629836296167,0.0043168541666003864,0.15730231397762107
sir2_srb7,0.3488760565900997,0.33357205227167214,0.20724165121314891,0.06683116900788692,0.01585806713464657,0.010635133743979588,0.007555494672600993,0.009430375365965093,0.16807177065392526
ies5_dpd4,0.14659467108866805,0.14598915960074388,0.13260113161982812,0.13717653420546705,0.13374716517955954,0.17647696309803695,0.0945968915193861,0.03281748368831022,0.43391403379995896
nhp10_srb7,0.2723573562006887,0.34015819969726246,0.2490718507438506,0.0947947375519211,0.022677297238782798,0.010278603130539053,0.005854953016617119,0.004807002420338232,0.19050957907008914
mig1_med4,0.5429363206909725,0.23843955934348143,0.06838839327920573,0.03229613242384057,0.021602106066400138,0.04134788737114074,0.025228189497693603,0.02976141132726523,0.16070737436739102
pyk1_med7,0.40688407637349644,0.2280047818972813,0.22190610553726475,0.08442782285467323,0.027852376669525652,0.013998748277848545,0.0100753797503138,0.006850708639596274,0.17355870694031894
nhp10_hat2,0.2695287868993014,0.31257227285090183,0.2722515050085256,0.10481926924764312,0.019266588498608003,0.008904228156554363,0.006516296873284989,0.006141052465180731,0.1964579619834373
empty_hat1,0.1327544902131181,0.1908200476632017,0.27810828632222817,0.2883461479646594,0.07940323161210139,0.013860110591482218,0.008345831465876828,0.008361854167332223,0.3010852159391485
nhp10_btt1,0.2543644373283626,0.32532963095319856,0.23596618749939363,0.12586859250735216,0.029562051115665046,0.015486035186524756,0.007707523101083548,0.005715542308419742,0.2081142998049665
gapdh_sfh1,0.3119559757133814,0.3090725701094825,0.24563718801174886,0.08720898665101362,0.025231450310903958,0.009998094974674177,0.0053067064487539485,0.005589027780041689,0.18340765933654615
sir2_DAM,0.39417041949372333,0.2863973460509156,0.21286939368097596,0.06828186892532839,0.014631040373680671,0.009447590254173431,0.007321254690673692,0.00688108653052887,0.15926271240174095
empty_mig1,0.23546588225057136,0.27022888686154717,0.25195626552595163,0.168958203893711,0.04486953888214985,0.011323982091152963,0.006698089577266543,0.010499150917649537,0.23297095563801337
dpd4_bre2,0.3047308346154375,0.26904597571715366,0.2355217701361603,0.13238442005189568,0.03133610231918186,0.012222995041763704,0.0077851609181690965,0.006972741200238268,0.20274604493448423
gapdh_vp16,0.3261509100363422,0.35388504389162545,0.2049903027901801,0.07936313107063928,0.01585423506684236,0.009040847867478777,0.006009845406279279,0.004705683870612575,0.16851072597437577
nhp10_eaf3,0.24355943279833137,0.3076191622979503,0.25755545152430614,0.12187725528821267,0.031215230966406177,0.0194188685453651,0.010529612447569756,0.008224986131858354,0.21872423934458257
sir2_mig1,0.39109142840322886,0.3335171498924704,0.18852254564518528,0.049906585473025636,0.01152912987323836,0.010922298115946449,0.00728465780240026,0.007226204794504915,0.15075734115007705
mig1_vp16,0.5678030853127776,0.281081732967433,0.07148569802138705,0.02616379952760234,0.023884293058680735,0.015120681939717672,0.007638777952639008,0.006821931219762626,0.1096101851114997
nhp10_hhf2,0.26700685943668256,0.3470501484749085,0.24683430373399046,0.10260410816170581,0.018471921998988897,0.007777521638182534,0.004087097309435683,0.006168039246105527,0.18985789074203255
hmt2_srb7,0.2756025989131947,0.3071739273716464,0.2733352256088249,0.09570883414695255,0.027140938880100704,0.008732954477714204,0.0073605257639170665,0.004944994837649544,0.19599678962659667
hmt2_hat1,0.29030524526529566,0.25943371526667264,0.27412555010261697,0.13392117037106782,0.021556763185231476,0.009131107974516363,0.006315018425772435,0.005211429408826801,0.20224300508786286
sir2_empty,0.3884685525088086,0.3374115144334897,0.16496585638756572,0.06926409091494827,0.01873268909775875,0.010000951556745286,0.005726365840378318,0.005429979260305449,0.15320558057037648
nhp10_mig1,0.367310655953344,0.3525456735733896,0.18939219452610873,0.05765811333285634,0.015266087632882265,0.007401449929710274,0.006302384639513731,0.004123440412195097,0.15272205621810064
tdh3_arp9,0.29862001473485883,0.2823042816636633,0.2595407565654583,0.10428752355343228,0.029812021607774023,0.012949327254334845,0.006885022093972557,0.00560105252650607,0.19696579834386063
pyk2_srb7,0.2468580795769441,0.3094062918698465,0.28441960739680827,0.12358476466549942,0.01528580384486914,0.010456167489343594,0.005896114012165035,0.004093171144523945,0.20377896222440195
gapdh_snf11,0.28668563133695346,0.3131098425927876,0.24792600674108234,0.10880493942700484,0.02236252128344835,0.008700509106741609,0.005764537763557158,0.006646011748424607,0.1927769448348262
gapdh_gapdh,0.33811063141534414,0.30637654660597535,0.2341738282674069,0.08554769019730515,0.015989165042013222,0.008213007516313266,0.006208994590776165,0.005380136364865809,0.17304341336872023
tdh3_gcn5,0.20066622731207423,0.27593311159541595,0.2808019062645657,0.17932898102926492,0.04004040446693908,0.010106107669400852,0.007685948409561506,0.00543731325277782,0.23862755809341663
gapdh_sus1,0.32023871429422357,0.2862419279832458,0.2626400401667944,0.08910697706909596,0.023926462309176534,0.007566319288477744,0.005523799060701403,0.004755759828284606,0.18268764262363113
tdh3_ada2,0.29207858122256414,0.302392896794465,0.25813643219646665,0.10399460360788543,0.020412712305813735,0.010771161206167824,0.006028145067789191,0.006185467598848048,0.1922319101234029
pyk1_med4,0.3354785642575984,0.30771082287106677,0.22341015958295107,0.10179184585123982,0.013308153658987007,0.009106122155227011,0.004860149820884372,0.004334181802045563,0.17402429664891378
empty_empty,0.1612659985105993,0.22576857405452294,0.2647068348313663,0.23812612177086928,0.0711230257631681,0.019663692733898425,0.010361836811339878,0.008983915524235737,0.28248994361281676
dpd4_btt1,0.307338331894099,0.32354823168533486,0.2228191369422129,0.10867255141958893,0.020179402149701365,0.007774021729482515,0.004641687052409095,0.00502663712717129,0.18254692275419987
empty_sfh1,0.14730462624664878,0.21232106991485894,0.27922149531416207,0.25333046962086464,0.06499952767260708,0.017883161092049384,0.0125189449382661,0.01242070520054298,0.29174685594140715
empty_med4,0.11519352003609692,0.18799035043258194,0.2811534192431042,0.292055358857637,0.08834351790529078,0.019616574218218878,0.008344163693714574,0.007303095613355675,0.31130097995139094
hmt2_vp16,0.2863080305203075,0.2834190730042121,0.2619140599118712,0.12300243029094039,0.02591712504545223,0.008663324215868502,0.005505263590858117,0.0052706934204899735,0.19902372006435798
nhp10_rpd3,0.26183448851721547,0.3563595987755348,0.2505282640696825,0.08534515413205145,0.022555374467452836,0.013391147413899752,0.005823185569331313,0.0041627870548319665,0.1906724924357394
srb7_dpd4,0.025227472942050955,0.025118679612212827,0.06617034017560414,0.18191627578686353,0.3571159870380167,0.27180624758820293,0.054289892475143826,0.018355104381905143,0.5635612084201845
mig1_gapdh,0.5454269119696933,0.28913186140633573,0.09082609551990792,0.03236807889486286,0.018377813288894075,0.010375004739021067,0.006745773219056142,0.0067484609622289644,0.1115697760044802
dpd4_hos2,0.2853859104177453,0.3192252165860335,0.21033420531111446,0.12588771654803071,0.03459614120541348,0.011606688924571187,0.007689518086382476,0.005274602920708924,0.19957630218001737
dpd4_esa1,0.38311334361482485,0.26716978479907716,0.21538473430955257,0.08217428683564447,0.03159002863905005,0.010360016174749768,0.005229016013292776,0.00497878961380839,0.16983541896164
tdh3_hos1,0.3070703204517887,0.2949857393743309,0.23828209149703158,0.10921037904935232,0.026830086846543855,0.013499194460727814,0.0055509326720589985,0.004571255648165668,0.191328823539397
dpd4_snf11,0.22131511280302413,0.26249517077851275,0.26616700859979014,0.17122895812733688,0.044830003426072025,0.01680569236241945,0.00975156509867985,0.0074064888041647636,0.2403170500139602
hhf2_dpd4,0.3056316781146172,0.30577264214434774,0.27252613479438126,0.0809062002541842,0.014533478834817547,0.008904569966919063,0.005477402055908588,0.0062478938348242445,0.18182856383553564
vp16_dpd4,0.027450231621704305,0.019940322370915593,0.02068261737512724,0.0204137733658731,0.019084856562496654,0.06625812915485305,0.18654978213793438,0.6396202874110957,0.8752596648497597
hmt2_gapdh,0.31830989797703246,0.3088606056893838,0.21392654229148217,0.11509824273699457,0.020534132460641327,0.010504158796185086,0.006472486927117523,0.006293933121163213,0.18565117081680999
sir2_nut2,0.32418380452438433,0.3477539539424426,0.20935709253819057,0.06385217273504436,0.021505054536907545,0.010755825969483143,0.010617991235333368,0.011974104518214089,0.17790724060835736
tdh3_bre2,0.3155231820525377,0.2836636236504678,0.22749990676546672,0.11308457182095527,0.028500061363426553,0.01868443008697758,0.0070957673472533175,0.005948456912915118,0.1956504787152553
dpd4_cdc36,0.32096601399835506,0.32133842459734363,0.2382732284873649,0.0757395293702807,0.02231592462858596,0.009798154920207065,0.005698303214567872,0.005870420783294774,0.1769486725098236
dpd4_htl1,0.2838905807698803,0.2772098754658602,0.24443947908539496,0.12824283318168123,0.031090905731649826,0.018652666909932572,0.01136689979647881,0.005106759059122051,0.21034185755009754
swc5_dpd4,0.06027104763902981,0.10135235920734034,0.21970543537301318,0.34675810409739993,0.2078721032578441,0.038712492866232025,0.012664720118381828,0.012663737440758736,0.3958175574862436
pyk1_hat1,0.29155236304596266,0.3226702837138288,0.2353189155343937,0.10669644745047735,0.01914021799998352,0.01193503596931951,0.006018334972850826,0.00666840131318361,0.19034604685856715
sir2_ies5,0.3083282927005877,0.3463483161088985,0.21267934769973645,0.09194177345260006,0.012435179851751863,0.011629371664146262,0.008856370043398145,0.00778134847888105,0.18043250988663806
mig1_sfh1,0.5623459564254216,0.27660625211682227,0.08990645320024412,0.027656696335860292,0.017057321359968385,0.012739150973460683,0.007583971390248146,0.00610419819797452,0.1085067862227684
mig1_hat1,0.47937698256318456,0.27028774799835936,0.08701934668195996,0.03611466193866421,0.03489731709569731,0.05367873994206389,0.026007134482584085,0.012618069297486526,0.1721460981784701
hmt2_sfh1,0.27839793457082207,0.3001293550948635,0.2633379717053508,0.11309554227551537,0.0263234878565975,0.009070429425643903,0.005116887492572033,0.004528391578634928,0.19701972712751392
sir2_hat2,0.38308297273653846,0.2980541291556257,0.1996633517783165,0.07742710849264173,0.015365359291931136,0.01207478008951163,0.009606272844333498,0.0047260256111013015,0.16317390173559665
btt1_srb7,0.036778034181156743,0.05785420352755148,0.16559759463760013,0.3300787326205029,0.2991272999394742,0.08777224974942971,0.013064864774130023,0.009727020570154739,0.4515906245435956
sir2_arp9,0.3119875116565983,0.30379882390019,0.2591368965654528,0.07554319108407104,0.012439817971934981,0.008806977700818947,0.009988300167065013,0.018298480953868834,0.19007364547923078
nhp10_nut2,0.31699283327173416,0.2826267851448132,0.2712182776000213,0.0913922339835113,0.019368378462139374,0.0077633617693867694,0.00539813818861188,0.005239991579781946,0.18351416216871796
empty_hat2,0.14988073895228232,0.20086308610881148,0.29108559772401066,0.2612004709777063,0.07214496484435383,0.012302805740751955,0.006621216963058533,0.005901118689024947,0.28539495931037895
gapdh_srb7,0.35505298460833123,0.3236074203177821,0.19092637110035293,0.08614153662170432,0.022365664098391566,0.010307345105348326,0.005953677332204452,0.0056450008158851536,0.1685887462869045
