,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,flow_seq_score
nut2_lge1,0.26413196545830087,0.25722090589664237,0.19880824693430882,0.1228585773028674,0.0557316930796637,0.05250732058297084,0.026553345794499243,0.022187944950746784,0.2605017423327991
tdh3_dpd4,0.31362096680592505,0.3231212349758847,0.16805807126599526,0.055135903154427,0.047028805623082946,0.0506054919093855,0.022307272410283185,0.020122253855016363,0.22006959720817562
srb7_dpd4,0.3314417428677033,0.2836560465818251,0.19688711131074138,0.07516163043847561,0.0379093138443831,0.03854801443362425,0.018867669661961083,0.0175284708612863,0.2118854002950227
rtt102_dpd4,0.3127462358630346,0.2852485916898676,0.19298836785273088,0.06398940252934358,0.04732597677202417,0.04746399914819578,0.02533548082937519,0.02490194531542818,0.23087770571381197
srb7_lge1,0.26050666587418014,0.26712117273657865,0.20911873375543413,0.1298109645436646,0.050320786520045055,0.042819159102293655,0.02172634904309183,0.018576168424711964,0.2500802498145177
snf11_dpd4,0.37855500316133717,0.2274722989726602,0.15758570048319898,0.06682517442192942,0.05762426473827811,0.05439417827891333,0.030862223819324165,0.02668115612435866,0.23107551561985443
btt1_dpd4,0.3112206313395779,0.25776286210795285,0.19919745931960342,0.072418299295398,0.05283529291548904,0.05361696225720863,0.02833753198269543,0.0246109607820747,0.24216293985029264
tdh3_lge1,0.22830161553322778,0.2908390448625304,0.2382634125697553,0.09234667145105127,0.05516552715306829,0.04804431644598541,0.025656320871407894,0.02138309111297374,0.25841559117380836
btt1_ies5,0.32893661237743727,0.2837049764918372,0.18001118466426716,0.0999736845779786,0.03776670614912846,0.03159354837417249,0.021538276844741418,0.016475010520437445,0.21389110010474205
tdh3_srb7,0.18110593908735062,0.27211918780499833,0.26539370500206905,0.1625183483087484,0.051529141899363085,0.03384955377510761,0.0189609884688895,0.014523135653473362,0.26875055137086035
srb7_empty,0.28006919229454014,0.3325036357660186,0.17386293945344303,0.11591077477089473,0.038967776353959406,0.036116800043381324,0.011441896964462135,0.01112698435330079,0.2158510309826016
tdh3_gapdh,0.2791874731954631,0.32534052125880536,0.21182070293843303,0.06475721119765798,0.04493996854671928,0.03775313337033972,0.01951055549101929,0.016690434001562292,0.22081078181775324
gapdh_dpd4,0.30250461217092817,0.341198353901503,0.17519915070796777,0.0562089719674961,0.0476997416707772,0.04001390600123432,0.019341084351503206,0.017834179228590194,0.21313968980262255
dpd4_dpd4,0.28228682079972095,0.26015276222002776,0.2261832628793578,0.08997632490865454,0.04805620280920522,0.04620324686541148,0.02596363125815243,0.021177748259469747,0.24424504766196975
tdh3_mig1,0.35223192788551666,0.3162171401525732,0.15482427424248563,0.04664143886597412,0.04715639162995544,0.04242688244056492,0.022164309734434548,0.01833763504849554,0.20398561252916986
srb7_mig1,0.41204077167686426,0.29689204508843314,0.13542470649395683,0.03913214833891115,0.02980996829170281,0.05558406656148355,0.0170823530599264,0.014033940488721985,0.18328997297827448
btt1_mig1,0.4327339627053699,0.33732874067649776,0.0952065017740531,0.040326281092838354,0.03275898236256118,0.030805733960930934,0.01692495008137166,0.013914847346377055,0.16181983123869825
tdh3_hat1,0.1635112051124018,0.24501377295896937,0.2623344282433825,0.20269473478391903,0.06275742914323819,0.03219988155065345,0.01757474469300101,0.013913803514434544,0.28466300726896565
med4_dpd4,0.28749500243532183,0.22313813992969872,0.18698955294214387,0.09296719980183671,0.07146831213764665,0.06725601367530597,0.037602710855467694,0.0330830682225786,0.2793385578339242
vp16_dpd4,0.23147791341135526,0.19378705920816092,0.18186121087465035,0.10925511514375867,0.09135167189078167,0.10140592266976153,0.04906396490901959,0.041797141892512026,0.3349535585717677
ada2_dpd4,0.3232627201900916,0.2436002483130787,0.1818288113929268,0.10806827685579096,0.051450096318450336,0.045766811803934854,0.025329870484266145,0.020693164641460607,0.23756121733651453
tdh3_snf11,0.022258183574144066,0.02254646675849604,0.0223642019946957,0.0430873742336155,0.246304373211694,0.3826094185386165,0.16786680918348407,0.09296317250525424,0.6789635202323252
nut2_dpd4,0.2844568722139153,0.2413629569616848,0.18296507090850303,0.08319617619454867,0.0691409998079258,0.06786226543710237,0.03790196730366951,0.03311369117265048,0.2759949422585889
