,bin1_rep1,bin2_rep1,bin3_rep1,bin4_rep1,bin5_rep1,bin6_rep1,bin7_rep1,bin8_rep1,bin1_rep2,bin2_rep2,bin3_rep2,bin4_rep2,bin5_rep2,bin6_rep2,bin7_rep2,bin8_rep2
btt1_srb7,3669.0,10624.0,9539.0,8837.0,4366.0,1110.0,700.0,660.0,2338.0,1755.0,4617.0,5035.0,3159.0,1564.0,1108.0,1099.0
dpd4_gapdh,3638.0,6860.0,4828.0,3060.0,2479.0,1985.0,1440.0,1300.0,4585.0,3074.0,3438.0,3004.0,2170.0,2738.0,2090.0,2190.0
srb7_vp16,3626.0,5029.0,4993.0,5774.0,12540.0,18969.0,9135.0,8665.0,3007.0,2694.0,3181.0,5946.0,14269.0,36217.0,9832.0,50902.0
btt1_cdc36,3606.0,5445.0,6126.0,12284.0,12803.0,4524.0,2594.0,2317.0,2975.0,2341.0,3377.0,6351.0,5517.0,4920.0,3630.0,3479.0
btt1_ies5,3592.0,4057.0,2222.0,1937.0,1104.0,712.0,525.0,472.0,2955.0,1311.0,1575.0,1587.0,1070.0,1191.0,787.0,712.0
sfh1_dpd4,3522.0,4623.0,3799.0,4496.0,5625.0,17618.0,9694.0,3373.0,2788.0,2081.0,2677.0,4427.0,3605.0,5777.0,3892.0,3537.0
tdh3_cdc36,3509.0,9449.0,16860.0,19004.0,7235.0,2329.0,1498.0,1474.0,4469.0,5712.0,11157.0,14271.0,4454.0,3125.0,2076.0,2247.0
htl1_dpd4,3485.0,7935.0,6481.0,5719.0,2859.0,1640.0,1106.0,1016.0,8560.0,8562.0,6792.0,4187.0,2411.0,1990.0,1499.0,1493.0
gapdh_lge1,3477.0,6195.0,4927.0,2439.0,1988.0,826.0,427.0,357.0,3877.0,3453.0,2233.0,1410.0,701.0,791.0,623.0,581.0
nut2_dpd4,3474.0,7120.0,6778.0,6387.0,4528.0,2413.0,1895.0,1627.0,5612.0,3054.0,6173.0,6043.0,3974.0,3495.0,2751.0,2614.0
swc5_dpd4,3455.0,6624.0,4155.0,2739.0,2131.0,1610.0,1170.0,966.0,3924.0,2221.0,2379.0,2138.0,1648.0,2089.0,1460.0,2476.0
btt1_vp16,3436.0,5031.0,5175.0,6208.0,11813.0,12688.0,6460.0,7759.0,3128.0,3024.0,3388.0,10439.0,17046.0,44730.0,62901.0,41782.0
btt1_gapdh,3344.0,6942.0,4094.0,3077.0,1485.0,853.0,618.0,595.0,4787.0,3042.0,3261.0,1958.0,1218.0,1330.0,913.0,956.0
dpd4_med4,3153.0,6880.0,7472.0,14914.0,18165.0,5956.0,1245.0,1594.0,3113.0,2311.0,4341.0,8871.0,10961.0,4868.0,1663.0,1606.0
hmt2_dpd4,3104.0,6109.0,3511.0,1842.0,648.0,425.0,337.0,319.0,4934.0,2850.0,2105.0,1143.0,639.0,573.0,445.0,466.0
tdh3_nhp6a,3100.0,5511.0,2541.0,992.0,393.0,336.0,224.0,214.0,7187.0,3875.0,2430.0,887.0,306.0,401.0,263.0,277.0
tdh3_rtt102,3075.0,7448.0,7620.0,5062.0,1235.0,835.0,690.0,623.0,7259.0,5495.0,6761.0,3964.0,1043.0,1203.0,1023.0,889.0
dpd4_mig1,3052.0,4100.0,1987.0,639.0,515.0,385.0,311.0,222.0,7293.0,5322.0,3469.0,644.0,462.0,625.0,374.0,396.0
tdh3_cac2,3040.0,6352.0,5103.0,2412.0,875.0,479.0,338.0,360.0,3584.0,2506.0,2034.0,919.0,489.0,704.0,491.0,522.0
gapdh_gapdh,2997.0,5861.0,3573.0,1537.0,446.0,350.0,250.0,207.0,5966.0,3511.0,1918.0,1129.0,404.0,567.0,384.0,317.0
snf11_snf11,2990.0,4331.0,5340.0,4232.0,11133.0,26491.0,7911.0,5534.0,2595.0,2080.0,2443.0,4470.0,11816.0,36940.0,21836.0,4946.0
vp16_ies5,2971.0,4418.0,3475.0,3774.0,4061.0,5211.0,3081.0,2269.0,2699.0,2071.0,2418.0,3966.0,3463.0,6690.0,4690.0,4116.0
srb7_lge1,2925.0,6925.0,8548.0,16224.0,9643.0,2169.0,1461.0,1302.0,3164.0,2359.0,6030.0,7960.0,6484.0,2892.0,2178.0,2148.0
med7_empty,2886.0,1047.0,3778.0,9393.0,3112.0,963.0,217.0,218.0,429.0,260.0,850.0,1159.0,991.0,467.0,314.0,291.0
dpd4_vp16,2882.0,4565.0,4950.0,7055.0,9837.0,11216.0,3960.0,12736.0,2728.0,2218.0,3158.0,7972.0,9386.0,12637.0,4667.0,4163.0
eaf3_empty,2874.0,144.0,146.0,133.0,118.0,50.0,30.0,39.0,46.0,57.0,71.0,65.0,61.0,46.0,57.0,50.0
dpd4_empty,2847.0,6129.0,4177.0,2854.0,964.0,744.0,564.0,533.0,4686.0,2704.0,3268.0,1675.0,1132.0,1158.0,769.0,725.0
srb7_ies5,2803.0,6055.0,3437.0,2305.0,1267.0,1054.0,489.0,396.0,3897.0,1981.0,2669.0,1911.0,1208.0,895.0,713.0,686.0
sir2_tdh3,2764.0,5877.0,2024.0,228.0,147.0,111.0,52.0,40.0,250.0,68.0,207.0,148.0,77.0,87.0,80.0,70.0
srb7_empty,2736.0,6060.0,6078.0,7977.0,3969.0,1896.0,1546.0,1268.0,3096.0,2297.0,4620.0,4870.0,3294.0,2663.0,2109.0,2009.0
nhp6a_dpd4,2729.0,2352.0,595.0,389.0,330.0,285.0,225.0,191.0,1539.0,829.0,493.0,420.0,259.0,415.0,281.0,254.0
btt1_sfh1,2683.0,2983.0,3670.0,7242.0,4946.0,870.0,491.0,525.0,1218.0,996.0,2443.0,3496.0,3060.0,1044.0,746.0,706.0
dpd4_ies5,2673.0,5748.0,3267.0,1682.0,545.0,361.0,258.0,245.0,2877.0,2154.0,1693.0,852.0,430.0,513.0,410.0,404.0
eaf3_tdh3,2667.0,2415.0,3703.0,149.0,110.0,69.0,32.0,35.0,71.0,32.0,59.0,69.0,37.0,68.0,68.0,57.0
ada2_snf11,2656.0,4041.0,3724.0,3298.0,4600.0,8609.0,11418.0,5995.0,2518.0,1968.0,2241.0,3747.0,4454.0,9191.0,4410.0,3397.0
eaf5_lge1,2612.0,3897.0,4716.0,4291.0,4367.0,2524.0,1830.0,1623.0,2387.0,1737.0,1970.0,3269.0,2797.0,3422.0,2488.0,2687.0
rtt102_ies5,2569.0,6285.0,5581.0,4072.0,1186.0,505.0,412.0,342.0,2841.0,1879.0,1747.0,1471.0,834.0,723.0,573.0,522.0
tdh3_ldb7,2510.0,7736.0,10162.0,11956.0,4566.0,1244.0,938.0,845.0,2732.0,2987.0,5670.0,5666.0,2151.0,1853.0,1287.0,1310.0
tdh3_arp9,2472.0,5152.0,4804.0,1252.0,525.0,367.0,277.0,257.0,2552.0,2187.0,1746.0,809.0,462.0,502.0,376.0,408.0
nut2_hat1,2453.0,3464.0,2724.0,3509.0,3664.0,2390.0,1624.0,1589.0,2082.0,1569.0,2062.0,3668.0,4297.0,3794.0,2618.0,2307.0
pyk1_mig1,2445.0,4561.0,2606.0,327.0,295.0,201.0,158.0,148.0,1094.0,744.0,599.0,306.0,231.0,297.0,189.0,247.0
tdh3_sus1,2438.0,6317.0,14957.0,26383.0,10694.0,1739.0,1303.0,1105.0,3295.0,3994.0,12475.0,20882.0,9637.0,2461.0,1844.0,1730.0
rtt102_pyk2,2436.0,4231.0,4143.0,2593.0,1092.0,520.0,413.0,347.0,3379.0,2452.0,2686.0,1198.0,905.0,748.0,529.0,441.0
btt1_empty,2414.0,5826.0,4423.0,3082.0,1513.0,763.0,450.0,379.0,2466.0,2109.0,2621.0,1840.0,1180.0,984.0,623.0,611.0
rtt102_mig1,2389.0,3318.0,1674.0,848.0,622.0,493.0,332.0,315.0,6086.0,3555.0,3203.0,1016.0,564.0,601.0,488.0,443.0
tdh3_htl1,2347.0,7090.0,7523.0,6790.0,2580.0,744.0,570.0,580.0,3914.0,3764.0,5596.0,11467.0,1431.0,1077.0,799.0,708.0
med7_dpd4,2337.0,7057.0,4766.0,5441.0,2204.0,1156.0,755.0,719.0,3561.0,2186.0,3883.0,2431.0,1734.0,1273.0,1038.0,961.0
vp16_hat2,2285.0,3323.0,2751.0,2814.0,2818.0,3087.0,3430.0,5677.0,1999.0,1562.0,1753.0,2893.0,2257.0,3932.0,3441.0,15091.0
rtt102_vp16,2283.0,3263.0,3270.0,4548.0,18133.0,50780.0,17511.0,13790.0,2002.0,1572.0,2079.0,6128.0,14416.0,35470.0,8772.0,4947.0
rtt102_snf11,2277.0,3303.0,3416.0,3485.0,11378.0,16132.0,3510.0,4728.0,1969.0,1662.0,2259.0,4625.0,19667.0,35299.0,5378.0,3284.0
vps71_dpd4,2200.0,3577.0,2452.0,1885.0,1457.0,1151.0,848.0,701.0,1294.0,1009.0,1023.0,1494.0,1047.0,1548.0,1141.0,1092.0
snf11_srb7,2166.0,3000.0,3239.0,3397.0,11317.0,26336.0,2406.0,1411.0,1864.0,1539.0,1703.0,3017.0,6592.0,18266.0,50595.0,39288.0
vp16_med7,2134.0,3150.0,2447.0,3097.0,3046.0,8036.0,9942.0,10106.0,2059.0,1450.0,1733.0,2862.0,2321.0,4517.0,4394.0,6431.0
srb7_srb7,2132.0,3937.0,5444.0,11576.0,5853.0,1169.0,819.0,794.0,7103.0,3379.0,5855.0,25573.0,5557.0,1703.0,1265.0,1202.0
btt1_snf11,2126.0,3130.0,3284.0,3946.0,13142.0,23452.0,9275.0,5689.0,2751.0,1948.0,2416.0,3842.0,12222.0,17577.0,6195.0,2457.0
arp9_lge1,2082.0,3089.0,2385.0,2520.0,2251.0,1912.0,1522.0,1258.0,1854.0,1357.0,1607.0,2839.0,1984.0,2704.0,2044.0,2135.0
swc5_swc5,2053.0,6813.0,4696.0,1600.0,272.0,191.0,145.0,122.0,542.0,320.0,373.0,268.0,201.0,219.0,156.0,170.0
gapdh_vp16,2049.0,3213.0,3749.0,6822.0,14129.0,9752.0,1916.0,2382.0,1910.0,1612.0,2529.0,5978.0,12127.0,12837.0,2300.0,2324.0
srb7_hmt2,2041.0,5547.0,4578.0,1888.0,808.0,371.0,321.0,263.0,2054.0,1288.0,1603.0,861.0,598.0,555.0,395.0,392.0
sir2_gapdh,2015.0,2972.0,3188.0,3355.0,1188.0,284.0,212.0,179.0,2118.0,1303.0,1809.0,1026.0,806.0,351.0,269.0,333.0
rtt102_med4,1992.0,2826.0,3193.0,6184.0,22193.0,18912.0,1824.0,1498.0,1704.0,1379.0,2850.0,27281.0,21240.0,27295.0,2744.0,1954.0
ada2_dpd4,1959.0,4382.0,4502.0,8104.0,7208.0,1578.0,1083.0,984.0,9616.0,5873.0,5556.0,4710.0,4684.0,2109.0,1479.0,1490.0
rtt102_srb7,1927.0,6217.0,10251.0,30969.0,24560.0,1869.0,1175.0,1042.0,1756.0,1909.0,5971.0,11480.0,12688.0,2593.0,1818.0,1644.0
hos2_dpd4,1926.0,3098.0,2464.0,2827.0,2124.0,762.0,515.0,467.0,2690.0,1605.0,2233.0,1501.0,1209.0,1392.0,625.0,905.0
htl1_gapdh,1919.0,3504.0,2853.0,1981.0,1224.0,686.0,512.0,470.0,1075.0,853.0,1244.0,1117.0,875.0,979.0,736.0,711.0
med4_mig1,1914.0,2354.0,7301.0,18262.0,15815.0,935.0,317.0,249.0,641.0,510.0,1054.0,1758.0,4499.0,953.0,465.0,430.0
cac2_dpd4,1905.0,5316.0,3696.0,2941.0,1584.0,814.0,603.0,513.0,4695.0,2502.0,3394.0,2166.0,1462.0,1011.0,852.0,696.0
spp1_hmt2,1888.0,1226.0,984.0,232.0,136.0,66.0,58.0,44.0,167.0,93.0,134.0,96.0,106.0,90.0,64.0,79.0
dpd4_sfh1,1877.0,5065.0,4565.0,3456.0,1563.0,780.0,546.0,532.0,2807.0,1989.0,3224.0,2866.0,1748.0,993.0,715.0,718.0
esa1_snf11,1855.0,2532.0,2755.0,2330.0,2939.0,4859.0,2051.0,10383.0,1503.0,1205.0,1391.0,2251.0,3212.0,7143.0,2329.0,2014.0
gapdh_mig1,1830.0,1980.0,702.0,177.0,142.0,98.0,83.0,77.0,793.0,327.0,303.0,151.0,126.0,174.0,136.0,120.0
btt1_lge1,1822.0,5278.0,5051.0,5756.0,2906.0,796.0,469.0,452.0,1900.0,1466.0,2835.0,2680.0,1544.0,964.0,748.0,705.0
snf11_gapdh,1819.0,6298.0,2794.0,2317.0,1348.0,798.0,568.0,494.0,2547.0,1379.0,2479.0,1760.0,1318.0,1102.0,787.0,808.0
hos2_snf11,1816.0,2669.0,2297.0,2203.0,3054.0,3346.0,1776.0,1700.0,1588.0,1384.0,1426.0,2215.0,2253.0,4320.0,2361.0,2016.0
nut2_lge1,1812.0,2807.0,2170.0,3878.0,6242.0,2894.0,1348.0,1196.0,3020.0,3522.0,2485.0,3232.0,5464.0,3921.0,1966.0,1842.0
rtt102_hmt2,1788.0,4412.0,4092.0,2860.0,1464.0,476.0,396.0,309.0,2889.0,1461.0,2883.0,2383.0,1031.0,764.0,553.0,493.0
rtt102_empty,1782.0,4798.0,7257.0,12426.0,7112.0,1288.0,818.0,768.0,4162.0,8893.0,5789.0,13107.0,3694.0,1824.0,1215.0,1261.0
vp16_snf11,1775.0,2495.0,2517.0,2377.0,2698.0,2859.0,3213.0,8768.0,1585.0,1254.0,1399.0,2320.0,2318.0,4083.0,3526.0,13625.0
btt1_hmt2,1768.0,3471.0,2618.0,1627.0,780.0,409.0,308.0,308.0,3195.0,1141.0,1827.0,1465.0,553.0,603.0,425.0,437.0
tdh3_DAM,1702.0,3324.0,2394.0,1174.0,583.0,425.0,286.0,265.0,1915.0,1770.0,1431.0,817.0,500.0,524.0,420.0,390.0
esa1_dpd4,1684.0,4241.0,2860.0,1869.0,892.0,612.0,405.0,339.0,3226.0,2155.0,1892.0,1162.0,874.0,723.0,493.0,509.0
vp16_sfh1,1666.0,2339.0,2073.0,5431.0,19483.0,46252.0,54990.0,31188.0,1448.0,1195.0,1244.0,2282.0,2008.0,3625.0,3720.0,13850.0
btt1_DAM,1654.0,2506.0,2177.0,2250.0,1813.0,1401.0,1039.0,878.0,1677.0,1044.0,1473.0,3144.0,1819.0,2095.0,1595.0,1412.0
tdh3_spp1,1630.0,3103.0,3223.0,1017.0,533.0,380.0,268.0,244.0,3577.0,2706.0,1803.0,1081.0,585.0,532.0,430.0,360.0
dpd4_hat1,1629.0,3808.0,2001.0,1063.0,479.0,438.0,231.0,238.0,2703.0,2062.0,2053.0,725.0,487.0,482.0,353.0,392.0
tdh3_swd3,1627.0,4553.0,3229.0,1254.0,378.0,159.0,129.0,98.0,1130.0,908.0,1122.0,648.0,195.0,215.0,149.0,166.0
sir2_med7,1612.0,2246.0,2151.0,2059.0,1205.0,448.0,364.0,311.0,2154.0,1077.0,1634.0,3095.0,866.0,719.0,520.0,530.0
vp16_gapdh,1609.0,2933.0,2476.0,3639.0,7504.0,2883.0,838.0,749.0,1225.0,1554.0,3243.0,28477.0,17195.0,16667.0,16571.0,13995.0
dpd4_snf11,1605.0,2298.0,2869.0,6007.0,16781.0,8053.0,1601.0,2806.0,1515.0,1145.0,1954.0,5227.0,18479.0,10144.0,2085.0,1681.0
htl1_snf11,1591.0,2220.0,2233.0,1910.0,3628.0,9829.0,3804.0,4255.0,1395.0,1167.0,1264.0,2234.0,3827.0,9728.0,5071.0,2967.0
tdh3_nhp10,1582.0,2591.0,1188.0,943.0,296.0,153.0,138.0,111.0,1332.0,1293.0,669.0,695.0,200.0,250.0,202.0,192.0
cac2_snf11,1565.0,2031.0,1775.0,1762.0,2910.0,3220.0,1394.0,1743.0,1188.0,953.0,1218.0,2938.0,8777.0,24945.0,32134.0,8531.0
hat1_esa1,1562.0,2335.0,1805.0,1998.0,1815.0,1519.0,1131.0,997.0,1380.0,1077.0,1140.0,2053.0,1471.0,2028.0,1534.0,1605.0
dpd4_pyk2,1555.0,3226.0,1996.0,925.0,422.0,284.0,210.0,160.0,4546.0,3026.0,1723.0,795.0,323.0,370.0,288.0,280.0
vp16_vp16,1553.0,2359.0,2084.0,2901.0,4488.0,5741.0,8871.0,8636.0,1392.0,1046.0,1218.0,2227.0,1707.0,3426.0,4294.0,15032.0
vp16_nut2,1553.0,2282.0,1797.0,1943.0,1766.0,2119.0,1776.0,2949.0,1501.0,1151.0,1157.0,2170.0,1579.0,5732.0,38995.0,211926.0
ies5_vp16,1534.0,2038.0,1784.0,1841.0,1749.0,1676.0,1202.0,1232.0,1571.0,1936.0,2284.0,3489.0,2446.0,5843.0,41520.0,192585.0
mig1_dpd4,1528.0,3406.0,3960.0,2032.0,582.0,249.0,193.0,185.0,1433.0,787.0,616.0,392.0,372.0,596.0,360.0,460.0
btt1_med4,1525.0,2899.0,3384.0,8100.0,12408.0,6762.0,1557.0,1573.0,1559.0,1169.0,2161.0,7608.0,10714.0,6436.0,1996.0,1777.0
swc5_gapdh,1521.0,3010.0,1678.0,1259.0,1085.0,759.0,541.0,453.0,1971.0,797.0,1131.0,971.0,755.0,1000.0,770.0,791.0
