,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,flow_seq_score
tdh3_esa1,0.27746439897583713,0.28810030129162495,0.1971352361366146,0.0801305787750777,0.05709119455551251,0.053128791286443385,0.019592432212241103,0.027357066766648556,0.24654647216919157
tdh3_dpd4,0.3605425401229752,0.3275239291958668,0.186359338835613,0.051842904941199516,0.031194355559111334,0.023265029208863884,0.007857875683528803,0.01141402645284157,0.1748456184632171
tdh3_hos2,0.38204226092388266,0.2809891838903935,0.16101521446981104,0.06044058361594579,0.04191861679164585,0.037298328377551836,0.013594810868904109,0.022701001061865216,0.1969976207683824
tdh3_srb7,0.25079888645807863,0.310631254439096,0.257130992453488,0.09761045175785607,0.03920845864107274,0.024241290487095807,0.008467193886852594,0.0119114718764601,0.21856404972510665
tdh3_empty,0.29965028055167575,0.31535962612722657,0.23168211000708583,0.0769739388923055,0.03486028057831745,0.02235944729072764,0.007875275858745848,0.011239040693915446,0.19811556594215796
tdh3_lge1,0.26164929372062007,0.2922705606173881,0.23231267234478448,0.08785901149637201,0.053633848848664296,0.03892673134328459,0.013547267123109847,0.019800614505776637,0.23564712802660695
tdh3_gapdh,0.31494015056631164,0.3387194739016164,0.20240526281097027,0.06609755778793842,0.034544550789978645,0.02374712502650523,0.008155345250101738,0.01139053386657771,0.18962890139235247
srb7_dpd4,0.2363600438435064,0.27718658812020386,0.24296582214800855,0.0966458694960417,0.06767533822043287,0.04347093955906428,0.014431923238062958,0.021263475374679472,0.2537925369475047
tdh3_mig1,0.43157188099477306,0.3166232911426987,0.1448553509968334,0.038524738593868985,0.026703556339348445,0.02286017394814353,0.0076259266132787116,0.011235081371055163,0.15248920475616318
gapdh_dpd4,0.3601395918238838,0.31356437430625483,0.1873475867048377,0.0519406850246124,0.036888867067533006,0.026932954919620257,0.009441569819736036,0.013744370333522,0.182737408130153
tdh3_hat2,0.2643061528320318,0.27136100052594553,0.23439637467362268,0.11178803058913872,0.0481399970113146,0.03747236895382687,0.013463457458381949,0.01907261795573779,0.23853267784220805
btt1_dpd4,0.2556225979836293,0.32140323709058616,0.1969443705023594,0.08691961729845923,0.062160109218122976,0.043756820042228514,0.013373041981980947,0.01982020588263339,0.2374935800206624
rtt102_dpd4,0.17956405323912938,0.32339247691886197,0.2525093079944607,0.13576019898709218,0.05925211029086869,0.028589904817396344,0.008616308627580008,0.012315639124610731,0.2505081401081817
dpd4_dpd4,0.2913416592364564,0.2956656672891538,0.21398418437810898,0.08483575063014533,0.04809223735874963,0.03561694154797346,0.01242622188918275,0.018037337670229695,0.22134480573391113
rtt102_hat2,0.06880102474529001,0.0968571405571325,0.22471937564716,0.32139229418711485,0.19466236676478027,0.04898763058971843,0.018361303716748444,0.026218863792055465,0.4039657518950555
tdh3_hat1,0.24677958346125178,0.27223060584287284,0.26760357254777106,0.104029673807361,0.049825198190241754,0.03418602719521012,0.010532965317716626,0.014812373637574728,0.23666315835240545
swc5_sus1,0.08429626643210679,0.09967512810018248,0.11105299493619808,0.1381303615719403,0.17889572882435337,0.3004826389255491,0.0509532388383071,0.036513642371362794,0.5022118917489915
tdh3_snf11,0.03985437611975654,0.04406476627095455,0.1337977454895825,0.2554481985429809,0.3760004368981291,0.08878064574911472,0.014446723782979495,0.04760710714650218,0.4922628459915063
tdh3_hmt2,0.31441082799784115,0.29171840756341966,0.2316749572684981,0.07612354301559224,0.03685685212329119,0.02737618554233978,0.009128544037550642,0.01271068245146725,0.20164190410537583
tdh3_ies5,0.35124055842777935,0.33785191550058646,0.17790718525297328,0.06398119777228176,0.03406978427493523,0.0188980905183439,0.006455903975596592,0.009595364277503508,0.17461177754442042
dpd4_cac2,0.3485302118345123,0.29941920719428833,0.20461738236998395,0.048839214818138174,0.039759016607693265,0.03345836978344788,0.011459335464223034,0.013917261927713146,0.19252519685943048
hat2_hmt2,0.157239739669906,0.1472456629409778,0.14961608515378555,0.15121614345200599,0.14650695047015094,0.13402435909636679,0.046831161155863485,0.06731989806094339,0.41550030204696986
tdh3_vp16,0.041954564943466124,0.04595356476936048,0.0825284301134481,0.14452597738881795,0.3604095077180617,0.27765650290606536,0.015660428666432406,0.03131102349434786,0.5410926627177591
htl1_swc5,0.08710071877317753,0.1200987035561252,0.15141759687471995,0.40766433149288783,0.1057663046456812,0.07054773945269349,0.022841045223712778,0.03456355998100213,0.40010314269138747
srb7_med4,0.04964053884960567,0.04683075156618954,0.051807978580250824,0.053733638911183046,0.1039664307856143,0.2829427878097787,0.13953700413230816,0.2715408693650697,0.697176485428704
tdh3_nut2,0.19707474262417318,0.2509679739497319,0.30795109453910785,0.1422318138764309,0.05401012229912178,0.026419039277684415,0.008879854234039275,0.012465359199710771,0.2546054185777658
tdh3_tdh3,0.29071861413312344,0.3310843442714949,0.21490708602131625,0.07184982363826355,0.03904205855892778,0.028172995068069577,0.010143221706856408,0.014081856601948071,0.2047019318942503
tdh3_sfh1,0.1747774725934499,0.2165736026462312,0.28721469636562696,0.182403402229944,0.07940276032214603,0.03227653530798041,0.011143080529815323,0.016208450004806127,0.28536065044404824
tdh3_med4,0.050334248798114184,0.06680862186787451,0.15639180022241705,0.26952185778755156,0.3620821712061906,0.06324522417555503,0.012568325807950798,0.019047750134346415,0.4516366867380043
med4_dpd4,0.05363244036993159,0.056128996669946696,0.07166901804930759,0.1070120433578152,0.3542081505084189,0.31676721067464164,0.021363830056677073,0.019218310313261294,0.5405547101116832
srb7_gapdh,0.31128159697960356,0.3705229201277799,0.1505924603577458,0.059510616164089966,0.047758611299882306,0.033119199416027145,0.010961580260987123,0.01625301539388432,0.19805867441975988
tdh3_rpd3,0.22067209928749304,0.2900540227126968,0.2982050056306507,0.08435276750609887,0.04636849951691553,0.03393259349313763,0.01086478758578405,0.015550224267223273,0.2383856567729875
btt1_mig1,0.2959184451038342,0.30661695450848586,0.1793312547873499,0.06369718019682565,0.060765396422701026,0.050225690636736806,0.01797408347967676,0.025470994864389723,0.23381464406813418
gapdh_empty,0.30622631993096705,0.296693853919786,0.22546221970280825,0.07642021020643269,0.04189049789960696,0.028633006364296727,0.009993970168295365,0.014679921807807098,0.20718988871843338
tdh3_pyk1,0.2986304575119317,0.31684770249820793,0.23084606140585634,0.06469769465599573,0.03709230518189853,0.028095053578928258,0.009406064410264784,0.01438466075691679,0.20265805852287846
vp16_dpd4,0.08822324878509914,0.08832473542906899,0.08795135642881671,0.0820028963361475,0.08939466966468392,0.18253120788643523,0.096479791898513,0.28509209357123544,0.6221420373965405
tdh3_hhf2,0.32235542003751605,0.2953313266032377,0.25447950847303946,0.06974372686950402,0.02654639571234814,0.01790993332512742,0.006014254479793467,0.007619434499433766,0.18552547742966505
dpd4_hat2,0.2437503685845221,0.31911994314315445,0.261471857124816,0.054974951391585196,0.03644069495127677,0.03778333198315266,0.029770394930445913,0.016688457891046803,0.23387278944405931
dpd4_hmt2,0.29864833979386374,0.27496466866047214,0.2519968505336969,0.06045531569164225,0.049629590092493445,0.03561027702084275,0.012426199884307012,0.01626875832268174,0.2179046528345135
dpd4_lge1,0.2583731305379071,0.29342617905763163,0.22178370519699295,0.09475018613313343,0.061743772540817365,0.03702546152073155,0.013093182147202051,0.01980438286558387,0.23864804550860635
sir2_dpd4,0.20125189459658963,0.2202985878679542,0.22444202354455167,0.15240602573076809,0.0966394751060432,0.058105814896777915,0.019061731133059617,0.02779444712425575,0.301774171960796
dpd4_srb7,0.20178515136258646,0.22352426034406384,0.2067997319726665,0.23542472319800908,0.058506060554016796,0.0411627015872436,0.013430387511975412,0.01936698346943848,0.2856266933419473
srb7_mig1,0.36471898734008623,0.2479336521228271,0.18316398713496693,0.05910837299524741,0.059658889992909525,0.04667244082128635,0.017141203684616045,0.02160246590806044,0.21680699898867034
srb7_snf11,0.07185752511294086,0.06980736179338513,0.07998606005815123,0.07513400634492745,0.2223321418369146,0.3240951957419546,0.0405763043181109,0.11621140479361525,0.5745605294951248
tdh3_bre2,0.24639925893814127,0.2324355485540598,0.2108117815607719,0.11227441053127812,0.0763993287060161,0.06524174148768191,0.022653231068510075,0.033784699153540855,0.28501437800253693
tdh3_pyk2,0.27482276036468933,0.29517773992188107,0.26129771544878366,0.07954857104097529,0.03846019292143301,0.027512026209252822,0.009527617717807552,0.013653376375177207,0.214365589658208
tdh3_eaf3,0.21263556910367873,0.24978563452211416,0.28947522098856193,0.13069584372645263,0.058643548362999696,0.03305929047764207,0.010761177484554348,0.0149437153339963,0.255695332252015
rtt102_lge1,0.0751424939695622,0.0762902072111665,0.20535509764255863,0.3214600227199563,0.2669346672571987,0.03231989341548835,0.00996497086383719,0.012532646920232121,0.40403385148386245
empty_dpd4,0.26234448497821283,0.22090661550032323,0.2347083586097315,0.10567546410433452,0.08009389209267788,0.05419026214281169,0.01642604898295089,0.025654873588957447,0.2681167161625667
