,bin1_rep1,bin2_rep1,bin3_rep1,bin4_rep1,bin5_rep1,bin6_rep1,bin7_rep1,bin8_rep1,flow_seq_score_rep_1,bin1_rep2,bin2_rep2,bin3_rep2,bin4_rep2,bin5_rep2,bin6_rep2,bin7_rep2,bin8_rep2,flow_seq_score_rep_2
tdh3_dpd4,0.3882235507447076,0.32853295156912055,0.1940474992075464,0.04773733547445327,0.01334244982022477,0.010739137735422245,0.008212235701463289,0.00916483974706184,0.15433324811482801,0.3289430043037645,0.2928629424986322,0.22707362698346573,0.11118099528735272,0.021813799245974423,0.008022783998404611,0.00508065578575337,0.00502219189665257,0.1819373681849472
dpd4_dpd4,0.3614706565515105,0.31626291423879804,0.20942577292189626,0.07168692937764129,0.01620356339831564,0.011759228942183035,0.006819155318455914,0.006371779251199458,0.16561471902697483,0.3029936013205384,0.2905232160150092,0.2096039888541857,0.13389035671140787,0.03892000339116549,0.010313522453415713,0.006852666778607166,0.006902644475670515,0.20115491452724016
tdh3_vp16,0.3704079751771356,0.3249255465668854,0.21778010092933822,0.04798634784030471,0.014815086275562488,0.011199940358649735,0.006913751529521222,0.00597125132260267,0.1575694438967601,0.3039213633532516,0.3004044252055045,0.2368958591258587,0.12049040270206321,0.02425469187289203,0.006048863652384364,0.00424121508760339,0.0037431790004420883,0.18779714012080231
tdh3_lge1,0.36166711435719895,0.3381985026835286,0.20908894493056018,0.05463944416726545,0.01422091455999368,0.008968721300318942,0.006283089013439518,0.006933268987694737,0.15832191525464498,0.3070919686107535,0.2752053660554394,0.2335150650608617,0.1374357661676446,0.021521628277257614,0.009459533540355277,0.007782621810557756,0.007988050477130144,0.19864843709916585
tdh3_med4,0.340968686717674,0.34177248175286956,0.20100851604778613,0.04965389363134991,0.018752756100806473,0.02117577212914735,0.015322166805205054,0.011345726815161503,0.1778563097612593,0.30311827351073406,0.28965776673700017,0.2268748763817114,0.1290502449253459,0.024095924702077505,0.008784356478201883,0.008501530889046961,0.009917026375882007,0.19875601506303367
tdh3_srb7,0.36313767260337243,0.3428553567733551,0.19995444547513952,0.05694759606900903,0.01383895106719143,0.011687059321334865,0.0060376526121865,0.005541266078411227,0.1574875592897284,0.30624533222476097,0.2930383838823987,0.23416387575952366,0.12568978942291073,0.022650737315265783,0.00939318416096648,0.004624133900751548,0.00419456333342216,0.19044444578207687
dpd4_srb7,0.36152403640617925,0.33709636702509277,0.1918554862919371,0.0751137975463787,0.01386256608613629,0.009674055444654496,0.005489653989958974,0.0053840372096622974,0.16008506546047294,0.29736217785499397,0.30494556959712926,0.20595399957540741,0.13896986916164888,0.03351331485042406,0.008481530730459234,0.005317294697340519,0.005456243532596745,0.19718879459987193
dpd4_empty,0.3832987074672106,0.31270677203193437,0.19578152710261995,0.07220310478021036,0.014084095905263692,0.010681786543087329,0.005981025846305307,0.005262980323368234,0.1576216391793866,0.32416999895664433,0.2873215623232302,0.2329838213064955,0.11030699833035172,0.025459012915732392,0.00846621667815056,0.006167655659557578,0.005124733829837804,0.18589377224959555
dpd4_med4,0.34400658905988324,0.30232458135473783,0.22085916608322978,0.08171227149073225,0.023206972628473918,0.012363870403619585,0.007880339127190623,0.0076462098521325895,0.17780463917906567,0.29825716738984304,0.26861843457726475,0.22938896284647117,0.14968831768782406,0.035722055310603934,0.00858790781920198,0.005098467964383485,0.004638686404407577,0.20362152661275124
tdh3_empty,0.39720338321080473,0.3292690245016416,0.193232998853825,0.04692068843428874,0.012538766126165304,0.009061021958252695,0.0062150716450560415,0.005559045269966134,0.1468801440811688,0.3388942171552376,0.28970279443815167,0.2248130493867279,0.10708140772888555,0.024098990048677882,0.006876910537192749,0.00442653319238659,0.004106097512740024,0.178093644431777
