,feature_importance
embed1_1,0.39682823243613535
embed1_2,0.34870235538101996
embed1_3,0.41865258486551915
embed1_4,0.2496498903112583
embed1_5,0.238795139316305
embed1_6,3.4085431413758904
embed1_7,0.20181503160024014
embed1_8,0.26553080676705326
embed1_9,0.16854024405587192
embed1_10,0.3343822324129621
embed1_11,0.3399511120289189
embed1_12,0.16855818465932437
embed1_13,0.6046892074848321
embed1_14,0.6189578875663406
embed1_15,1.4975929401507435
embed1_16,0.25061271463746126
embed1_17,0.2936509267408698
embed1_18,1.8674721280008695
embed1_19,0.21495335566659945
embed1_20,0.20914570979380973
embed1_21,0.255497035494637
embed1_22,0.5553877030712203
embed1_23,13.90875543524338
embed1_24,3.489116663605575
embed1_25,0.12975896759490368
embed1_26,0.2973484177546351
embed1_27,0.5260281406178916
embed1_28,0.41279616866403296
embed1_29,0.15783804646666993
embed1_30,0.2825378655033291
embed1_31,0.2501239869598759
embed1_32,2.4430188058639755
embed1_33,0.8002246647298876
embed1_34,0.40520088587172504
embed1_35,0.34815024123724025
embed1_36,0.49255740219743055
embed1_37,0.1933478988178235
embed1_38,0.22972434604560113
embed1_39,1.144410879114932
embed1_40,0.20550481146085467
embed1_41,0.29859174692967266
embed1_42,3.3167519614564056
embed1_43,0.1637629474918664
embed1_44,0.8205394243448426
embed1_45,0.1580493893650496
embed1_46,0.2384447481340051
embed1_47,0.33727991000896795
embed1_48,0.19510796757863483
embed1_49,0.4788177192079856
embed1_50,1.4258668071824123
embed1_51,0.5226593104647311
embed1_52,0.3226490433283857
embed1_53,0.5664244103407925
embed1_54,1.1898791742672887
embed1_55,0.4942152965229188
embed1_56,0.17834368046111818
embed1_57,1.0764487201533839
embed1_58,2.7543535104655845
embed1_59,2.1103530871723986
embed1_60,0.1457272557511354
embed1_61,1.0500948050998047
embed1_62,0.30471887572003425
embed1_63,0.23988424908166814
embed1_64,0.24479286618689086
embed2_1,0.7795794271755905
embed2_2,0.243695008449551
embed2_3,0.34254123441739465
embed2_4,0.32836095614489863
embed2_5,0.586531165348912
embed2_6,0.34579695383089704
embed2_7,1.0767662543440482
embed2_8,2.5935899984214337
embed2_9,0.2363167397317473
embed2_10,0.3875923472730261
embed2_11,0.413904858088388
embed2_12,0.2868031971834739
embed2_13,0.2888459273136154
embed2_14,0.5607330431930657
embed2_15,0.26774994676143654
embed2_16,0.3655977571521005
embed2_17,0.4333025560520238
embed2_18,9.396632001043907
embed2_19,0.17472469373377308
embed2_20,0.4527177079784229
embed2_21,0.259289278532041
embed2_22,0.4119647263645817
embed2_23,4.819180380717298
embed2_24,0.4783683731521389
embed2_25,0.18567444925169546
embed2_26,0.2553011300131178
embed2_27,0.41945879110411455
embed2_28,0.5141910371195721
embed2_29,0.25323120448493697
embed2_30,0.6183323846204849
embed2_31,0.22518761089465594
embed2_32,0.8447903482040776
embed2_33,0.2660593068788952
embed2_34,0.34485501339963587
embed2_35,0.23106739854885003
embed2_36,0.48318839572946265
embed2_37,0.4608314588990866
embed2_38,0.2529343099147089
embed2_39,0.41636034243961273
embed2_40,0.28678026209273516
embed2_41,0.28446760415782985
embed2_42,0.40837840058012775
embed2_43,0.2200494358511043
embed2_44,0.7085812526904003
embed2_45,0.1972026655287728
embed2_46,0.20395909685153304
embed2_47,0.21336812454719442
embed2_48,0.46038772537905465
embed2_49,0.3346180887732393
embed2_50,0.6499395946892417
embed2_51,0.23124702379141926
embed2_52,0.39506441190075003
embed2_53,0.2657703528727861
embed2_54,0.5565672526583241
embed2_55,0.2980713760082644
embed2_56,0.1813083549268236
embed2_57,0.1810205531520954
embed2_58,1.276230794691335
embed2_59,1.4870346832087582
embed2_60,0.27919458384004414
embed2_61,0.25841921911334503
embed2_62,0.8253321447369933
embed2_63,0.2048541923034393
embed2_64,1.03199599346409
